Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
diethoxy-(ethylsulfanylmethylsulfanyl)-sulfanylidene-lambda5-phosphane;water;CCOP(=S)(OCC)SCSCC;O;-0.5057943767343059
N-(4-ethoxyphenyl)acetamide;water;CCOc1ccc(NC(=O)C)cc1;O;0.3340959347444358
3-N,3-N-diethyl-2,4-dinitro-6-(trifluoromethyl)benzene-1,3-diamine;water;CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O;O;-1.1548005265133334
heptan-1-ol;water;CCCCCCCO;O;0.5917895530390497
1,3-dimethyl-7H-purine-2,6-dione;water;Cn1c(=O)n(C)c2nc[nH]c2c1=O;O;0.7922179228237495
5-butyl-5-ethyl-1,3-diazinane-2,4,6-trione;water;CCCCC1(CC)C(=O)NC(=O)NC1=O;O;0.6628939032721932
1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene;water;ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2;O;-1.8372114045898114
methyl octanoate;water;CCCCCCCC(=O)OC;O;-0.05721659673997787
1,4-diethylbenzene;water;CCc1ccc(CC)cc1;O;-0.33399863120456325
tert-butylsulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane;water;CCOP(=S)(OCC)SCSC(C)(C)C;O;-0.8135950874750947
[3-(methoxycarbonylamino)phenyl] N-(3-methylphenyl)carbamate;water;COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1;O;-0.8374556076875588
1,1-dichloroethene;water;ClC(=C)Cl;O;0.6729153217614282
1-methyl-9H-fluorene;water;Cc1cccc2c1Cc3ccccc32;O;-1.0354979254510122
pentanal;water;CCCCC=O;O;1.0499115411183633
N-phenylaniline;water;N(c1ccccc1)c2ccccc2;O;-0.21660487175923912
S-(4-phenoxybutyl) N,N-dimethylcarbamothioate;water;CN(C)C(=O)SCCCCOc1ccccc1;O;-0.4184648727566867
2-dipropoxyphosphinothioylsulfanyl-1-(2-methylpiperidin-1-yl)ethanone;water;CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C;O;-0.5248827929042774
1-iodoheptane;water;CCCCCCCI;O;-0.8398416597088052
1-chloro-3-phenylbenzene;water;c1c(Cl)cccc1c2ccccc2;O;-0.8732463880062553
pent-4-en-1-ol;water;OCCCC=C;O;1.3839588240928629
6,8-diazaspiro[3.5]nonane-5,7,9-trione;water;O=C2NC(=O)C1(CCC1)C(=O)N2;O;0.665757165697689
5-methyl-2-propan-2-ylcyclohexan-1-ol;water;CC(C)C1CCC(C)CC1O ;O;0.24819806197956462
propan-2-yl formate;water;CC(C)OC=O;O;1.1548978300532062
heptan-2-ol;water;CCCCCC(C)O;O;0.7158642581438638
N-(4-bromophenyl)acetamide;water;CC(=O)Nc1ccc(Br)cc1;O;-0.015699291570290194
5-amino-4-bromo-2-phenylpyridazin-3-one;water;c1ccccc1n2ncc(N)c(Br)c2(=O);O;-0.036696549357258544
dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate;water;COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ;O;-0.815981139496341
2,7-dimethylquinoline;water;c2c(C)cc1nc(C)ccc1c2 ;O;0.5297522004866427
oct-1-yne;water;CCCCCCC#C;O;-0.2910496948221276
5-(cyclohexen-1-yl)-5-ethyl-1,3-diazinane-2,4,6-trione;water;CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ;O;0.41999380750930715
chrysene;water;c1ccc2c(c1)ccc3c4ccccc4ccc23;O;-2.389343842306234
5-bromo-3-butan-2-yl-6-methyl-1H-pyrimidine-2,4-dione;water;CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ;O;0.25153853480930943
1,2,4,5-tetrachloro-3-(2,3-dichlorophenyl)benzene;water;Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ;O;-2.6484690918135954
2-methylphenol;water;Cc1ccccc1O;O;1.1596699340956989
2,2,5-trimethylhexane;water;CC(C)CCC(C)(C)C;O;-0.9543721567286337
1,4-dimethylnaphthalene;water;Cc1ccc(C)c2ccccc12;O;-0.5201106888617842
6-methylchrysene;water;Cc1cc2c3ccccc3ccc2c4ccccc14;O;-1.6797319711875471
pentan-2-one;water;CCCC(=O)C;O;1.3648704079228915
1,2,4,5-tetrachloro-3-(2,3,5,6-tetrachlorophenyl)benzene;water;Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ;O;-2.9109348141507025
propyl propanoate;water;CCCOC(=O)CC;O;1.064227853245842
9-fluoro-11,16,17-trihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one;water;CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO;O;-0.30059390290711335
4-aminophenol;water;Nc1ccc(O)cc1;O;1.0737720613308277
N-benzyl-2-(2-nitroimidazol-1-yl)acetamide;water;O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2;O;0.11457914878976468
3-[4-(4-chlorophenyl)cyclohexyl]-4-hydroxynaphthalene-1,2-dione;water;OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O;O;-1.374794522872254
6-chloro-2-N,2-N,4-N-triethyl-1,3,5-triazine-2,4-diamine;water;CCNc1nc(Cl)nc(n1)N(CC)CC;O;-0.4819338565218414
pyrazine-2-carboxamide;water;NC(=O)c1cnccn1;O;1.1372410450959827
2-bromo-N-carbamoyl-2-ethylbutanamide;water;CCC(Br)(CC)C(=O)NC(N)=O;O;0.1766165013421717
1-chloro-2-(2-chlorophenyl)benzene;water;Clc1ccccc1c2ccccc2Cl ;O;-1.0593584456634764
1-[(5-nitrofuran-2-yl)methylideneamino]imidazolidine-2,4-dione;water;O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ;O;-0.1574307816323277
2,4-dichloro-1-(4-nitrophenoxy)benzene;water;Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2;O;-1.1500284224708406
1,7,7-trimethylbicyclo[2.2.1]heptan-2-one;water;CC1(C)C2CCC1(C)C(=O)C2;O;0.520207992401657
5-phenyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione;water;O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1;O;0.3250289370636993
ethyl pentanoate;water;CCCCC(=O)OCC;O;0.3818169751693643
3-methylbutyl acetate;water;CC(C)CCOC(=O)C;O;0.5392964085716284
(2,5-dioxo-4,4-diphenylimidazolidin-1-yl)methyl hexanoate;water;O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3;O;-1.3533200546810362
1,4-dichloro-2-(3-chlorophenyl)benzene;water;Clc1cccc(c1)c2cc(Cl)ccc2Cl ;O;-1.4124941448079473
1-bromopropane;water;CCCBr;O;0.6299663853789925
1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole;water;CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl;O;-0.21135555731249714
2-dimethoxyphosphinothioylsulfanyl-N-formyl-N-methylacetamide;water;COP(=S)(OC)SCC(=O)N(C)C=O;O;0.503505628252932
4-methylpteridine;water;Cc1ncnc2nccnc12;O;1.2331603363500887
thiourea;water;NC(=S)N;O;1.6082477140900269
1,4-xylene;water;Cc1ccc(C)cc1;O;0.1336675649597361
1,2-diethylbenzene;water;CCc1ccccc1CC;O;-0.10970974120739917
1,1,1,2,2,2-hexachloroethane;water;ClC(Cl)(Cl)C(Cl)(Cl)Cl;O;-0.2958217988646204
[cyano-(3-phenoxyphenyl)methyl] 2-[4-(difluoromethoxy)phenyl]-3-methylbutanoate;water;CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3;O;-1.8257583548878284
1-nitropropane;water;CCCN(=O)=O;O;1.0737720613308277
5-methyl-2-propan-2-ylcyclohexan-1-one;water;CC(C)C1CCC(C)CC1=O;O;0.3340959347444358
1,2-dichloro-3-nitrobenzene;water;O=N(=O)c1c(Cl)c(Cl)ccc1;O;-0.20515182205725627
5-pentan-2-yl-5-prop-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione;water;CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ;O;-0.19560761397227056
fluoranthene;water;c1ccc2c(c1)c3cccc4cccc2c34;O;-1.4077220407654545
1-propan-2-yloxypropane;water;CCCOC(C)C;O;0.8160784430362137
1,3-dimethylnaphthalene;water;Cc1cc(C)c2ccccc2c1;O;-0.5916922494991772
4-[4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol;water;CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ;O;-0.48670596056433457
2,4,5,6-tetrachlorobenzene-1,3-dicarbonitrile;water;c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1;O;-1.2359262952357117
1,2-dichloro-4-(2,5-dichlorophenyl)benzene;water;Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2;O;-2.004235046077061
2-phenyloxirane;water;C1OC1c2ccccc2 ;O;0.6920037379313996
cumene;water;CC(C)c1ccccc1;O;-0.10493763716490642
17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one;water;CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO;O;-0.1908355099297778
5,6,7,8-tetrachloroquinoxaline;water;c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ;O;-1.135712110343362
oxane-2,3,4,5-tetrol;water;C1OC(O)C(O)C(O)C1O;O;1.641652442387477
dichloromethane;water;ClCCl;O;1.1548978300532062
1-ethylnaphthalene;water;CCc1cccc2ccccc12;O;-0.5344270009892629
methyl formate;water;COC=O;O;1.732322419194841
2-nitrophenol;water;Oc1ccccc1N(=O)=O;O;0.6251942813364997
5-methyl-1H-pyrimidine-2,4-dione;water;Cc1c[nH]c(=O)[nH]c1=O ;O;0.7368615159308324
2-methylpropane;water;CC(C)C;O;0.2386538538945789
9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;water;OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23;O;0.8685715875036351
4-hydroxy-3,5-diiodobenzonitrile;water;Oc1c(I)cc(C#N)cc1I;O;-0.26718917460966324
5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide;water;Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O;O;-0.787348515241384
pentane;water;CCCCC;O;-0.06198870078247083
phenol;water;c1ccccc1O;O;1.4555403847302557
anthracen-2-amine;water;Nc3ccc2cc1ccccc1cc2c3 ;O;-1.011637405238548
3,7-dimethylpurine-2,6-dione;water;Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ;O;0.25153853480930943
isoquinoline;water;c1ccc2cnccc2c1;O;0.7635852985687924
N-(4-chlorophenyl)-2-dimethoxyphosphinothioylsulfanyl-N-propan-2-ylacetamide;water;COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1;O;-0.6594561269025758
hexylbenzene;water;CCCCCCc1ccccc1;O;-1.0307258214085193
1-chloro-2-phenylbenzene;water;Clc1ccccc1c2ccccc2;O;-0.7109948505614985
2-methylpent-1-ene;water;CCCC(=C)C;O;0.009592859854922094
2,3,4-trimethylpentane;water;CC(C)C(C)C(C)C;O;-0.8350695556663125
1,2,3,4,5-pentachlorobenzene;water;Clc1cc(Cl)c(Cl)c(Cl)c1Cl;O;-1.240698399278205
3-nitrophenol;water;Oc1cccc(c1)N(=O)=O;O;0.9735578764384779
dec-1-ene;water;CCCCCCCCC=C;O;-1.1738889426833048
2,3-diacetyloxypropyl acetate;water;CC(=O)OCC(COC(=O)C)OC(=O)C;O;1.1692141421806845
5-butyl-2-(dimethylamino)-4-methyl-1H-pyrimidin-6-one;water;CCCCc1c(C)nc(nc1O)N(C)C ;O;0.3865890792118571
[cyano-(4-fluoro-3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate;water;CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2;O;-2.0457523512467493
pyridine;water;c1ccncc1;O;1.8182202919597121
1-bromoheptane;water;CCCCCCCBr;O;-0.6585017060940769
3,4-dimethylpyridine;water;Cc1ccncc1C;O;1.6273361302599982
9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one;water;CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ;O;-0.18129130184479209
[2-(ethylsulfanylmethyl)phenyl] N-methylcarbamate;water;CCSCc1ccccc1OC(=O)NC ;O;0.45817063984925
diethyl propanedioate;water;CCOC(=O)CC(=O)OCC;O;1.064227853245842
1-methyl-4-prop-1-en-2-ylcyclohexene;water;CC1=CCC(CC1)C(C)=C;O;-0.5773759373716985
2,3-dihydro-1H-indene;water;C1Cc2ccccc2C1;O;0.004820755812429133
4-tert-butylphenol;water;CC(C)(C)c1ccc(O)cc1;O;0.30546331048947867
5,7-diazaspiro[2.5]octane-4,6,8-trione;water;O=C2NC(=O)C1(CC1)C(=O)N2 ;O;0.5555215623161042
1-chloro-3-iodobenzene;water;Clc1cccc(I)c1;O;-0.23855655035470613
1-bromonaphthalene;water;Brc1cccc2ccccc12;O;-0.620324873754134
(E)-pent-2-ene;water;CC/C=C/C;O;0.24342595793707164
2,6-dimethylpyridine;water;Cc1cccc(C)n1;O;1.670285066642434
1,1,2-trichloroethene;water;ClC=C(Cl)Cl;O;0.520207992401657
naphthalen-1-amine;water;Nc1cccc2ccccc12;O;0.5392964085716284
1,3-xylene;water;Cc1cccc(C)c1;O;0.10980704474727193
1H-pteridin-2-one;water;Oc2ncc1nccnc1n2;O;0.5264117276568977
methanol;water;CO;O;2.204760719401633
5-ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione;water;CCC1(CCC(C)C)C(=O)NC(=O)NC1=O;O;0.27778510704302023
butan-2-one;water;CCC(=O)C;O;1.703689794939884
5-fluoro-1H-pyrimidine-2,4-dione;water;Fc1c[nH]c(=O)[nH]c1=O ;O;0.9415847793537757
2-(4-aminopyrrolo[2,3-d]pyrimidin-7-yl)-5-(hydroxymethyl)oxolane-3,4-diol;water;Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ;O;0.5249800964441499
benzene-1,3-diol;water;Oc1cccc(O)c1;O;1.8420808121721766
hexan-1-ol;water;CCCCCCO;O;0.8637994834611422
1-chloropentane;water;CCCCCCl;O;0.1527559811297075
buta-1,3-diene;water;C=CC=C;O;0.5631569287840926
propyl acetate;water;CCCOC(=O)C;O;1.1119488936707707
5,6,7,8-tetrahydronaphthalen-2-ol;water;Oc2ccc1CCCCc1c2 ;O;0.5058916802741784
2-chloroacetamide;water;NC(=O)CCl ;O;1.44599617664527
(2,5-dichloro-4-iodophenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane;water;COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl;O;-1.7035924914000113
1-chloro-4-methylbenzene;water;Cc1ccc(Cl)cc1;O;-0.014267660357542285
4-amino-6-tert-butyl-3-methylsulfanyl-1,2,4-triazin-5-one;water;CSc1nnc(c(=O)n1N)C(C)(C)C;O;0.38038534395661644
(2-methylphenyl) (3-methylphenyl) (4-methylphenyl) phosphate;water;Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1;O;-1.4124941448079473
hexanal;water;CCCCCC=O;O;0.835166859206185
butyl 4-aminobenzoate;water;CCCCOC(=O)c1ccc(N)cc1;O;-0.01522208116604075
3-amino-6,9-dimethylpyrido[2,3-b][1,5]benzoxazepin-5-one;water;O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ;O;0.0033891245996812234
(2Z)-3,7-dimethylocta-2,6-dien-1-ol;water;CC(C)=CCC/C(C)=C\CO;O;0.2816027902770145
1-chloro-2-(4-chlorophenyl)benzene;water;Clc1ccc(cc1)c2ccccc2Cl ;O;-1.0641305497059694
(2,5-dioxo-4,4-diphenylimidazolidin-1-yl)methyl octanoate;water;O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3;O;-1.6573030821878305
1-nitroethane;water;CCN(=O)=O;O;1.350554095795413
N-ethyl-N-(2-methylprop-2-enyl)-2,6-dinitro-4-(trifluoromethyl)aniline;water;CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O;O;-1.4668961308923658
1,2,3,4-tetrachlorobenzene;water;Clc1ccc(Cl)c(Cl)c1Cl;O;-0.7253111626889771
[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate;water;CCCC(C)(COC(N)=O)COC(N)=O ;O;0.5932211842517976
1-(3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)ethanone;water;CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ;O;-0.76348799502892
iodomethane;water;CI;O;0.9783299804809706
4-[2-(3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl]piperidine-2,6-dione;water;CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ;O;0.9162926279285636
(2,5-dioxo-4,4-diphenylimidazolidin-1-yl)methyl heptanoate;water;O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3;O;-1.5513623724444894
3,5,5-trimethylcyclohex-2-en-1-one;water;CC1=CC(=O)CC(C)(C)C1 ;O;0.9496973562260135
5-butan-2-yl-5-ethyl-1,3-diazinane-2,4,6-trione;water;O=C1NC(=O)NC(=O)C1(CC)C(C)CC;O;0.31500751857446435
nonan-5-one;water;CCCCC(=O)CCCC;O;0.22433754176710025
3-ethyl-3-phenylpiperidine-2,6-dione;water;CCC1(CCC(=O)NC1=O)c2ccccc2 ;O;0.3402996699996764
3-methylpentane;water;CCC(C)CC;O;-0.30059390290711335
1-ethoxy-4-[2-methyl-1-[(3-phenoxyphenyl)methoxy]propan-2-yl]benzene;water;CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3;O;-2.6484690918135954
2-methyl-3-(2-methylphenyl)quinazolin-4-one;water;Cc1ccccc1n3c(C)nc2ccccc2c3=O;O;0.059699952301097016
2-chloroacetonitrile;water;ClCC#N;O;1.4116370275393213
ethoxy-ethyl-sulfanylidene-(2,4,5-trichlorophenoxy)-lambda5-phosphane;water;CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl;O;-1.2893738605116327
17-ethynyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one;water;CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ;O;-1.2454705033206976
pyridazine;water;c1ccnnc1;O;1.980471829404469
1,2,3,5-tetrachlorobenzene;water;Clc1cc(Cl)c(Cl)c(Cl)c1;O;-0.753943786943934
2-aminophenol;water;Nc1ccccc1O;O;1.1119488936707707
ethyl nonanoate;water;CCCCCCCCC(=O)OCC;O;-0.3578591514170274
methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate;water;COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ;O;0.6915265275271504
(2-propan-2-yloxyphenyl) N-methylcarbamate;water;CNC(=O)Oc1ccccc1OC(C)C;O;0.4772590560192214
2-chlorobutane;water;CCC(C)Cl;O;0.520207992401657
naphthalen-2-ol;water;Oc1ccc2ccccc2c1;O;0.3675006630418859
5-tert-butyl-3-(2,4-dichloro-5-propan-2-yloxyphenyl)-1,3,4-oxadiazol-2-one;water;CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C;O;-1.2626500778736727
hex-1-yne;water;CCCCC#C;O;0.32932383070194304
non-1-yne;water;CCCCCCCC#C;O;-0.567831729286713
1-chloro-2-methylbenzene;water;Cc1ccccc1Cl;O;-0.2242402382272277
2-propan-2-yloxypropane;water;CC(C)OC(C)C;O;0.9306089400560421
4-(4-aminophenyl)sulfonylaniline;water;Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2;O;-0.020948606017032176
methylhydrazine;water;CNN;O;2.0950023264242974
prop-1-yne;water;CC#C;O;1.2598841189880488
N-diethoxyphosphinothioyloxybenzenecarboximidoyl cyanide;water;CCOP(=S)(OCC)ON=C(C#N)c1ccccc1;O;-0.8646566007297682
propan-2-yl 3-[ethylamino(methoxy)phosphinothioyl]oxybut-2-enoate;water;CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C;O;-0.1707926729513077
prop-2-enal;water;C=CC=O;O;1.7275503151523481
1,7-dihydropurin-6-one;water;O=c1[nH]cnc2nc[nH]c12 ;O;0.3598652965738973
quinolin-6-ol;water;Oc2ccc1ncccc1c2 ;O;0.42476591155179994
fluorobenzene;water;Fc1ccccc1;O;0.5965616570815425
1-chloropropane;water;CCCCl;O;0.7540410904838066
ethyl acetate;water;CCOC(=O)C;O;1.4364519685602843
2,2-dimethylpentane;water;CCCC(C)(C)C;O;-0.6250969777966272
1,2,3,4,5-pentamethylbenzene;water;Cc1cc(C)c(C)c(C)c1C;O;-0.45330123226688446
1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane;water;CC12CCC(CC1)C(C)(C)O2 ;O;0.6729153217614282
dibutyl decanedioate;water;CCCCOC(=O)CCCCCCCCC(=O)OCCCC;O;-0.4036713502249588
1-chloro-4-(4-chlorophenyl)benzene;water;Clc1ccc(cc1)c2ccc(Cl)cc2 ;O;-1.674959867145054
2,3-dimethylpyridine;water;Cc1cccnc1C;O;1.636880338344984
2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one;water;CC(=C)C1CC=C(C)C(=O)C1;O;0.47248695197672846
(4-chlorophenyl)sulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane;water;CCOP(=S)(OCC)SCSc1ccc(Cl)cc1;O;-1.281738494043644
5-[(7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one;water;COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67;O;-0.2485779688439413
perylene;water;c1cc2cccc3c4cccc5cccc(c(c1)c23)c54;O;-2.74582001428045
1-methyl-2,4-dinitrobenzene;water;Cc1ccc(cc1N(=O)=O)N(=O)=O;O;0.10980704474727193
2-bromonaphthalene;water;c1c(Br)ccc2ccccc12 ;O;-0.6441853939665987
[3-(dimethylaminomethylideneamino)phenyl] N-methylcarbamate;water;CNC(=O)Oc1cccc(N=CN(C)C)c1;O;0.3388680387869287
6-methoxypteridine;water;COc2cnc1ncncc1n2;O;0.91199773429032
2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaen-10-one;water;Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ;O;-0.06676080482496358
(5-chloro-1-propan-2-yl-1,2,4-triazol-3-yl)oxy-diethoxy-sulfanylidene-lambda5-phosphane;water;CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C;O;-0.29009527401362895
2-methylbuta-1,3-diene;water;CC(=C)C=C;O;0.48680326410420716
3,7-dimethylocta-1,6-dien-3-ol;water;CC(C)=CCCC(O)(C)C=C;O;0.5058916802741784
dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane;water;COP(=S)(OC)Oc1ccc(SC)c(C)c1;O;-0.7253111626889771
cyclohexanol;water;OC1CCCCC1;O;1.2455678068605702
5-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione;water;O=C1NC(=O)NC(=O)C1(C)CC=C;O;0.9019763158010851
3-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one;water;CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O;O;-0.5296548969467701
