Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
methylacetate;bromooctane;CC(=O)OC;CCCCCCCCBr;-3.35
methylparaben;water;COC(=O)C1=CC=C(C=C1)O;O;-9.51
diethylamine;octane;CCNCC;CCCCCCCC;-3.42
propanoicacid;4methyl2pentanone;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(C)CC(=O)C;-6.85
methylpentanoate;hexane;CCCCC(=O)OC;CCCCCC;-4.94
1,4-dioxane;dimethylsulfoxide;C1COCCO1;CS(=O)C;-4.9
quinoline;cyclohexane;C1=CC=C2C(=C1)C=CC=N2;C1CCCCC1;-7.38
pentylacetate;heptane;CCCCCOC(=O)C;CCCCCCC;-5.42
n-butane;cyclohexane;CCCC;C1CCCCC1;-2.86
toluene;aniline;CC1=CC=CC=C1;C1=CC=C(C=C1)N;-4.57
1-bromo-isobutane;hexadecane;CC(C)CBr;CCCCCCCCCCCCCCCC;-4.04
2-butanone;butanone;CCC(=O)C;CCC(=O)C;-4.5
n-octane;iodobenzene;CCCCCCCC;C1=CC=C(C=C1)I;-4.72
acetone;hexane;CC(=O)C;CCCCCC;-2.6
n-octane;acetonitrile;CCCCCCCC;CC#N;-3.57
cyclopropane;hexadecane;C1CC1;CCCCCCCCCCCCCCCC;-1.78
1-naphthylmethylcarbamate(carbaryl);water;CNC(=O)OC1=CC=CC2=CC=CC=C21;O;-9.5
aniline;octanol;C1=CC=C(C=C1)N;CCCCCCCCO;-6.71
aniline;butylacetate;C1=CC=C(C=C1)N;CCCCCC(=O)[O-];-7.3
nitromethane;diethylether;C[N+](=O)[O-];CCOCC;-4.19
diethylamine;diisopropylether;CCNCC;CC(C)OC(C)C;-3.78
p-cresol;dichloroethane;CC1=CC=C(C=C1)O;CC(Cl)Cl;-7.75
1-hexanol;heptane;CCCCCCO;CCCCCCC;-4.89
butylamine;iodobenzene;CCCCN;C1=CC=C(C=C1)I;-4.19
ethylacetate;bromobenzene;CCOC(=O)C;C1=CC=C(C=C1)Br;-4.57
butanoicacid;diethylether;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCOCC;-7.32
methylacetate;octanol;CC(=O)OC;CCCCCCCCO;-3.54
hydrogenperoxide;toluene;OO;CC1=CC=CC=C1;-3.14
dimethyl4-nitrophenylthiophosphate;water;COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-];O;-7.62
2-pentanone;chlorohexane;CCCC(=O)C;CCCCCCCl;-4.84
uracil;ethylacetate;C1=CNC(=O)NC1=O;CCOC(=O)C;-15.43
O-ethylO'-4-bromo-2-chlorophenylS-propylphosphorothioate;octanol;CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl;CCCCCCCCO;-10.49
ethylbenzene;pentanol;CCC1=CC=CC=C1;CCCCCO;-4.48
1-heptanol;dodecane;CCCCCCCO;CCCCCCCCCCCC;-5.41
ethanol;dimethylpyridine;CCO;CC1=C(N=CC=C1)C;-4.87
1,4-dioxane;propanol;C1COCCO1;CCCO;-4.61
aniline;heptane;C1=CC=C(C=C1)N;CCCCCCC;-5.38
2-methyl-1-nitrobenzene;chloroform;CC1=CC=CC=C1[N+](=O)[O-];C(Cl)(Cl)Cl;-8.3
n-octane;diethylether;CCCCCCCC;CCOCC;-5.62
methyl2-(4,6-dimethylpyrimidin-2-ylcarbamoylsulfamoyl)benzoate(sulfometuron-methyl);water;CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C;O;-20.3
1-nitropropane;isooctane;CCC[N+](=O)[O-];CC(C)CC(C)(C)C;-3.94
tetrafluoromethane;octanol;C(F)(F)(F)F;CCCCCCCCO;1.5
methylhexanoate;trimethylbenzene;CCCCCC(=O)OC;CC1=C(C(=CC=C1)C)C;-6.16
dimethoxymethane;water;COCOC;O;-2.93
trimethylamine;hexadecane;CN(C)C;CCCCCCCCCCCCCCCC;-2.21
3,4-dimethylpyridine;water;CC1=C(C=NC=C1)C;O;-5.22
2-butanone;isopropanol;CCC(=O)C;CC(C)O;-4.07
hydrogenperoxide;nitrobenzene;OO;C1=CC=C(C=C1)[N+](=O)[O-];-5.45
toluene;toluene;CC1=CC=CC=C1;CC1=CC=CC=C1;-5.12
pyridine;hexane;C1=CC=NC=C1;CCCCCC;-3.81
ethane;hexadecane;CC;CCCCCCCCCCCCCCCC;-0.67
2-hexanone;benzene;CCCCC(=O)C;C1=CC=CC=C1;-5.76
ketoprofen(racemic);octanol;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;CCCCCCCCO;-15.04
toluene;isooctane;CC1=CC=CC=C1;CC(C)CC(C)(C)C;-4.68
1-decanol;decanol;CCCCCCCCCCO;CCCCCCCCCCO;-9.58
bromomethane;water;CBr;O;-0.82
m-cresol;heptane;CC1=CC(=CC=C1)O;CCCCCCC;-5.01
2-pentanone;tbutylbenzene;CCCC(=O)C;CC(C)(C)C1=CC=CC=C1;-4.72
p-hydroxybenzaldehyde;hexane;C1=CC(=CC=C1C=O)O;CCCCCC;-9.18
1-heptanol;carbontet;CCCCCCCO;C(Cl)(Cl)(Cl)Cl;-6.49
allylalcohol;water;C=CCO;O;-5.08
2-bromopropane;water;CC(C)Br;O;-0.48
n-pentane;benzene;CCCCC;C1=CC=CC=C1;-2.99
acetophenone;dichloroethane;CC(=O)C1=CC=CC=C1;CC(Cl)Cl;-7.83
3-pentanone;octanol;CCC(=O)CC;CCCCCCCCO;-4.36
trimethylamine;carbontet;CN(C)C;C(Cl)(Cl)(Cl)Cl;-3.09
3-methylpyridine;water;CC1=CN=CC=C1;O;-4.77
pyridine;diisopropylether;C1=CC=NC=C1;CC(C)OC(C)C;-4.88
2-butanone;isooctane;CCC(=O)C;CC(C)CC(C)(C)C;-3.4
4-methylaniline;bromobenzene;CC1=CC=C(C=C1)N;C1=CC=C(C=C1)Br;-7.59
ammonia;diethylether;N;CCOCC;-1.41
diethylamine;benzene;CCNCC;C1=CC=CC=C1;-4.02
benzonitrile;water;C1=CC=C(C=C1)C#N;O;-4.1
ethylacetate;fluoroctane;CCOC(=O)C;CCCCCCCCF;-4.16
phenol;butylacetate;C1=CC=C(C=C1)O;CCCCCC(=O)[O-];-8.96
acetonitrile;diethylether;CC#N;CCOCC;-3.59
1-bromopropane;hexadecane;CCCBr;CCCCCCCCCCCCCCCC;-3.57
1-iodobutane;water;CCCCI;O;-0.25
1-bromopentane;octanol;CCCCCBr;CCCCCCCCO;-4.68
2-butanone;toluene;CCC(=O)C;CC1=CC=CC=C1;-4.27
hydrogen;hexadecane;[HH];CCCCCCCCCCCCCCCC;1.64
methylpentanoate;decane;CCCCC(=O)OC;CCCCCCCCCC;-4.77
ethylacetate;dichloroethane;CCOC(=O)C;CC(Cl)Cl;-4.93
3,3-dimethylbutanone;trimethylbenzene;CC(=O)C(C)(C)C;CC1=C(C(=CC=C1)C)C;-4.8
acetone;hexadecane;CC(=O)C;CCCCCCCCCCCCCCCC;-2.31
fluorobenzene;cyclohexane;C1=CC=C(C=C1)F;C1CCCCC1;-3.59
butylacetate;hexadecane;CCCCCC(=O)[O-];CCCCCCCCCCCCCCCC;-4.61
o-cresol;isooctane;CC1=CC=CC=C1O;CC(C)CC(C)(C)C;-5.68
2-hexanone;ethylbenzene;CCCCC(=O)C;CCC1=CC=CC=C1;-5.49
m-cresol;chloroform;CC1=CC(=CC=C1)O;C(Cl)(Cl)Cl;-6.7
n-octane;dimethylpyridine;CCCCCCCC;CC1=C(N=CC=C1)C;-4.88
trimethylamine;octanol;CN(C)C;CCCCCCCCO;-3.6
p-cresol;octanol;CC1=CC=C(C=C1)O;CCCCCCCCO;-8.84
propylamine;odichlorobenzene;CCCN;C1=CC=C(C(=C1)Cl)Cl;-3.44
butanal;hexadecane;CCCC=O;CCCCCCCCCCCCCCCC;-3.1
N,N-dimethylacetamide;chloroform;CC(=O)N(C)C;C(Cl)(Cl)Cl;-8.38
methyloctanoate;water;CCCCCCCC(=O)OC;O;-2.04
1-butanol;dichloroethane;CCCCO;CC(Cl)Cl;-4.92
n-pentane;isooctane;CCCCC;CC(C)CC(C)(C)C;-3.21
butylamine;octanol;CCCCN;CCCCCCCCO;-5.33
bromoform;pentane;C(Br)(Br)Br;CCCCC;-4.83
p-hydroxybenzaldehyde;diethylether;C1=CC(=CC=C1C=O)O;CCOCC;-12.07
diiodomethane;water;C(I)I;O;-2.49
ethylamine;butanol;CCN;CCCCO;-4.5
2-methylpyridine;cyclohexane;CC1=CC=CC=N1;C1CCCCC1;-5.05
1-hexanol;odichlorobenzene;CCCCCCO;C1=CC=C(C(=C1)Cl)Cl;-5.7
p-bromophenol;bromoform;C1=CC(=CC=C1O)Br;C(Br)(Br)Br;-8.49
methylhexanoate;octane;CCCCCC(=O)OC;CCCCCCCC;-5.53
nitromethane;dimethylsulfoxide;C[N+](=O)[O-];CS(=O)C;-5.66
3-methylaniline;octanol;CC1=CC(=CC=C1)N;CCCCCCCCO;-7.57
1-heptanol;octane;CCCCCCCO;CCCCCCCC;-5.56
propanoicacid;xylene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC1=CC(=CC=C1)C;-4.72
propylacetate;nonane;CCCCC(=O)O;CCCCCCCCC;-4.07
naphthalene;carbontet;C1=CC=C2C=CC=CC2=C1;C(Cl)(Cl)(Cl)Cl;-7.55
bromobenzene;carbontet;C1=CC=C(C=C1)Br;C(Cl)(Cl)(Cl)Cl;-5.85
1,4-dioxane;benzylalcohol;C1COCCO1;C1=CC=C(C=C1)CO;-5.39
propylacetate;secbutylbenzene;CCCCC(=O)O;CCC(C)C1=CC=CC=C1;-4.62
toluene;dibutylether;CC1=CC=CC=C1;CCCCOCCCC;-4.87
bromotrifluoromethane;octanol;C(F)(F)(F)Br;CCCCCCCCO;-0.75
1,4-dioxane;xylene;C1COCCO1;CC1=CC(=CC=C1)C;-4.86
2,6-dimethylpyridine;dimethylpyridine;CC1=NC(=CC=C1)C;CC1=C(N=CC=C1)C;-6.04
propylparaben;octanol;CCCOC(=O)C1=CC=C(C=C1)O;CCCCCCCCO;-13.52
1,4-dioxane;carbontet;C1COCCO1;C(Cl)(Cl)(Cl)Cl;-4.97
sulfolane;octanol;C1CCS(=O)(=O)C1;CCCCCCCCO;-7.56
n-octane;propanol;CCCCCCCC;CCCO;-4.39
2-bromopropane;hexadecane;CC(C)Br;CCCCCCCCCCCCCCCC;-3.26
2-butanone;chlorobenzene;CCC(=O)C;C1=CC=C(C=C1)Cl;-4.47
dimethyl(RS)-2,2,2-trichloro-1-hydroxyethylphosphonate(trichlorfon);water;COP(=O)(C(C(Cl)(Cl)Cl)O)OC;O;-12.7
benzamide;benzene;C1=CC=C(C=C1)C(=O)N;C1=CC=CC=C1;-9.93
1-nitropropane;toluene;CCC[N+](=O)[O-];CC1=CC=CC=C1;-5.25
ethylacetate;octanol;CCOC(=O)C;CCCCCCCCO;-4.06
propylacetate;pentadecane;CCCCC(=O)O;CCCCCCCCCCCCCCC;-3.91
1,4-dioxane;dibutylether;C1COCCO1;CCCCOCCCC;-4.37
m-cresol;hexadecane;CC1=CC(=CC=C1)O;CCCCCCCCCCCCCCCC;-5.91
p-bromophenol;nonanol;C1=CC(=CC=C1O)Br;CCCCCCCCCO;-10.36
toluene;cyclohexanone;CC1=CC=CC=C1;C1CCC(=O)CC1;-5.05
N-methyl-2-pyrrolidinone;octanol;CN1CCCC1=O;CCCCCCCCO;-8.63
4-heptanone;water;CCCC(=O)CCC;O;-2.93
1-butanol;pentane;CCCCO;CCCCC;-3.77
nitromethane;methylformamide;C[N+](=O)[O-];CNC=O;-5.11
thiophene;hexadecane;C1=CSC=C1;CCCCCCCCCCCCCCCC;-4.01
aceticacid;aniline;CC(=O)O;C1=CC=C(C=C1)N;-6.3
1,1,1-trichloroethane;octanol;CC(Cl)(Cl)Cl;CCCCCCCCO;-3.69
fluorobenzene;hexane;C1=CC=C(C=C1)F;CCCCCC;-4.15
2-heptanone;butylbenzene;CCCCCC(=O)C;CCCCC1=CC=CC=C1;-5.93
pentylacetate;dichloroethane;CCCCCOC(=O)C;CC(Cl)Cl;-6.64
acetophenone;water;CC(=O)C1=CC=CC=C1;O;-4.58
1,4-dichlorobenzene;hexadecane;C1=CC(=CC=C1Cl)Cl;CCCCCCCCCCCCCCCC;-6.02
propylamine;butanol;CCCN;CCCCO;-5.04
cis-1,2-dimethylcyclohexane;water;C[C@@H]1CCCC[C@@H]1C;O;1.58
2-pentanone;ethylbenzene;CCCC(=O)C;CCC1=CC=CC=C1;-4.85
n-octane;hexadecane;CCCCCCCC;CCCCCCCCCCCCCCCC;-5.02
3-bromopropene;hexadecane;C=CCBr;CCCCCCCCCCCCCCCC;-3.42
butanoicacid;nitrobenzene;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;C1=CC=C(C=C1)[N+](=O)[O-];-5.84
ammonia;toluene;N;CC1=CC=CC=C1;-2.38
propanoicacid;octanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCCCCO;-6.86
1-heptanol;bromoform;CCCCCCCO;C(Br)(Br)Br;-7.1
ethylbenzene;decane;CCC1=CC=CC=C1;CCCCCCCCCC;-5.25
naphthalene;heptane;C1=CC=C2C=CC=CC2=C1;CCCCCCC;-7.02
toluene;diisopropylether;CC1=CC=CC=C1;CC(C)OC(C)C;-4.91
ethylamine;carbontet;CCN;C(Cl)(Cl)(Cl)Cl;-2.77
nitrobenzene;octanol;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCO;-6.63
propylacetate;perfluorobenzene;CCCCC(=O)O;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.06
2-(dimethoxyphosphinothioylthio)butanedioicaciddiethylester(malathion);water;CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC;O;-8.2
o-xylene;cyclohexane;CC1=CC=CC=C1C;C1CCCCC1;-5.54
methylpropanoate;ethylbenzene;CCC(=O)OC;CCC1=CC=CC=C1;-4.29
cyclopentane;hexadecane;C1CCCC1;CCCCCCCCCCCCCCCC;-3.38
p-cresol;toluene;CC1=CC=C(C=C1)O;CC1=CC=CC=C1;-7.56
4-methylpyridine;cyclohexane;CC1=CC=NC=C1;C1CCCCC1;-5.23
chloroethane;octanol;CCCl;CCCCCCCCO;-2.58
2-methylpyrazine;water;CC1=NC=CN=C1;O;-5.57
propylacetate;decane;CCCCC(=O)O;CCCCCCCCCC;-4.02
methanol;toluene;CO;CC1=CC=CC=C1;-2.18
1-propanol;toluene;CCCO;CC1=CC=CC=C1;-3.71
ethanol;iodobenzene;CCO;C1=CC=C(C=C1)I;-3.18
1,2,3,4,5,6-hexachlorocyclohexane(lindane);water;C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl;O;-5.4
nitromethane;ethylacetate;C[N+](=O)[O-];CCOC(=O)C;-5.06
ethylbenzene;ethylbenzene;CCC1=CC=CC=C1;CCC1=CC=CC=C1;-5.67
m-hydroxybenzaldehyde;water;C1=CC(=CC(=C1)O)C=O;O;-9.51
1-pentanol;diethylether;CCCCCO;CCOCC;-6.11
1-heptanol;ethylbenzene;CCCCCCCO;CCC1=CC=CC=C1;-6.7
(2-dimethylamino-5,6-dimethyl-pyrimidin-4-yl)N,N-dimethylcarbamate(pirimor,pirimicarb);water;CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C;O;-9.4
o-chlorotoluene;water;CC1=CC=CC=C1Cl;O;-1.15
3,3-dimethylbutanone;pentane;CC(=O)C(C)(C)C;CCCCC;-4.43
aniline;tributylphosphate;C1=CC=C(C=C1)N;CCCCOP(=O)(OCCCC)OCCCC;-7.6
isopropanol;water;CC(C)O;O;-4.76
propanoicacid;cyclohexanone;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;C1CCC(=O)CC1;-7.18
ethylperoxide;water;CCOOCC;O;-5.32
1,1,2-trichloroethane;octanol;C(C(Cl)Cl)Cl;CCCCCCCCO;-4.53
ammonia;chloroform;N;C(Cl)(Cl)Cl;-2.41
2-methoxyethanol;tributylphosphate;COCCO;CCCCOP(=O)(OCCCC)OCCCC;-6.14
methylacetate;isopropyltoluene;CC(=O)OC;CC1=CC=C(C=C1)C(C)C;-3.32
diethylamine;octanol;CCNCC;CCCCCCCCO;-4.75
flurbiprofen(racemic);water;CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O;O;-8.42
ethanol;nonane;CCO;CCCCCCCCC;-2.15
2-heptanone;hexane;CCCCCC(=O)C;CCCCCC;-5.36
2-methylpyrazine;dibutylether;CC1=NC=CN=C1;CCCCOCCCC;-5.12
ethanol;pyridine;CCO;C1=CC=NC=C1;-5.08
dimethyl2,4,5-trichlorophenylthiophosphate;octanol;COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl;CCCCCCCCO;-11.69
aniline;octane;C1=CC=C(C=C1)N;CCCCCCCC;-4.84
cyclopentane;octanol;C1CCCC1;CCCCCCCCO;-2.65
2-heptanone;chlorobenzene;CCCCCC(=O)C;C1=CC=C(C=C1)Cl;-6.46
2-chloropentane;water;CCCC(C)Cl;O;0.07
1-butene;carbontet;CCC=C;C(Cl)(Cl)(Cl)Cl;-2.48
4-methylaniline;decane;CC1=CC=C(C=C1)N;CCCCCCCCCC;-6.05
ethanol;anisole;CCO;COC1=CC=CC=C1;-3.59
N-methyl-2-pyrrolidinone;heptane;CN1CCCC1=O;CCCCCCC;-5.8
p-cresol;octane;CC1=CC=C(C=C1)O;CCCCCCCC;-6.19
propylacetate;hexane;CCCCC(=O)O;CCCCCC;-4.1
1-propanol;benzene;CCCO;C1=CC=CC=C1;-3.87
toluene;butanol;CC1=CC=CC=C1;CCCCO;-4.5
methylpropanoate;xylene;CCC(=O)OC;CC1=CC(=CC=C1)C;-4.2
2-pentanone;carbontet;CCCC(=O)C;C(Cl)(Cl)(Cl)Cl;-4.81
o-cresol;chloroform;CC1=CC=CC=C1O;C(Cl)(Cl)Cl;-7.55
chlorobenzene;diethylether;C1=CC=C(C=C1)Cl;CCOCC;-5.42
diethylsulfide;water;CCSCC;O;-1.43
2-butanone;benzene;CCC(=O)C;C1=CC=CC=C1;-4.46
octachloro-4,7-methanohydroindane(chlordane);water;C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl;O;-3.4
1-butanol;dibromoethane;CCCCO;CC(Br)Br;-4.65
1,2,3,4,5,6-hexachlorocyclohexane(lindane);octanol;C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl;CCCCCCCCO;-10.71
o-cresol;pentanol;CC1=CC=CC=C1O;CCCCCO;-8.57
5-amino-4-chloro-2-phenyl-3-(2H)-pyridazinone(pyrazon);water;C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl;O;-16.4
p-dibromobenzene;octanol;C1=CC(=CC=C1Br)Br;CCCCCCCCO;-7.47
dimethyl4-bromo-2,5-dichlorophenylthiophosphate;octanol;COP(=S)(OC)OC1=CC(=C(C=C1Cl)Br)Cl;CCCCCCCCO;-12.3
methylamine;benzene;CN;C1=CC=CC=C1;-2.66
2-methylpyridine;water;CC1=CC=CC=N1;O;-4.63
ethanol;phenylether;CCO;C1=CC=C(C=C1)OC2=CC=CC=C2;-3.22
acetonitrile;chloroform;CC#N;C(Cl)(Cl)Cl;-4.44
butylacetate;bromobenzene;CCCCCC(=O)[O-];C1=CC=C(C=C1)Br;-5.58
cyclopentanol;water;C1CCC(C1)O;O;-5.49
methylacetate;tbutylbenzene;CC(=O)OC;CC(C)(C)C1=CC=CC=C1;-3.57
1-bromopentane;water;CCCCCBr;O;-0.08
2-butanone;hexane;CCC(=O)C;CCCCCC;-3.48
nitromethane;iodobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)I;-4.1
ethanol;ethylacetate;CCO;CCOC(=O)C;-4.24
butylacetate;pentane;CCCCCC(=O)[O-];CCCCC;-4.88
ketoprofen(racemic);water;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;O;-10.78
propanal;hexadecane;CCC=O;CCCCCCCCCCCCCCCC;-2.48
ethanethiol;isooctane;CCS;CC(C)CC(C)(C)C;-3.13
butylamine;isopropyltoluene;CCCCN;CC1=CC=C(C=C1)C(C)C;-4.22
butylacetate;octanol;CCCCCC(=O)[O-];CCCCCCCCO;-4.96
propylamine;carbontet;CCCN;C(Cl)(Cl)(Cl)Cl;-3.59
p-bromophenol;water;C1=CC(=CC=C1O)Br;O;-7.13
1-propanol;cyclohexane;CCCO;C1CCCCC1;-2.73
p-cresol;methylenechloride;CC1=CC=C(C=C1)O;C(Cl)Cl;-7.71
octafluoropropane;water;C(C(F)(F)F)(C(F)(F)F)(F)F;O;4.28
aceticacid;hexanol;CC(=O)O;CCCCCCO;-6.51
2,6-dichlorobenzonitrile;water;C1=CC(=C(C(=C1)Cl)C#N)Cl;O;-5.22
ethylacetate;tetrachloroethene;CCOC(=O)C;C(=C(Cl)Cl)(Cl)Cl;-4.22
1-butanol;odichlorobenzene;CCCCO;C1=CC=C(C(=C1)Cl)Cl;-3.9
1,2-dichlorobenzene;water;C1=CC=C(C(=C1)Cl)Cl;O;-1.36
toluene;hexanol;CC1=CC=CC=C1;CCCCCCO;-4.27
1-heptanol;dichloroethane;CCCCCCCO;CC(Cl)Cl;-6.79
benzonitrile;decalin;C1=CC=C(C=C1)C#N;C1CCC2CCCCC2C1;-5.86
propylacetate;xylene;CCCCC(=O)O;CC1=CC(=CC=C1)C;-4.87
cyclohexane;water;C1CCCCC1;O;1.23
pentylacetate;pentane;CCCCCOC(=O)C;CCCCC;-5.62
ethylacetate;chlorohexane;CCOC(=O)C;CCCCCCCl;-4.25
benzamide;hexane;C1=CC=C(C=C1)C(=O)N;CCCCCC;-7.77
hydrogenperoxide;chloroform;OO;C(Cl)(Cl)Cl;-4.7
N,N-dimethylformamide;dimethylformamide;CN(C)C=O;CN(C)C=O;-6.47
cyclopentanone;carbontet;C1CCC(=O)C1;C(Cl)(Cl)(Cl)Cl;-5.26
pentylacetate;decane;CCCCCOC(=O)C;CCCCCCCCCC;-5.31
iodoethane;octanol;CCI;CCCCCCCCO;-3.45
butanoicacid;octanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCCCCO;-7.58
phenol;dibromoethane;C1=CC=C(C=C1)O;CC(Br)Br;-7.22
pentylacetate;isopropyltoluene;CCCCCOC(=O)C;CC1=CC=C(C=C1)C(C)C;-6.02
chloroform;octanol;C(Cl)(Cl)Cl;CCCCCCCCO;-3.81
dipropylamine;octanol;CCCNCCC;CCCCCCCCO;-6.02
benzamide;dichloroethane;C1=CC=C(C=C1)C(=O)N;CC(Cl)Cl;-10.9
hexachloroethane;water;C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl;O;-1.4
propene;hexadecane;CC=C;CCCCCCCCCCCCCCCC;-1.29
benzamide;carbontet;C1=CC=C(C=C1)C(=O)N;C(Cl)(Cl)(Cl)Cl;-9.13
formaldehyde;butanone;C=O;CCC(=O)C;-1.77
nitromethane;ethanol;C[N+](=O)[O-];CCO;-4.34
methylhexanoate;hexadecane;CCCCCC(=O)OC;CCCCCCCCCCCCCCCC;-5.43
tetrahydropyran;hexadecane;C1CCOCC1;CCCCCCCCCCCCCCCC;-4.08
chloroform;chloroform;C(Cl)(Cl)Cl;C(Cl)(Cl)Cl;-4.13
hydrogensulfide;hexadecane;S;CCCCCCCCCCCCCCCC;-0.72
1,1,2-trichloroethane;water;C(C(Cl)Cl)Cl;O;-1.95
methanol;bromobenzene;CO;C1=CC=C(C=C1)Br;-2.31
2-heptanone;perfluorobenzene;CCCCCC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-6.15
methylbenzoate;octanol;COC(=O)C1=CC=CC=C1;CCCCCCCCO;-7.26
iodobenzene;octanol;C1=CC=C(C=C1)I;CCCCCCCCO;-6.18
octafluorocyclobutane;water;C1(C(C(C1(F)F)(F)F)(F)F)(F)F;O;3.43
1-heptanol;decane;CCCCCCCO;CCCCCCCCCC;-5.62
butylacetate;hexane;CCCCCC(=O)[O-];CCCCCC;-4.86
1,2-ethanediol;diethylether;C(CO)O;CCOCC;-6.2
n-octane;octanol;CCCCCCCC;CCCCCCCCO;-4.18
1-heptanol;chloroform;CCCCCCCO;C(Cl)(Cl)Cl;-7.53
1-pentanol;dichloroethane;CCCCCO;CC(Cl)Cl;-5.45
pyridine;diethylether;C1=CC=NC=C1;CCOCC;-4.81
ethanol;chlorobenzene;CCO;C1=CC=C(C=C1)Cl;-3.3
thiophenol;chloroform;C1=CC=C(C=C1)S;C(Cl)(Cl)Cl;-7.61
propylacetate;hexadecane;CCCCC(=O)O;CCCCCCCCCCCCCCCC;-3.93
2-hexanone;isopropylbenzene;CCCCC(=O)C;CC(C)C1=CC=CC=C1;-5.39
1-bromopropane;octanol;CCCBr;CCCCCCCCO;-3.42
1-bromo-isobutane;water;CC(C)CBr;O;-0.03
benzaldehyde;chloroform;C1=CC=C(C=C1)C=O;C(Cl)(Cl)Cl;-7.09
p-bromophenol;benzene;C1=CC(=CC=C1O)Br;C1=CC=CC=C1;-8.81
p-hydroxybenzaldehyde;carbontet;C1=CC(=CC=C1C=O)O;C(Cl)(Cl)(Cl)Cl;-8.16
4-methylaniline;hexane;CC1=CC=C(C=C1)N;CCCCCC;-6.18
