Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
1,1,1,2-tetrachloroethane;water;C(C(Cl)(Cl)Cl)Cl;O;-1.15
methylhexanoate;toluene;CCCCCC(=O)OC;CC1=CC=CC=C1;-6.38
uracil;octanol;C1=CNC(=O)NC1=O;CCCCCCCCO;-15.13
2-butanone;chlorohexane;CCC(=O)C;CCCCCCCl;-4.1
1-pentanol;hexane;CCCCCO;CCCCCC;-4.38
bromobenzene;decane;C1=CC=C(C=C1)Br;CCCCCCCCCC;-5.43
acetone;chlorohexane;CC(=O)C;CCCCCCCl;-3.45
1,4,5,6,7,8,8-heptachloro-3a,4,7,7a-tetrahydro-4,7-methanoindene(heptachlor);water;C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl;O;-2.6
2-methylpyridine;benzene;CC1=CC=CC=N1;C1=CC=CC=C1;-5.86
1,4-dioxane;ethylacetate;C1COCCO1;CCOC(=O)C;-5.03
ethylbenzene;hexadecane;CCC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-5.15
nitromethane;mcresol;C[N+](=O)[O-];CC1=CC(=CC=C1)O;-4.73
diethyl4-nitrophenylthiophosphonate;octanol;CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCO;-11.31
propanoicacid;pentanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCO;-7.09
pyridine;cyclohexane;C1=CC=NC=C1;C1CCCCC1;-4.3
ethanol;ethoxybenzene;CCO;CCOC1=CC=CC=C1;-3.45
hydrogen;octanol;[HH];CCCCCCCCO;1.76
tripropylphosphate;cyclohexane;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C1CCCCC1;-7.71
n-heptane;water;CCCCCCC;O;2.62
ethylacetate;secbutylbenzene;CCOC(=O)C;CCC(C)C1=CC=CC=C1;-4.11
ethanol;benzonitrile;CCO;C1=CC=C(C=C1)C#N;-4.05
n-propane;hexadecane;CCC;CCCCCCCCCCCCCCCC;-1.43
diethyl4-nitrophenylthiophosphonate;benzene;CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-];C1=CC=CC=C1;-8.58
toluene;chloroform;CC1=CC=CC=C1;C(Cl)(Cl)Cl;-5.48
O-ethylO'-4-bromo-2-chlorophenylS-propylphosphorothioate;water;CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl;O;-4.09
propanoicacid;xylene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC1=CC(=CC=C1)C;-4.72
o-cresol;nitrobenzene;CC1=CC=CC=C1O;C1=CC=C(C=C1)[N+](=O)[O-];-8.16
ethanol;water;CCO;O;-5.01
acetophenone;dichloroethane;CC(=O)C1=CC=CC=C1;CC(Cl)Cl;-7.83
ethanol;dichloroethane;CCO;CC(Cl)Cl;-2.83
o-cresol;ethylbenzene;CC1=CC=CC=C1O;CCC1=CC=CC=C1;-7.25
1-heptanol;octanol;CCCCCCCO;CCCCCCCCO;-7.75
cyclohexane;chloroform;C1CCCCC1;C(Cl)(Cl)Cl;-4.45
ethylbenzene;decane;CCC1=CC=CC=C1;CCCCCCCCCC;-5.25
acetophenone;water;CC(=O)C1=CC=CC=C1;O;-4.58
acetone;tetralin;CC(=O)C;C1CCC2=CC=CC=C2C1;-2.54
propylamine;hexadecane;CCCN;CCCCCCCCCCCCCCCC;-2.92
2-butanone;butanol;CCC(=O)C;CCCCO;-4.12
fluorotrichloromethane;cyclohexane;C(F)(Cl)(Cl)Cl;C1CCCCC1;-2.63
1-butanol;water;CCCCO;O;-4.72
allylalcohol;water;C=CCO;O;-5.08
anisole;carbontet;COC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.49
diethylether;cyclohexane;CCOCC;C1CCCCC1;-3.03
ethanol;xylene;CCO;CC1=CC(=CC=C1)C;-3.42
propanoicacid;dichloroethane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(Cl)Cl;-5.12
2,4-dimethylpyridine;water;CC1=CC(=NC=C1)C;O;-4.86
1,4-dioxane;butanone;C1COCCO1;CCC(=O)C;-5.02
tetrahydrofuran;octanol;C1CCOC1;CCCCCCCCO;-3.93
pentanoicacid;diisopropylether;CCCCC(=O)O;CC(C)OC(C)C;-7.59
benzaldehyde;dichloroethane;C1=CC=C(C=C1)C=O;CC(Cl)Cl;-7.23
ethylacetate;perfluorobenzene;CCOC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.56
benzonitrile;hexadecane;C1=CC=C(C=C1)C#N;CCCCCCCCCCCCCCCC;-5.51
1-heptanol;heptane;CCCCCCCO;CCCCCCC;-5.6
toluene;methoxyethanol;CC1=CC=CC=C1;COCCO;-4.49
toluene;hexane;CC1=CC=CC=C1;CCCCCC;-4.84
diethyl2,4-dichlorophenylthiophosphate;octanol;CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl;CCCCCCCCO;-10.87
aniline;butylacetate;C1=CC=C(C=C1)N;CCCCCC(=O)[O-];-7.3
aceticacid;acetophenone;CC(=O)O;CC(=O)C1=CC=CC=C1;-6.2
1,1-dimethyl-3-phenylurea;water;CN(C)C(=O)NC1=CC=CC=C1;O;-9.63
2-butanone;mcresol;CCC(=O)C;CC1=CC(=CC=C1)O;-5.98
propylacetate;ethylbenzene;CCCCC(=O)O;CCC1=CC=CC=C1;-4.95
tetrachloroethene;hexadecane;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCCCCCCCCC;-4.88
t-butylmethylether;octanol;CC(C)(C)OC;CCCCCCCCO;-3.49
toluene;tetrahydrothiophenedioxide;CC1=CC=CC=C1;C1CCS(=O)(=O)C1;-4.23
ethylamine;nonanol;CCN;CCCCCCCCCO;-4.02
2-pentanone;trimethylbenzene;CCCC(=O)C;CC1=C(C(=CC=C1)C)C;-4.83
tetrafluoromethane;water;C(F)(F)(F)F;O;3.16
methylpropanoate;octane;CCC(=O)OC;CCCCCCCC;-3.57
3-bromopropene;water;C=CCBr;O;-0.86
aceticacid;nitrobenzene;CC(=O)O;C1=CC=C(C=C1)[N+](=O)[O-];-4.78
1-bromo-2-chloroethane;water;C(CBr)Cl;O;-1.95
4-methylpyridine;hexadecane;CC1=CC=NC=C1;CCCCCCCCCCCCCCCC;-4.89
1-bromopropane;water;CCCBr;O;-0.56
2-octanone;hexadecane;CCCCCCC(=O)C;CCCCCCCCCCCCCCCC;-5.81
ethanol;nitromethane;CCO;C[N+](=O)[O-];-4.16
methanol;octane;CO;CCCCCCCC;-1.29
bis(2-chloroethyl)ether;water;C(CCl)OCCCl;O;-4.23
3-bromopropene;octanol;C=CCBr;CCCCCCCCO;-3.3
propanoicacid;heptane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCCC;-4.06
3,3-dimethylbutanone;octane;CC(=O)C(C)(C)C;CCCCCCCC;-4.21
dibutylether;dibutylether;CCCCOCCCC;CCCCOCCCC;-5.76
1,4-dioxane;dibutylether;C1COCCO1;CCCCOCCCC;-4.37
methylperoxide;water;COOC;O;-5.28
diethylamine;dichloroethane;CCNCC;CC(Cl)Cl;-4
chlorobenzene;hexane;C1=CC=C(C=C1)Cl;CCCCCC;-5.14
diiodomethane;hexadecane;C(I)I;CCCCCCCCCCCCCCCC;-5.26
1,4-dioxane;dimethylsulfoxide;C1COCCO1;CS(=O)C;-4.9
octafluorocyclobutane;water;C1(C(C(C1(F)F)(F)F)(F)F)(F)F;O;3.43
1-butanol;odichlorobenzene;CCCCO;C1=CC=C(C(=C1)Cl)Cl;-3.9
2-bromopropane;octanol;CC(C)Br;CCCCCCCCO;-3.4
perfluorobenzene;perfluorobenzene;C1(=C(C(=C(C(=C1F)F)F)F)F)F;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.42
N2,N4-diisopropyl-6-methylthio-1,3,5-triazine-2,4-diamine(prometryn);water;CC(C)NC1=NC(=NC(=N1)SC)NC(C)C;O;-8.4
p-bromophenol;onitrotoluene;C1=CC(=CC=C1O)Br;CC1=CC=CC=C1[N+](=O)[O-];-9.57
p-bromophenol;ethylbenzene;C1=CC(=CC=C1O)Br;CCC1=CC=CC=C1;-8.54
aniline;decalin;C1=CC=C(C=C1)N;C1CCC2CCCCC2C1;-5.78
N-methylformamide;octanol;CNC=O;CCCCCCCCO;-6.97
1-bromo-1,2,2,2-tetrafluoroethane;hexadecane;C(C(F)(F)F)(F)Br;CCCCCCCCCCCCCCCC;-1.87
cyclopentanone;water;C1CCC(=O)C1;O;-4.68
1-nitropropane;octane;CCC[N+](=O)[O-];CCCCCCCC;-3.95
methylhexanoate;butylbenzene;CCCCCC(=O)OC;CCCCC1=CC=CC=C1;-6.09
methylpropanoate;benzene;CCC(=O)OC;C1=CC=CC=C1;-4.58
diethylether;chloroform;CCOCC;C(Cl)(Cl)Cl;-4.32
1,4-dioxane;chloroform;C1COCCO1;C(Cl)(Cl)Cl;-6.21
m-xylene;carbontet;CC1=CC(=CC=C1)C;C(Cl)(Cl)(Cl)Cl;-5.71
isopropylether;hexadecane;CC(C)OC(C)C;CCCCCCCCCCCCCCCC;-4.02
ethanol;dimethylpyridine;CCO;CC1=C(N=CC=C1)C;-4.87
hydrogenperoxide;ethylacetate;OO;CCOC(=O)C;-7.6
toluene;hexadecane;CC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-4.54
hydrogen;water;[HH];O;2.33
carbondisulfide;carbondisulfide;C(=S)=S;C(=S)=S;-3.95
p-cresol;benzene;CC1=CC=C(C=C1)O;C1=CC=CC=C1;-7.35
butylamine;dichloroethane;CCCCN;CC(Cl)Cl;-4.34
N-methylaniline;octanol;CNC1=CC=CC=C1;CCCCCCCCO;-6.94
p-hydroxybenzaldehyde;cyclohexane;C1=CC(=CC=C1C=O)O;C1CCCCC1;-7.19
cyclopentane;hexadecane;C1CCCC1;CCCCCCCCCCCCCCCC;-3.38
toluene;isooctane;CC1=CC=CC=C1;CC(C)CC(C)(C)C;-4.68
N,N-dimethylformamide;octanol;CN(C)C=O;CCCCCCCCO;-6.14
1-butanol;octanol;CCCCO;CCCCCCCCO;-5.71
propanoicacid;onitrotoluene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC1=CC=CC=C1[N+](=O)[O-];-5.3
3-methylaniline;benzene;CC1=CC(=CC=C1)N;C1=CC=CC=C1;-7.61
ethanol;isooctane;CCO;CC(C)CC(C)(C)C;-2.44
p-hydroxybenzaldehyde;octanol;C1=CC(=CC=C1C=O)O;CCCCCCCCO;-12.36
methanol;octanol;CO;CCCCCCCCO;-3.87
1-pentanol;pentanol;CCCCCO;CCCCCO;-7.92
1-pentyne;water;CCCC#C;O;0.01
methylamine;carbontet;CN;C(Cl)(Cl)(Cl)Cl;-2.53
m-cresol;octanol;CC1=CC(=CC=C1)O;CCCCCCCCO;-8.2
o-xylene;octanol;CC1=CC=CC=C1C;CCCCCCCCO;-5.07
phenol;benzene;C1=CC=C(C=C1)O;C1=CC=CC=C1;-7.12
methyl2-(4,6-dimethylpyrimidin-2-ylcarbamoylsulfamoyl)benzoate(sulfometuron-methyl);water;CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C;O;-20.3
benzene;decane;C1=CC=CC=C1;CCCCCCCCCC;-3.8
1-octanol;hexadecane;CCCCCCCCO;CCCCCCCCCCCCCCCC;-6.3
2-butanone;hexadecane;CCC(=O)C;CCCCCCCCCCCCCCCC;-3.12
2,2,2-trifluoroethanol;cyclohexane;C(C(F)(F)F)O;C1CCCCC1;-1.53
n-hexane;benzene;CCCCCC;C1=CC=CC=C1;-3.62
acetone;toluene;CC(=O)C;CC1=CC=CC=C1;-3.59
diflunisal;water;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;O;-9.4
o-cresol;nonane;CC1=CC=CC=C1O;CCCCCCCCC;-6.2
m-cresol;hexanol;CC1=CC(=CC=C1)O;CCCCCCO;-8.42
p-cresol;isooctane;CC1=CC=C(C=C1)O;CC(C)CC(C)(C)C;-5.59
aniline;water;C1=CC=C(C=C1)N;O;-5.49
2-heptanone;trimethylbenzene;CCCCCC(=O)C;CC1=C(C(=CC=C1)C)C;-6.01
methylhexanoate;heptane;CCCCCC(=O)OC;CCCCCCC;-5.63
benzaldehyde;diethylether;C1=CC=C(C=C1)C=O;CCOCC;-6.08
1-butanol;chlorobenzene;CCCCO;C1=CC=C(C=C1)Cl;-4.31
1,1,1-trichloroethane;hexadecane;CC(Cl)(Cl)Cl;CCCCCCCCCCCCCCCC;-3.73
methanol;cyclohexane;CO;C1CCCCC1;-1.29
1,4-dioxane;iodobenzene;C1COCCO1;C1=CC=C(C=C1)I;-4.94
butylacetate;hexadecane;CCCCCC(=O)[O-];CCCCCCCCCCCCCCCC;-4.61
diflunisal;octanol;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;CCCCCCCCO;-15.46
dimethylsulfoxide;dimethylsulfoxide;CS(=O)C;CS(=O)C;-7.63
bromotoluene;hexadecane;CC1=CC=CC=C1Br;CCCCCCCCCCCCCCCC;-6.36
Z-1,2-dichloroethene;water;C(=C\Cl)\Cl;O;-1.17
tetrachloroethene;octanol;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCO;-4.24
methanol;hexadecane;CO;CCCCCCCCCCCCCCCC;-1.32
Z-N-methylacetamide;water;CC(=O)NC;O;-10
o-cresol;carbontet;CC1=CC=CC=C1O;C(Cl)(Cl)(Cl)Cl;-6.51
methylpentanoate;isopropylbenzene;CCCCC(=O)OC;CC(C)C1=CC=CC=C1;-5.45
1-pentanol;tributylphosphate;CCCCCO;CCCCOP(=O)(OCCCC)OCCCC;-6.69
butanoicacid;onitrotoluene;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC1=CC=CC=C1[N+](=O)[O-];-5.76
2-butanone;dibutylether;CCC(=O)C;CCCCOCCCC;-3.78
p-bromophenol;pentanol;C1=CC(=CC=C1O)Br;CCCCCO;-10.62
1-butanol;tributylphosphate;CCCCO;CCCCOP(=O)(OCCCC)OCCCC;-6.28
pentylacetate;hexane;CCCCCOC(=O)C;CCCCCC;-5.52
bromotoluene;water;CC1=CC=CC=C1Br;O;-2.37
dimethylamine;isobutanol;CNC;CC(C)CO;-4.43
acetone;tetrachloroethene;CC(=O)C;C(=C(Cl)Cl)(Cl)Cl;-3.09
diethylamine;xylene;CCNCC;CC1=CC(=CC=C1)C;-3.93
methane;water;C;O;2
1,2-dichlorobenzene;heptane;C1=CC=C(C(=C1)Cl)Cl;CCCCCCC;-6.01
p-xylene;hexane;CC1=CC=C(C=C1)C;CCCCCC;-5.01
2-heptanone;carbontet;CCCCCC(=O)C;C(Cl)(Cl)(Cl)Cl;-6.12
2-methylpyrazine;chloroform;CC1=NC=CN=C1;C(Cl)(Cl)Cl;-6.99
n-octane;carbondisulfide;CCCCCCCC;C(=S)=S;-5.68
1-hexanol;isooctane;CCCCCCO;CC(C)CC(C)(C)C;-5.1
ethanol;carbondisulfide;CCO;C(=S)=S;-2.72
4-methoxybenzoicacid;water;C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N;O;-9.15
trimethylphosphate;dichloroethane;COP(=O)(OC)OC;CC(Cl)Cl;-8.55
formaldehyde;secbutanol;C=O;CCC(C)O;-2.86
m-xylene;chloroform;CC1=CC(=CC=C1)C;C(Cl)(Cl)Cl;-5.86
propanoicacid;bromoethane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCBr;-5.52
1-hexanol;nonane;CCCCCCO;CCCCCCCCC;-4.97
2-heptanone;hexadecane;CCCCCC(=O)C;CCCCCCCCCCCCCCCC;-5.13
4-amino-3,5,6-trichloropyridine-2-carboxylicacid;water;C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N;O;-11.96
phenol;cyclohexane;C1=CC=C(C=C1)O;C1CCCCC1;-5.57
butanoicacid;pentanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCO;-7.74
flufenamicacid;octanol;C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F;CCCCCCCCO;-12.84
acetone;chlorobenzene;CC(=O)C;C1=CC=C(C=C1)Cl;-3.86
nitromethane;methoxyethanol;C[N+](=O)[O-];COCCO;-5.06
ethanol;methoxyethanol;CCO;COCCO;-4.71
ethane;hexadecane;CC;CCCCCCCCCCCCCCCC;-0.67
nitromethane;pyridine;C[N+](=O)[O-];C1=CC=NC=C1;-5.11
bromobenzene;carbontet;C1=CC=C(C=C1)Br;C(Cl)(Cl)(Cl)Cl;-5.85
methylcyclohexane;hexadecane;CC1CCCCC1;CCCCCCCCCCCCCCCC;-4.43
o-cresol;hexadecane;CC1=CC=CC=C1O;CCCCCCCCCCCCCCCC;-5.78
pyridine;dibutylether;C1=CC=NC=C1;CCCCOCCCC;-4.65
methylpropanoate;chloroform;CCC(=O)OC;C(Cl)(Cl)Cl;-5.48
propylacetate;pentane;CCCCC(=O)O;CCCCC;-4.21
dimethyl4-nitrophenylthiophosphate;octanol;COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCO;-11.7
trimethylamine;chlorobenzene;CN(C)C;C1=CC=C(C=C1)Cl;-2.82
2-heptanone;nonane;CCCCCC(=O)C;CCCCCCCCC;-5.24
acetophenone;carbontet;CC(=O)C1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-7.1
1,4-dioxane;hexane;C1COCCO1;CCCCCC;-4.08
isopropylether;diisopropylether;CC(C)OC(C)C;CC(C)OC(C)C;-3.97
toluene;undecane;CC1=CC=CC=C1;CCCCCCCCCCC;-4.81
2,2,4-trimethylpentane;water;CC(C)CC(C)(C)C;O;2.85
difluorodichloromethane;cyclohexane;C(F)(F)(Cl)Cl;C1CCCCC1;-1.81
N-methyl-2-pyrrolidinone;octanol;CN1CCCC1=O;CCCCCCCCO;-8.63
1,4-dioxane;ethoxybenzene;C1COCCO1;CCOC1=CC=CC=C1;-4.87
benzaldehyde;heptane;C1=CC=C(C=C1)C=O;CCCCCCC;-5.5
o-cresol;chloroform;CC1=CC=CC=C1O;C(Cl)(Cl)Cl;-7.55
1-nitrobutane;hexane;CCCC[N+](=O)[O-];CCCCCC;-4.64
methylacetate;trimethylbenzene;CC(=O)OC;CC1=C(C(=CC=C1)C)C;-3.58
1-nonanol;nonanol;CCCCCCCCCO;CCCCCCCCCO;-9.05
piperidine;benzene;C1CCNCC1;C1=CC=CC=C1;-5.03
aceticacid;secbutanol;CC(=O)O;CCC(C)O;-6.81
butylacetate;pentadecane;CCCCCC(=O)[O-];CCCCCCCCCCCCCCC;-4.49
propylacetate;perfluorobenzene;CCCCC(=O)O;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.06
propylacetate;isopropylbenzene;CCCCC(=O)O;CC(C)C1=CC=CC=C1;-4.78
propanoicacid;butanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCO;-7.17
pentylacetate;pentadecane;CCCCCOC(=O)C;CCCCCCCCCCCCCCC;-5.18
benzonitrile;octanol;C1=CC=C(C=C1)C#N;CCCCCCCCO;-6.09
propylamine;decane;CCCN;CCCCCCCCCC;-2.96
ethylbenzene;undecane;CCC1=CC=CC=C1;CCCCCCCCCCC;-5.44
trichloroethene;water;C(=C(Cl)Cl)Cl;O;-0.39
nitrobenzene;carbontet;C1=CC=C(C=C1)[N+](=O)[O-];C(Cl)(Cl)(Cl)Cl;-6.92
methylformate;water;COC=O;O;-2.78
aniline;hexane;C1=CC=C(C=C1)N;CCCCCC;-5.43
n-pentadecane;pentadecane;CCCCCCCCCCCCCCC;CCCCCCCCCCCCCCC;-9.91
1-propanol;odichlorobenzene;CCCO;C1=CC=C(C(=C1)Cl)Cl;-3.47
ethanol;heptane;CCO;CCCCCCC;-2.15
1-heptanol;chlorobenzene;CCCCCCCO;C1=CC=C(C=C1)Cl;-6.78
1-butanol;hexadecane;CCCCO;CCCCCCCCCCCCCCCC;-3.55
bromobenzene;cyclohexane;C1=CC=C(C=C1)Br;C1CCCCC1;-5.29
nitromethane;dimethylformamide;C[N+](=O)[O-];CN(C)C=O;-5.66
2-ethylpyrazine;octanol;CCC1=NC=CN=C1;CCCCCCCCO;-6.4
1-heptanol;odichlorobenzene;CCCCCCCO;C1=CC=C(C(=C1)Cl)Cl;-6.5
2,2,2-trifluoroethanol;hexadecane;C(C(F)(F)F)O;CCCCCCCCCCCCCCCC;-1.67
hexachlorobenzene;octanol;C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl;CCCCCCCCO;-10.15
fenbufen;octanol;C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O;CCCCCCCCO;-17.12
butylacetate;carbontet;CCCCCC(=O)[O-];C(Cl)(Cl)(Cl)Cl;-5.59
octanal;water;CCCCCCCC=O;O;-2.29
1-amino-anthraquinone;water;C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N;O;-8
dimethyl4-nitrophenylthiophosphate;water;COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-];O;-7.62
2-methylaniline;carbontet;CC1=CC=CC=C1N;C(Cl)(Cl)(Cl)Cl;-7.16
acetylsalicylicacid;octanol;CC(=O)OC1=CC=CC=C1C(=O)O;CCCCCCCCO;-11.56
methylpentanoate;cyclohexane;CCCCC(=O)OC;C1CCCCC1;-5.04
5-chlorouracil;water;C1=C(C(=O)NC(=O)N1)Cl;O;-17.74
o-cresol;isooctane;CC1=CC=CC=C1O;CC(C)CC(C)(C)C;-5.68
propanoicacid;aniline;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;C1=CC=C(C=C1)N;-6.2
tetrahydropyran;octanol;C1CCOCC1;CCCCCCCCO;-4.21
2-hexanone;trimethylbenzene;CCCCC(=O)C;CC1=C(C(=CC=C1)C)C;-5.39
1-hexanol;diethylether;CCCCCCO;CCOCC;-6.82
ethanol;octanol;CCO;CCCCCCCCO;-4.36
butylacetate;perfluorobenzene;CCCCCC(=O)[O-];C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.52
n-octane;mcresol;CCCCCCCC;CC1=CC(=CC=C1)O;-4.02
toluene;dimethylacetamide;CC1=CC=CC=C1;CC(=O)N(C)C;-4.94
1,4-dioxane;benzene;C1COCCO1;C1=CC=CC=C1;-5.21
3,3-dimethylbutanone;nonane;CC(=O)C(C)(C)C;CCCCCCCCC;-4.19
2-octanone;heptane;CCCCCCC(=O)C;CCCCCCC;-5.68
