Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
2,6-dimethylpyridine;water;CC1=NC(=CC=C1)C;O;-4.6
1-pentyne;hexadecane;CCCC#C;CCCCCCCCCCCCCCCC;-2.74
bromotrifluoromethane;water;C(F)(F)(F)Br;O;1.79
2-heptanone;nonane;CCCCCC(=O)C;CCCCCCCCC;-5.24
N-methylaniline;octanol;CNC1=CC=CC=C1;CCCCCCCCO;-6.94
1,4-dichlorobenzene;diethylether;C1=CC(=CC=C1Cl)Cl;CCOCC;-6.18
methanol;xylene;CO;CC1=CC(=CC=C1)C;-1.73
1-heptanol;hexadecane;CCCCCCCO;CCCCCCCCCCCCCCCC;-5.62
1-propanol;decane;CCCO;CCCCCCCCCC;-2.76
dipropylamine;octanol;CCCNCCC;CCCCCCCCO;-6.02
2-pentanone;ethylbenzene;CCCC(=O)C;CCC1=CC=CC=C1;-4.85
anisole;carbontet;COC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.49
5-bromouracil;heptane;C1=C(C(=O)NC(=O)N1)Br;CCCCCCC;-12.73
difluorodichloromethane;cyclohexane;C(F)(F)(Cl)Cl;C1CCCCC1;-1.81
ethylformate;water;CCOC=O;O;-2.65
n-propane;cyclohexane;CCC;C1CCCCC1;-2.09
trichloroethene;octanol;C(=C(Cl)Cl)Cl;CCCCCCCCO;-3.75
dimethylsulfide;water;CSC;O;-1.54
ethylacetate;tetrachloroethene;CCOC(=O)C;C(=C(Cl)Cl)(Cl)Cl;-4.22
toluene;ethoxybenzene;CC1=CC=CC=C1;CCOC1=CC=CC=C1;-4.99
nitromethane;hexane;C[N+](=O)[O-];CCCCCC;-2.9
o-cresol;toluene;CC1=CC=CC=C1O;CC1=CC=CC=C1;-7.43
ethanol;tributylphosphate;CCO;CCCCOP(=O)(OCCCC)OCCCC;-4.57
1,4-dioxane;bromoethane;C1COCCO1;CCBr;-5.39
acetone;heptane;CC(=O)C;CCCCCCC;-2.61
bromoform;hexadecane;C(Br)(Br)Br;CCCCCCCCCCCCCCCC;-5.16
3,3-dimethylbutanone;chlorohexane;CC(=O)C(C)(C)C;CCCCCCCl;-4.98
1,1,2-trichloro-1,2,2-trifluoroethane;hexadecane;C(C(F)(Cl)Cl)(F)(F)Cl;CCCCCCCCCCCCCCCC;-2.89
2-pentanone;isooctane;CCCC(=O)C;CC(C)CC(C)(C)C;-4.14
2-octanone;octanol;CCCCCCC(=O)C;CCCCCCCCO;-6.38
pentanoicacid;chloroform;CCCCC(=O)O;C(Cl)(Cl)Cl;-6.61
ketoprofen(racemic);octanol;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;CCCCCCCCO;-15.04
1,4-dioxane;dimethylformamide;C1COCCO1;CN(C)C=O;-5.03
3-pentanone;cyclohexane;CCC(=O)CC;C1CCCCC1;-4.3
2-(dimethoxyphosphinothioylthio)butanedioicaciddiethylester(malathion);water;CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC;O;-8.2
ethanol;benzylalcohol;CCO;C1=CC=C(C=C1)CO;-4.84
cis-1,2-dimethylcyclohexane;water;C[C@@H]1CCCC[C@@H]1C;O;1.58
p-hydroxybenzaldehyde;diethylether;C1=CC(=CC=C1C=O)O;CCOCC;-12.07
1,2-dimethoxyethane;octanol;COCCOC;CCCCCCCCO;-4.55
4-methylpyridine;chloroform;CC1=CC=NC=C1;C(Cl)(Cl)Cl;-7.5
pentanal;isooctane;CCCCC=O;CC(C)CC(C)(C)C;-4.24
tetramethylsilane;octanol;C[Si](C)(C)C;CCCCCCCCO;-1.79
1-butanol;butanol;CCCCO;CCCCO;-6.03
n-octane;octane;CCCCCCCC;CCCCCCCC;-5.28
5-iodouracil;water;C1=C(C(=O)NC(=O)N1)I;O;-18.72
2-heptanone;hexadecane;CCCCCC(=O)C;CCCCCCCCCCCCCCCC;-5.13
p-hydroxybenzaldehyde;chloroform;C1=CC(=CC=C1C=O)O;C(Cl)(Cl)Cl;-10.3
toluene;bromobenzene;CC1=CC=CC=C1;C1=CC=C(C=C1)Br;-5.13
methylbutanoate;water;CCCC(=O)OCC;O;-2.83
pentanoicacid;hexadecane;CCCCC(=O)O;CCCCCCCCCCCCCCCC;-4.61
propylacetate;carbontet;CCCCC(=O)O;C(Cl)(Cl)(Cl)Cl;-5.03
2-pyrrolidinone;octanol;C1CC(=O)NC1;CCCCCCCCO;-8.85
methylparaben;octanol;COC(=O)C1=CC=C(C=C1)O;CCCCCCCCO;-12.18
ethene;water;C=C;O;1.27
butylacetate;bromobenzene;CCCCCC(=O)[O-];C1=CC=C(C=C1)Br;-5.58
nitroglycol;water;C(CO[N+](=O)[O-])O[N+](=O)[O-];O;-5.7
ethylacetate;carbontet;CCOC(=O)C;C(Cl)(Cl)(Cl)Cl;-4.4
1-octanol;butylacetate;CCCCCCCCO;CCCCCC(=O)[O-];-8.17
triethylphosphate;dichloroethane;CCOP(=O)(OCC)OCC;CC(Cl)Cl;-9.59
2-methylpyridine;cyclohexane;CC1=CC=CC=N1;C1CCCCC1;-5.05
diethylamine;dibutylether;CCNCC;CCCCOCCCC;-3.8
diethylether;chloroform;CCOCC;C(Cl)(Cl)Cl;-4.32
dipropylamine;benzene;CCCNCCC;C1=CC=CC=C1;-5.09
O,O-diethylS-ethylthiomethylphosphorodithioate(phorate);water;CCOP(=S)(OCC)SCSCC;O;-4.4
aceticacid;isobutanol;CC(=O)O;CC(C)CO;-6.8
1-iodopropane;hexadecane;CCCI;CCCCCCCCCCCCCCCC;-4.27
fenbufen;water;C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O;O;-12.75
isopropanol;diethylether;CC(C)O;CCOCC;-4.44
benzaldehyde;diethylether;C1=CC=C(C=C1)C=O;CCOCC;-6.08
toluene;diisopropylether;CC1=CC=CC=C1;CC(C)OC(C)C;-4.91
pentanoicacid;diisopropylether;CCCCC(=O)O;CC(C)OC(C)C;-7.59
methylbutanoate;hexadecane;CCCC(=O)OCC;CCCCCCCCCCCCCCCC;-4.01
o-xylene;hexane;CC1=CC=CC=C1C;CCCCCC;-5.22
ethylamine;pentanol;CCN;CCCCCO;-4.27
1,1,2-trichloroethane;water;C(C(Cl)Cl)Cl;O;-1.95
3,3-dimethylbutanone;nonane;CC(=O)C(C)(C)C;CCCCCCCCC;-4.19
2-chlorobutane;water;CCC(C)Cl;O;0.07
1-heptanol;bromobenzene;CCCCCCCO;C1=CC=C(C=C1)Br;-6.68
1,2,3,4,5,6-hexachlorocyclohexane(lindane);water;C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl;O;-5.4
dichloromethane;methylenechloride;C(Cl)Cl;C(Cl)Cl;-3.8
ethylbenzene;undecane;CCC1=CC=CC=C1;CCCCCCCCCCC;-5.44
1-pentanol;nonane;CCCCCO;CCCCCCCCC;-3.92
n-octane;ethoxybenzene;CCCCCCCC;CCOC1=CC=CC=C1;-4.75
1-heptanol;butylacetate;CCCCCCCO;CCCCCC(=O)[O-];-7.14
1,4-dioxane;chloroform;C1COCCO1;C(Cl)(Cl)Cl;-6.21
benzaldehyde;carbontet;C1=CC=C(C=C1)C=O;C(Cl)(Cl)(Cl)Cl;-6.11
aceticacid;tributylphosphate;CC(=O)O;CCCCOP(=O)(OCCCC)OCCCC;-7.11
ethanol;pentane;CCO;CCCCC;-2.15
phenol;iodobenzene;C1=CC=C(C=C1)O;C1=CC=C(C=C1)I;-6.76
phenol;octanol;C1=CC=C(C=C1)O;CCCCCCCCO;-8.69
propanoicacid;chlorobenzene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;C1=CC=C(C=C1)Cl;-4.38
methylhexanoate;pentane;CCCCCC(=O)OC;CCCCC;-5.67
diethylamine;toluene;CCNCC;CC1=CC=CC=C1;-3.75
methylpropanoate;benzene;CCC(=O)OC;C1=CC=CC=C1;-4.58
2-methylpropane;hexadecane;CC(C)C;CCCCCCCCCCCCCCCC;-1.92
acetaldehyde;water;CC=O;O;-3.5
1-octanol;hexadecane;CCCCCCCCO;CCCCCCCCCCCCCCCC;-6.3
a,a,a-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine(trifluralin);water;CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-];O;-3.3
benzaldehyde;heptane;C1=CC=C(C=C1)C=O;CCCCCCC;-5.5
butanoicacid;chloroform;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;C(Cl)(Cl)Cl;-5.99
diethylamine;pentanol;CCNCC;CCCCCO;-5.3
methylacetate;cyclohexane;CC(=O)OC;C1CCCCC1;-3.06
aceticacid;chloroform;CC(=O)O;C(Cl)(Cl)Cl;-4.74
methylamine;xylene;CN;CC1=CC(=CC=C1)C;-3.2
2-butanone;2methylpyridine;CCC(=O)C;CC1=CC=CC=N1;-4.52
paracetamol;octanol;CC(=O)NC1=CC=C(C=C1)O;CCCCCCCCO;-15.46
3,3-dimethylbutanone;cyclohexane;CC(=O)C(C)(C)C;C1CCCCC1;-4.42
ketoprofen(racemic);water;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;O;-10.78
3,5-dimethylpyridine;benzene;CC1=CC(=CN=C1)C;C1=CC=CC=C1;-7.64
toluene;acetonitrile;CC1=CC=CC=C1;CC#N;-4.68
acetone;tetralin;CC(=O)C;C1CCC2=CC=CC=C2C1;-2.54
trimethylamine;water;CN(C)C;O;-3.23
ethylamine;chlorobenzene;CCN;C1=CC=C(C=C1)Cl;-2.73
N-methylmorpholine;water;CN1CCOCC1;O;-6.34
3-methylaniline;water;CC1=CC(=CC=C1)N;O;-5.67
cyclopentanone;octanol;C1CCC(=O)C1;CCCCCCCCO;-5.01
isopropylether;hexadecane;CC(C)OC(C)C;CCCCCCCCCCCCCCCC;-4.02
dimethyl4-nitrophenylthiophosphate;water;COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-];O;-7.62
ethanol;phenylether;CCO;C1=CC=C(C=C1)OC2=CC=CC=C2;-3.22
methylpentanoate;ethylbenzene;CCCCC(=O)OC;CCC1=CC=CC=C1;-5.56
1-hexanol;water;CCCCCCO;O;-4.36
acetone;xylene;CC(=O)C;CC1=CC(=CC=C1)C;-3.26
aniline;chloroform;C1=CC=C(C=C1)N;C(Cl)(Cl)Cl;-7.34
butylacetate;water;CCCCCC(=O)[O-];O;-2.55
hydrogenperoxide;dibutylether;OO;CCCCOCCCC;-5.75
1-heptanol;hexane;CCCCCCCO;CCCCCC;-5.75
methylpentanoate;chloroform;CCCCC(=O)OC;C(Cl)(Cl)Cl;-6.68
2,2,2-trifluoroethanol;chloroform;C(C(F)(F)F)O;C(Cl)(Cl)Cl;-3.03
fluorotrichloromethane;chloroform;C(F)(Cl)(Cl)Cl;C(Cl)(Cl)Cl;-2.62
5-iodouracil;octanol;C1=C(C(=O)NC(=O)N1)I;CCCCCCCCO;-18.77
thiophenol;hexadecane;C1=CC=C(C=C1)S;CCCCCCCCCCCCCCCC;-5.61
2-methoxyethanol;octanol;COCCO;CCCCCCCCO;-5.83
cyclohexane;water;C1CCCCC1;O;1.23
phenol;chlorobenzene;C1=CC=C(C=C1)O;C1=CC=C(C=C1)Cl;-6.96
trimethylamine;octanol;CN(C)C;CCCCCCCCO;-3.6
phenol;bromoform;C1=CC=C(C=C1)O;C(Br)(Br)Br;-6.88
acetophenone;hexane;CC(=O)C1=CC=CC=C1;CCCCCC;-6.05
2,6-dimethylpyridine;dimethylpyridine;CC1=NC(=CC=C1)C;CC1=C(N=CC=C1)C;-6.04
methylpentanoate;cyclohexane;CCCCC(=O)OC;C1CCCCC1;-5.04
1-hexanol;dichloroethane;CCCCCCO;CC(Cl)Cl;-6.02
1-bromopropane;octanol;CCCBr;CCCCCCCCO;-3.42
hydrogenperoxide;water;OO;O;-8.58
1,2-dichlorobenzene;odichlorobenzene;C1=CC=C(C(=C1)Cl)Cl;C1=CC=C(C(=C1)Cl)Cl;-6.89
bromobenzene;decalin;C1=CC=C(C=C1)Br;C1CCC2CCCCC2C1;-5.25
toluene;dimethylpyridine;CC1=CC=CC=C1;CC1=C(N=CC=C1)C;-5.03
2-pentanone;heptane;CCCC(=O)C;CCCCCCC;-4.07
acetamide;diethylether;CC(=O)N;CCOCC;-6.16
dibutylether;dibutylether;CCCCOCCCC;CCCCOCCCC;-5.76
tetralin;tetralin;C1CCC2=CC=CC=C2C1;C1CCC2=CC=CC=C2C1;-7.55
2-butanone;dibutylether;CCC(=O)C;CCCCOCCCC;-3.78
4-methyl-2-pentanone;4methyl2pentanone;CC(C)CC(=O)C;CC(C)CC(=O)C;-5.23
4-methylpyridine;cyclohexane;CC1=CC=NC=C1;C1CCCCC1;-5.23
tripropylphosphate;chloroform;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C(Cl)(Cl)Cl;-11.11
1-hexanol;diethylether;CCCCCCO;CCOCC;-6.82
pentanoicacid;tributylphosphate;CCCCC(=O)O;CCCCOP(=O)(OCCCC)OCCCC;-8.82
toluene;carbondisulfide;CC1=CC=CC=C1;C(=S)=S;-5.39
1,4-dioxane;diisopropylether;C1COCCO1;CC(C)OC(C)C;-4.42
diethylamine;octane;CCNCC;CCCCCCCC;-3.42
methylacetate;perfluorobenzene;CC(=O)OC;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.23
butylacetate;tbutylbenzene;CCCCCC(=O)[O-];CC(C)(C)C1=CC=CC=C1;-5.25
propanoicacid;tributylphosphate;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCOP(=O)(OCCCC)OCCCC;-7.73
n-hexadecane;hexadecane;CCCCCCCCCCCCCCCC;CCCCCCCCCCCCCCCC;-10.52
hexanoicacid;nitrobenzene;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;C1=CC=C(C=C1)[N+](=O)[O-];-7.26
acetamide;chloroform;CC(=O)N;C(Cl)(Cl)Cl;-7.05
methylpentanoate;chlorobenzene;CCCCC(=O)OC;C1=CC=C(C=C1)Cl;-5.83
tetrafluoromethane;octanol;C(F)(F)(F)F;CCCCCCCCO;1.5
hydrazine;chloroform;NN;C(Cl)(Cl)Cl;-4.42
butylamine;decalin;CCCCN;C1CCC2CCCCC2C1;-3.72
cyclohexane;hexadecyliodide;C1CCCCC1;CCCCCCCCCCCCCCCCI;-3.66
ethanol;diethylether;CCO;CCOCC;-4.41
ethanol;propanol;CCO;CCCO;-5.01
n-octane;dibutylether;CCCCCCCC;CCCCOCCCC;-5.24
butylamine;decane;CCCCN;CCCCCCCCCC;-3.55
1-iodopentane;hexadecane;CCCCCI;CCCCCCCCCCCCCCCC;-5.63
benzaldehyde;dichloroethane;C1=CC=C(C=C1)C=O;CC(Cl)Cl;-7.23
butanal;hexadecane;CCCC=O;CCCCCCCCCCCCCCCC;-3.1
methylacetate;nonane;CC(=O)OC;CCCCCCCCC;-3.02
benzene;butanol;C1=CC=CC=C1;CCCCO;-3.39
2,2-dimethylpropane;water;CC(C)(C)C;O;2.5
aniline;toluene;C1=CC=C(C=C1)N;CC1=CC=CC=C1;-6.69
4-amino-3,5,6-trichloropyridine-2-carboxylicacid;water;C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N;O;-11.96
aceticacid;onitrotoluene;CC(=O)O;CC1=CC=CC=C1[N+](=O)[O-];-4.68
1-nitropropane;carbondisulfide;CCC[N+](=O)[O-];C(=S)=S;-4.5
aceticacid;diethylether;CC(=O)O;CCOCC;-6.26
paracetamol;water;CC(=O)NC1=CC=C(C=C1)O;O;-14.83
aceticacid;secbutanol;CC(=O)O;CCC(C)O;-6.81
p-bromophenol;cyclohexane;C1=CC(=CC=C1O)Br;C1CCCCC1;-7.14
nitromethane;water;C[N+](=O)[O-];O;-3.95
1,4-dioxane;mcresol;C1COCCO1;CC1=CC(=CC=C1)O;-6.82
toluene;fluorobenzene;CC1=CC=CC=C1;C1=CC=C(C=C1)F;-5.27
dipropylamine;isobutanol;CCCNCCC;CC(C)CO;-5.87
butylamine;secbutanol;CCCCN;CCC(C)O;-5.52
p-cresol;benzene;CC1=CC=C(C=C1)O;C1=CC=CC=C1;-7.35
bromobenzene;heptane;C1=CC=C(C=C1)Br;CCCCCCC;-5.72
methylpropanoate;butylbenzene;CCC(=O)OC;CCCCC1=CC=CC=C1;-4.19
methylhexanoate;hexane;CCCCCC(=O)OC;CCCCCC;-5.64
ammonia;chlorobenzene;N;C1=CC=C(C=C1)Cl;-1.22
2-pentanone;tbutylbenzene;CCCC(=O)C;CC(C)(C)C1=CC=CC=C1;-4.72
1,1,1-trichloroethane;cyclohexane;CC(Cl)(Cl)Cl;C1CCCCC1;-4.08
1,1-dimethylhydrazine;water;CN(C)N;O;-4.48
2-methylaniline;octane;CC1=CC=CC=C1N;CCCCCCCC;-6.06
nitromethane;octanol;C[N+](=O)[O-];CCCCCCCCO;-3.51
aniline;bromobenzene;C1=CC=C(C=C1)N;C1=CC=C(C=C1)Br;-6.66
methylbenzoate;hexadecane;COC(=O)C1=CC=CC=C1;CCCCCCCCCCCCCCCC;-6.31
5-chlorouracil;water;C1=C(C(=O)NC(=O)N1)Cl;O;-17.74
2-butanone;pyridine;CCC(=O)C;C1=CC=NC=C1;-4.61
nitromethane;hexadecane;C[N+](=O)[O-];CCCCCCCCCCCCCCCC;-2.58
methylbenzoate;water;COC(=O)C1=CC=CC=C1;O;-3.91
water;ethylbenzene;O;CCC1=CC=CC=C1;-1.51
allylalcohol;octanol;C=CCO;CCCCCCCCO;-5.27
butanoicacid;pentanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCO;-7.74
piperazine;water;C1CNCCN1;O;-7.4
2-chloropropane;octanol;CC(C)Cl;CCCCCCCCO;-2.84
butanal;water;CCCC=O;O;-3.18
2-pentanone;pentane;CCCC(=O)C;CCCCC;-4.16
methylbutanoate;octanol;CCCC(=O)OCC;CCCCCCCCO;-4.59
2-methyl-1-nitrobenzene;chloroform;CC1=CC=CC=C1[N+](=O)[O-];C(Cl)(Cl)Cl;-8.3
aniline;tributylphosphate;C1=CC=C(C=C1)N;CCCCOP(=O)(OCCCC)OCCCC;-7.6
pentylacetate;chlorobenzene;CCCCCOC(=O)C;C1=CC=C(C=C1)Cl;-6.49
methylacetate;benzene;CC(=O)OC;C1=CC=CC=C1;-4.04
2-methylpentane;water;CCCC(C)C;O;2.52
2,2'-dichlorobiphenyl;octanol;C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl;CCCCCCCCO;-9.41
pyrrole;cyclohexane;C1=CNC=C1;C1CCCCC1;-3.77
methylacetate;hexadecane;CC(=O)OC;CCCCCCCCCCCCCCCC;-2.67
n-octane;nitromethane;CCCCCCCC;C[N+](=O)[O-];-3.15
tetrafluoromethane;water;C(F)(F)(F)F;O;3.16
n-octane;methoxyethanol;CCCCCCCC;COCCO;-3.71
diethyl2,4-dichlorophenylthiophosphate;water;CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl;O;-3.86
iodobenzene;cyclohexane;C1=CC=C(C=C1)I;C1CCCCC1;-6.26
thiophenol;chloroform;C1=CC=C(C=C1)S;C(Cl)(Cl)Cl;-7.61
1,1-dimethyl-3-phenylurea;benzene;CN(C)C(=O)NC1=CC=CC=C1;C1=CC=CC=C1;-12.18
cyclopentane;water;C1CCCC1;O;1.2
aceticacid;acetophenone;CC(=O)O;CC(=O)C1=CC=CC=C1;-6.2
ethanol;ethylbenzene;CCO;CCC1=CC=CC=C1;-2.49
2-butanone;acetonitrile;CCC(=O)C;CC#N;-4.73
hexanoicacid;water;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;O;-6.21
1-heptanol;chloroform;CCCCCCCO;C(Cl)(Cl)Cl;-7.53
propanoicacid;aniline;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;C1=CC=C(C=C1)N;-6.2
cyclohexane;octanol;C1CCCCC1;CCCCCCCCO;-3.46
N,N-dimethylacetamide;chloroform;CC(=O)N(C)C;C(Cl)(Cl)Cl;-8.38
formaldehyde;butanol;C=O;CCCCO;-3.49
tripropylphosphate;carbontet;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C(Cl)(Cl)(Cl)Cl;-8.6
cyclopentane;hexadecane;C1CCCC1;CCCCCCCCCCCCCCCC;-3.38
S-propylbutyl(ethyl)thiocarbamate(pebulate);water;CCCCN(CC)C(=O)SCCC;O;-3.6
methylbenzoate;decalin;COC(=O)C1=CC=CC=C1;C1CCC2CCCCC2C1;-6.76
urea;water;C(=O)(N)N;O;-13.8
n-butane;water;CCCC;O;2.08
1-butanol;ethylbenzene;CCCCO;CCC1=CC=CC=C1;-3.77
n-octane;fluorobenzene;CCCCCCCC;C1=CC=C(C=C1)F;-4.99
ethylacetate;pentadecane;CCOC(=O)C;CCCCCCCCCCCCCCC;-3.37
hydrazine;benzene;NN;C1=CC=CC=C1;-4.02
propanal;water;CCC=O;O;-3.44
2-butanone;diisopropylether;CCC(=O)C;CC(C)OC(C)C;-3.96
chlorobenzene;heptane;C1=CC=C(C=C1)Cl;CCCCCCC;-5.15
ethanol;aniline;CCO;C1=CC=C(C=C1)N;-4.45
nitromethane;diisopropylether;C[N+](=O)[O-];CC(C)OC(C)C;-3.9
propylamine;butanol;CCCN;CCCCO;-5.04
