Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
methylpentanoate;nonane;CCCCC(=O)OC;CCCCCCCCC;-4.85
n-propane;octanol;CCC;CCCCCCCCO;-1.26
2-pentanone;chlorohexane;CCCC(=O)C;CCCCCCCl;-4.84
phenol;benzene;C1=CC=C(C=C1)O;C1=CC=CC=C1;-7.12
methylhexanoate;nonane;CCCCCC(=O)OC;CCCCCCCCC;-5.51
pentanoicacid;heptane;CCCCC(=O)O;CCCCCCC;-5.23
nitromethane;ethanol;C[N+](=O)[O-];CCO;-4.34
methylhexanoate;hexadecane;CCCCCC(=O)OC;CCCCCCCCCCCCCCCC;-5.43
3,5-dibromo-4-hydroxybenzonitrile;hexane;C1=C(C=C(C(=C1Br)O)Br)C#N;CCCCCC;-9.67
methanol;bromobenzene;CO;C1=CC=C(C=C1)Br;-2.31
dimethyldisulfide;octanol;CSSC;CCCCCCCCO;-4.24
1-heptanol;diethylether;CCCCCCCO;CCOCC;-7.51
4-methylaniline;hexadecane;CC1=CC=C(C=C1)N;CCCCCCCCCCCCCCCC;-6.04
hydrogenperoxide;diethylether;OO;CCOCC;-7.03
m-xylene;hexane;CC1=CC(=CC=C1)C;CCCCCC;-4.99
chlorodifluoromethane;octanol;C(F)(F)Cl;CCCCCCCCO;-1.97
1,4-dioxane;mcresol;C1COCCO1;CC1=CC(=CC=C1)O;-6.82
nitromethane;bromobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)Br;-4.25
2,2,2-trifluoroethanol;octanol;C(C(F)(F)F)O;CCCCCCCCO;-4.81
p-bromophenol;pentanol;C1=CC(=CC=C1O)Br;CCCCCO;-10.62
methylhexanoate;trimethylbenzene;CCCCCC(=O)OC;CC1=C(C(=CC=C1)C)C;-6.16
anisole;chloroform;COC1=CC=CC=C1;C(Cl)(Cl)Cl;-6.24
butylacetate;decalin;CCCCCC(=O)[O-];C1CCC2CCCCC2C1;-4.71
1-bromo-1-chloro-2,2,2-trifluoroethane;hexadecane;C(C(F)(F)F)(Cl)Br;CCCCCCCCCCCCCCCC;-2.97
paracetamol;octanol;CC(=O)NC1=CC=C(C=C1)O;CCCCCCCCO;-15.46
pentanoicacid;butanol;CCCCC(=O)O;CCCCO;-8.02
1-hexanol;dodecane;CCCCCCO;CCCCCCCCCCCC;-4.28
3-chloropropene;hexadecane;C=CCCl;CCCCCCCCCCCCCCCC;-2.88
chloroform;undecane;C(Cl)(Cl)Cl;CCCCCCCCCCC;-3.42
butylamine;tetrachloroethene;CCCCN;C(=C(Cl)Cl)(Cl)Cl;-4.49
aceticacid;onitrotoluene;CC(=O)O;CC1=CC=CC=C1[N+](=O)[O-];-4.68
p-cresol;hexane;CC1=CC=C(C=C1)O;CCCCCC;-5.86
butanonitrile;water;CCCC#N;O;-3.64
ethylbenzene;water;CCC1=CC=CC=C1;O;-0.8
nitromethane;isopropanol;C[N+](=O)[O-];CC(C)O;-4
phenacetin;octanol;CCOC1=CC=C(C=C1)NC(=O)C;CCCCCCCCO;-13.07
hydrogenperoxide;cyclohexanone;OO;C1CCC(=O)CC1;-9.11
2-butanone;chloroform;CCC(=O)C;C(Cl)(Cl)Cl;-5.43
3-methylpyridine;cyclohexane;CC1=CN=CC=C1;C1CCCCC1;-5.14
2-methylaniline;benzene;CC1=CC=CC=C1N;C1=CC=CC=C1;-7.37
1-iodopentane;water;CCCCCI;O;-0.12
diethylether;water;CCOCC;O;-1.76
butylacetate;fluoroctane;CCCCCC(=O)[O-];CCCCCCCCF;-5.22
methylpentanoate;chlorohexane;CCCCC(=O)OC;CCCCCCCl;-5.41
methylhexanoate;carbontet;CCCCCC(=O)OC;C(Cl)(Cl)(Cl)Cl;-6.39
pentylacetate;toluene;CCCCCOC(=O)C;CC1=CC=CC=C1;-6.41
1-hexanol;ethylacetate;CCCCCCO;CCOC(=O)C;-6.92
trimethylamine;toluene;CN(C)C;CC1=CC=CC=C1;-2.71
trimethylamine;cyclohexane;CN(C)C;C1CCCCC1;-2.63
methylacetate;benzene;CC(=O)OC;C1=CC=CC=C1;-4.04
ethylamine;hexane;CCN;CCCCCC;-2.09
ethylacetate;nonane;CCOC(=O)C;CCCCCCCCC;-3.45
1-decanol;decanol;CCCCCCCCCCO;CCCCCCCCCCO;-9.58
butylacetate;butylacetate;CCCCCC(=O)[O-];CCCCCC(=O)[O-];-5.52
propylacetate;perfluorobenzene;CCCCC(=O)O;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.06
methylisopropylether;water;CC(C)OC;O;-2.01
chloroethane;water;CCCl;O;-0.63
ethanol;butylacetate;CCO;CCCCCC(=O)[O-];-3.97
pentanal;water;CCCCC=O;O;-3.03
aceticacid;nitrobenzene;CC(=O)O;C1=CC=C(C=C1)[N+](=O)[O-];-4.78
n-octane;2methylpyridine;CCCCCCCC;CC1=CC=CC=N1;-4.73
o-xylene;hexane;CC1=CC=CC=C1C;CCCCCC;-5.22
nitromethane;dimethylacetamide;C[N+](=O)[O-];CC(=O)N(C)C;-5.62
chrysene;hexadecane;C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43;CCCCCCCCCCCCCCCC;-14.1
O,O,O',O'-tetraethylS,S'-methylenebis(phosphorodithioate)(ethion);water;CCOP(=S)(OCC)SCSP(=S)(OCC)OCC;O;-6.1
3,3-dimethylbutanone;octane;CC(=O)C(C)(C)C;CCCCCCCC;-4.21
1-hexyne;hexadecane;CCCCC#C;CCCCCCCCCCCCCCCC;-3.42
hydrazine;water;NN;O;-6.26
3,3-dimethylbutanone;mesitylene;CC(=O)C(C)(C)C;CC1=CC(=CC(=C1)C)C;-4.77
3,4-dimethylpyridine;water;CC1=C(C=NC=C1)C;O;-5.22
2,2,2-trifluoroethanol;chloroform;C(C(F)(F)F)O;C(Cl)(Cl)Cl;-3.03
1-heptanol;ethylbenzene;CCCCCCCO;CCC1=CC=CC=C1;-6.7
2-hexanone;octanol;CCCCC(=O)C;CCCCCCCCO;-5.02
ethanol;bromobenzene;CCO;C1=CC=C(C=C1)Br;-3.26
propylamine;iodobenzene;CCCN;C1=CC=C(C=C1)I;-3.54
toluene;carbontet;CC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.12
n-heptane;water;CCCCCCC;O;2.62
aniline;hexadecane;C1=CC=C(C=C1)N;CCCCCCCCCCCCCCCC;-5.44
2,2-dimethylpropane;hexadecane;CC(C)(C)C;CCCCCCCCCCCCCCCC;-2.48
3-bromopropene;octanol;C=CCBr;CCCCCCCCO;-3.3
methylhexanoate;decalin;CCCCCC(=O)OC;C1CCC2CCCCC2C1;-5.51
m-cresol;hexadecane;CC1=CC(=CC=C1)O;CCCCCCCCCCCCCCCC;-5.91
phenol;decalin;C1=CC=C(C=C1)O;C1CCC2CCCCC2C1;-5.38
ethanol;triethylamine;CCO;CCN(CC)CC;-4.02
aceticacid;chloroform;CC(=O)O;C(Cl)(Cl)Cl;-4.74
1-pentanol;octanol;CCCCCO;CCCCCCCCO;-6.4
ethene;hexadecane;C=C;CCCCCCCCCCCCCCCC;-0.39
trimethylphosphate;benzene;COP(=O)(OC)OC;C1=CC=CC=C1;-8.02
octafluorocyclobutane;water;C1(C(C(C1(F)F)(F)F)(F)F)(F)F;O;3.43
N-methyl-2-pyrrolidinone;octanol;CN1CCCC1=O;CCCCCCCCO;-8.63
3,3-dimethylbutanone;cyclohexane;CC(=O)C(C)(C)C;C1CCCCC1;-4.42
benzene;chloroform;C1=CC=CC=C1;C(Cl)(Cl)Cl;-4.64
hexanoicacid;diisopropylether;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CC(C)OC(C)C;-8.23
pentanoicacid;dichloroethane;CCCCC(=O)O;CC(Cl)Cl;-6.47
hexanoicacid;carbontet;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;C(Cl)(Cl)(Cl)Cl;-6.99
1,4-dioxane;cyclohexanone;C1COCCO1;C1CCC(=O)CC1;-4.95
2-methylpropane;hexadecane;CC(C)C;CCCCCCCCCCCCCCCC;-1.92
t-butanol;carbontet;CC(C)(C)O;C(Cl)(Cl)(Cl)Cl;-3.4
water;isopropylbenzene;O;CC(C)C1=CC=CC=C1;-1.41
aceticacid;cyclohexane;CC(=O)O;C1CCCCC1;-1.73
o-cresol;chloroform;CC1=CC=CC=C1O;C(Cl)(Cl)Cl;-7.55
2-butanone;mcresol;CCC(=O)C;CC1=CC(=CC=C1)O;-5.98
methylhexanoate;perfluorobenzene;CCCCCC(=O)OC;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-6.21
ethylphenylether;ethoxybenzene;CCOC1=CC=CC=C1;CCOC1=CC=CC=C1;-6.75
aniline;4methyl2pentanone;C1=CC=C(C=C1)N;CC(C)CC(=O)C;-7.54
trimethylamine;water;CN(C)C;O;-3.23
n-octane;dimethylacetamide;CCCCCCCC;CC(=O)N(C)C;-3.94
benzonitrile;benzonitrile;C1=CC=C(C=C1)C#N;C1=CC=C(C=C1)C#N;-7.28
n-octane;dimethylpyridine;CCCCCCCC;CC1=C(N=CC=C1)C;-4.88
ethanol;anisole;CCO;COC1=CC=CC=C1;-3.59
1-butanol;xylene;CCCCO;CC1=CC(=CC=C1)C;-4.17
1-nitropropane;octane;CCC[N+](=O)[O-];CCCCCCCC;-3.95
n-octane;hexane;CCCCCCCC;CCCCCC;-5.46
1-hexanol;bromoform;CCCCCCO;C(Br)(Br)Br;-6.2
1-heptanol;cyclohexane;CCCCCCCO;C1CCCCC1;-6.02
N-methylaniline;benzene;CNC1=CC=CC=C1;C1=CC=CC=C1;-6.64
benzonitrile;diethylether;C1=CC=C(C=C1)C#N;CCOCC;-6.36
5-fluorouracil;chloroform;C1=C(C(=O)NC(=O)N1)F;C(Cl)(Cl)Cl;-14.31
dipropylamine;hexadecane;CCCNCCC;CCCCCCCCCCCCCCCC;-4.57
hexanoicacid;isobutanol;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CC(C)CO;-8.77
methylamine;water;CN;O;-4.56
hydrogenperoxide;pentanol;OO;CCCCCO;-7.46
ethylacetate;chloroform;CCOC(=O)C;C(Cl)(Cl)Cl;-5.58
1-octanol;octanol;CCCCCCCCO;CCCCCCCCO;-8.13
m-bis(trifluoromethyl)benzene;water;C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F;O;1.07
2-pentanone;hexadecane;CCCC(=O)C;CCCCCCCCCCCCCCCC;-3.76
3-methylaniline;octanol;CC1=CC(=CC=C1)N;CCCCCCCCO;-7.57
1-butanol;toluene;CCCCO;CC1=CC=CC=C1;-4.31
1,2-dichlorobenzene;hexadecane;C1=CC=C(C(=C1)Cl)Cl;CCCCCCCCCCCCCCCC;-6.16
propanoicacid;toluene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC1=CC=CC=C1;-4.57
piperidine;benzene;C1CCNCC1;C1=CC=CC=C1;-5.03
N,N-dimethylacetamide;octanol;CC(=O)N(C)C;CCCCCCCCO;-7.48
1,4-dioxane;acetonitrile;C1COCCO1;CC#N;-5.33
ammonia;4methyl2pentanone;N;CC(C)CC(=O)C;-2.52
p-cresol;isooctane;CC1=CC=C(C=C1)O;CC(C)CC(C)(C)C;-5.59
ethanethiol;isooctane;CCS;CC(C)CC(C)(C)C;-3.13
nitromethane;bromoethane;C[N+](=O)[O-];CCBr;-4.54
toluene;dimethylformamide;CC1=CC=CC=C1;CN(C)C=O;-4.88
acetone;chlorohexane;CC(=O)C;CCCCCCCl;-3.45
toluene;undecane;CC1=CC=CC=C1;CCCCCCCCCCC;-4.81
p-bromophenol;dichloroethane;C1=CC(=CC=C1O)Br;CC(Cl)Cl;-9.1
hexanoicacid;butanone;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCC(=O)C;-8.07
methylbutanoate;water;CCCC(=O)OCC;O;-2.83
chlorobenzene;diethylether;C1=CC=C(C=C1)Cl;CCOCC;-5.42
1,1,1,3,3,3-hexafluoropropan-2-ol;water;C(C(F)(F)F)(C(F)(F)F)O;O;-3.77
ethanol;chloroform;CCO;C(Cl)(Cl)Cl;-3.94
octachloro-4,7-methanohydroindane(chlordane);water;C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl;O;-3.4
propylacetate;toluene;CCCCC(=O)O;CC1=CC=CC=C1;-5
ketoprofen(racemic);octanol;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;CCCCCCCCO;-15.04
nitrobenzene;octanol;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCO;-6.63
methanethiol;water;CS;O;-1.24
isopropanol;chloroform;CC(C)O;C(Cl)(Cl)Cl;-4.28
2-butanone;diethylether;CCC(=O)C;CCOCC;-4.09
acetone;carbondisulfide;CC(=O)C;C(=S)=S;-3.14
n-octane;chloroform;CCCCCCCC;C(Cl)(Cl)Cl;-5.25
aniline;heptane;C1=CC=C(C=C1)N;CCCCCCC;-5.38
hexanoicacid;heptane;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCCCCCC;-6.54
p-cresol;chloroform;CC1=CC=C(C=C1)O;C(Cl)(Cl)Cl;-7.59
2,2',3'-trichlorobiphenyl;octanol;C1=CC=C(C(=C1)C2=C(C(=CC=C2)Cl)Cl)Cl;CCCCCCCCO;-9.12
bromoform;hexane;C(Br)(Br)Br;CCCCCC;-4.38
butylamine;dichloroethane;CCCCN;CC(Cl)Cl;-4.34
trichloroethene;cyclohexane;C(=C(Cl)Cl)Cl;C1CCCCC1;-4.29
tripropylphosphate;heptane;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;CCCCCCC;-7.5
phenol;cyclohexane;C1=CC=C(C=C1)O;C1CCCCC1;-5.57
3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione(captan);water;C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl;O;-9
methylhexanoate;dichloroethane;CCCCCC(=O)OC;CC(Cl)Cl;-6.57
diiodomethane;hexadecane;C(I)I;CCCCCCCCCCCCCCCC;-5.26
methylpropanoate;cyclohexane;CCC(=O)OC;C1CCCCC1;-3.71
tripropylphosphate;benzene;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C1=CC=CC=C1;-9.34
pentanoicacid;benzene;CCCCC(=O)O;C1=CC=CC=C1;-6.01
toluene;triethylamine;CC1=CC=CC=C1;CCN(CC)CC;-4.98
benzene;nonanol;C1=CC=CC=C1;CCCCCCCCCO;-3.82
dipropylamine;toluene;CCCNCCC;CC1=CC=CC=C1;-5.24
2,5-dimethylpyridine;hexadecane;CC1=CN=C(C=C1)C;CCCCCCCCCCCCCCCC;-5.52
phenol;dichloroethane;C1=CC=C(C=C1)O;CC(Cl)Cl;-7.48
2-ethylpyrazine;water;CCC1=NC=CN=C1;O;-5.51
fluorobenzene;chloroform;C1=CC=C(C=C1)F;C(Cl)(Cl)Cl;-4.25
ethanol;dimethylpyridine;CCO;CC1=C(N=CC=C1)C;-4.87
cyclopentane;hexadecane;C1CCCC1;CCCCCCCCCCCCCCCC;-3.38
o-cresol;iodobenzene;CC1=CC=CC=C1O;C1=CC=C(C=C1)I;-7.14
diethylamine;isobutanol;CCNCC;CC(C)CO;-4.86
ibuprofen(racemic);octanol;CC(C)CC1=CC=C(C=C1)C(C)C(=O)O;CCCCCCCCO;-12.42
ethanol;hexane;CCO;CCCCCC;-2.73
ethene;octanol;C=C;CCCCCCCCO;-0.27
n-octane;decane;CCCCCCCC;CCCCCCCCCC;-5.18
3,3-dimethylbutanone;decane;CC(=O)C(C)(C)C;CCCCCCCCCC;-4.15
propanoicacid;xylene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC1=CC(=CC=C1)C;-4.72
Z-1,2-dichloroethene;water;C(=C\Cl)\Cl;O;-1.17
hydrogenperoxide;diisopropylether;OO;CC(C)OC(C)C;-6.72
ethylacetate;isopropylbenzene;CCOC(=O)C;CC(C)C1=CC=CC=C1;-4.22
