Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
1-nitropropane;octanol;CCC[N+](=O)[O-];CCCCCCCCO;-4.44
2-chloropentane;water;CCCC(C)Cl;O;0.07
pyridine;pyridine;C1=CC=NC=C1;C1=CC=NC=C1;-5.47
hexachlorobenzene;water;C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl;O;-2.33
1-propanol;octanol;CCCO;CCCCCCCCO;-5.02
ibuprofen(racemic);water;CC(C)CC1=CC=C(C=C1)C(C)C(=O)O;O;-7
isopropanol;carbontet;CC(C)O;C(Cl)(Cl)(Cl)Cl;-3.15
o-cresol;bromoform;CC1=CC=CC=C1O;C(Br)(Br)Br;-7.45
1-bromo-1-chloro-2,2,2-trifluoroethane;water;C(C(F)(F)F)(Cl)Br;O;-0.13
ethylbenzene;pentanol;CCC1=CC=CC=C1;CCCCCO;-4.48
1,2,3,4,5,6-hexachlorocyclohexane(lindane);water;C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl;O;-5.4
hydrogenperoxide;ethylacetate;OO;CCOC(=O)C;-7.6
p-bromophenol;bromobenzene;C1=CC(=CC=C1O)Br;C1=CC=C(C=C1)Br;-8.49
tripropylphosphate;chloroform;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C(Cl)(Cl)Cl;-11.11
2-hexanone;tetralin;CCCCC(=O)C;C1CCC2=CC=CC=C2C1;-4.64
methylacetate;decalin;CC(=O)OC;C1CCC2CCCCC2C1;-2.9
N-methylcarbamicacid[1-(methylthio)ethylideneamino]ester(methomyl);water;C/C(=N\OC(=O)NC)/SC;O;-10.7
1-heptanol;carbontet;CCCCCCCO;C(Cl)(Cl)(Cl)Cl;-6.49
methylpropanoate;decalin;CCC(=O)OC;C1CCC2CCCCC2C1;-3.5
1-propanol;cyclohexane;CCCO;C1CCCCC1;-2.73
butanoicacid;butanone;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCC(=O)C;-7.34
2-pentanone;heptane;CCCC(=O)C;CCCCCCC;-4.07
N,N-dimethylaniline;water;CN(C)C1=CC=CC=C1;O;-3.58
1-propanol;propanol;CCCO;CCCO;-5.29
ethanol;triethylamine;CCO;CCN(CC)CC;-4.02
1-pentanol;odichlorobenzene;CCCCCO;C1=CC=C(C(=C1)Cl)Cl;-4.93
methylpropanoate;octanol;CCC(=O)OC;CCCCCCCCO;-4.06
2-methylpropene;water;CC(=C)C;O;1.16
butylacetate;water;CCCCCC(=O)[O-];O;-2.55
pentylacetate;hexane;CCCCCOC(=O)C;CCCCCC;-5.52
diethylamine;dichloroethane;CCNCC;CC(Cl)Cl;-4
1-hexanol;bromoform;CCCCCCO;C(Br)(Br)Br;-6.2
1-decanol;decanol;CCCCCCCCCCO;CCCCCCCCCCO;-9.58
n-pentadecane;pentadecane;CCCCCCCCCCCCCCC;CCCCCCCCCCCCCCC;-9.91
2-pentanone;chlorobenzene;CCCC(=O)C;C1=CC=C(C=C1)Cl;-5.29
1,4-dioxane;acetonitrile;C1COCCO1;CC#N;-5.33
1,1,1-trichloroethane;octanol;CC(Cl)(Cl)Cl;CCCCCCCCO;-3.69
hexafluoroethane;water;C(C(F)(F)F)(F)(F)F;O;3.94
2-methylpropene;octanol;CC(=C)C;CCCCCCCCO;-2.03
fluoroethane;hexadecane;CCF;CCCCCCCCCCCCCCCC;-0.76
butylamine;ethylbenzene;CCCCN;CCC1=CC=CC=C1;-4.43
cyclohexane;octanol;C1CCCCC1;CCCCCCCCO;-3.46
2,2-dimethylpropane;water;CC(C)(C)C;O;2.5
isopropanol;diethylether;CC(C)O;CCOCC;-4.44
pentylacetate;tbutylbenzene;CCCCCOC(=O)C;CC(C)(C)C1=CC=CC=C1;-5.92
1-propanol;tributylphosphate;CCCO;CCCCOP(=O)(OCCCC)OCCCC;-5.42
ethanol;isopropylbenzene;CCO;CC(C)C1=CC=CC=C1;-2.9
iodobenzene;heptane;C1=CC=C(C=C1)I;CCCCCCC;-6.27
benzonitrile;heptane;C1=CC=C(C=C1)C#N;CCCCCCC;-5.33
m-cresol;butylacetate;CC1=CC(=CC=C1)O;CCCCCC(=O)[O-];-8.44
2-nitropropane;hexadecane;CC(C)[N+](=O)[O-];CCCCCCCCCCCCCCCC;-3.47
ethylamine;water;CCN;O;-4.5
1,2-ethanediol;chloroform;C(CO)O;C(Cl)(Cl)Cl;-5.98
bromobenzene;octanol;C1=CC=C(C=C1)Br;CCCCCCCCO;-5.46
hexanoicacid;xylene;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CC1=CC(=CC=C1)C;-6.67
butylacetate;chlorohexane;CCCCCC(=O)[O-];CCCCCCCl;-5.37
methylisopropylether;water;CC(C)OC;O;-2.01
methylpropanoate;butylbenzene;CCC(=O)OC;CCCCC1=CC=CC=C1;-4.19
butylacetate;ethylbenzene;CCCCCC(=O)[O-];CCC1=CC=CC=C1;-5.48
1-iodopentane;water;CCCCCI;O;-0.12
1-hexanol;cyclohexane;CCCCCCO;C1CCCCC1;-5.31
1-pentene;water;CCCC=C;O;1.66
o-cresol;hexane;CC1=CC=CC=C1O;CCCCCC;-6.25
1,4-dioxane;decane;C1COCCO1;CCCCCCCCCC;-3.97
butanoicacid;water;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;O;-6.36
formaldehyde;hexadecane;C=O;CCCCCCCCCCCCCCCC;-0.99
diethylamine;toluene;CCNCC;CC1=CC=CC=C1;-3.75
butylamine;heptane;CCCCN;CCCCCCC;-3.55
n-octane;diethylether;CCCCCCCC;CCOCC;-5.62
isopropylether;hexadecane;CC(C)OC(C)C;CCCCCCCCCCCCCCCC;-4.02
p-cresol;chlorobenzene;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)Cl;-7.23
propanoicacid;bromoethane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCBr;-5.52
propylamine;ethylbenzene;CCCN;CCC1=CC=CC=C1;-3.44
piperidine;xylene;C1CCNCC1;CC1=CC(=CC=C1)C;-5.15
diethylamine;diethylether;CCNCC;CCOCC;-3.83
cyclopropane;hexadecane;C1CC1;CCCCCCCCCCCCCCCC;-1.78
2-butanone;cyclohexane;CCC(=O)C;C1CCCCC1;-3.48
N-(3-hydroxyphenyl)acetamide;water;CC(=O)NC1=CC(=CC=C1)O;O;-13.93
1-butanol;heptane;CCCCO;CCCCCCC;-3.66
m-cresol;cyclohexane;CC1=CC(=CC=C1)O;C1CCCCC1;-5.2
m-cresol;hexanol;CC1=CC(=CC=C1)O;CCCCCCO;-8.42
ethanol;nitroethane;CCO;CC[N+](=O)[O-];-3.98
toluene;2methylpyridine;CC1=CC=CC=C1;CC1=CC=CC=N1;-5.06
pyridine;water;C1=CC=NC=C1;O;-4.7
dimethylamine;carbontet;CNC;C(Cl)(Cl)(Cl)Cl;-2.75
2-butanone;benzonitrile;CCC(=O)C;C1=CC=C(C=C1)C#N;-4.58
aniline;aniline;C1=CC=C(C=C1)N;C1=CC=C(C=C1)N;-7.61
ethylacetate;decalin;CCOC(=O)C;C1CCC2CCCCC2C1;-3.47
toluene;nitroethane;CC1=CC=CC=C1;CC[N+](=O)[O-];-4.88
pentylacetate;pentane;CCCCCOC(=O)C;CCCCC;-5.62
methylpropanoate;ethylbenzene;CCC(=O)OC;CCC1=CC=CC=C1;-4.29
3-bromopropene;octanol;C=CCBr;CCCCCCCCO;-3.3
phenol;nonane;C1=CC=C(C=C1)O;CCCCCCCCC;-5.6
water;octanol;O;CCCCCCCCO;-4.43
2-hexanone;heptane;CCCCC(=O)C;CCCCCCC;-4.55
2-hexanone;decane;CCCCC(=O)C;CCCCCCCCCC;-4.61
fluorobenzene;water;C1=CC=C(C=C1)F;O;-0.78
3-methylpyridine;cyclohexane;CC1=CN=CC=C1;C1CCCCC1;-5.14
3,3-dimethylbutanone;cyclohexane;CC(=O)C(C)(C)C;C1CCCCC1;-4.42
p-xylene;heptane;CC1=CC=C(C=C1)C;CCCCCCC;-5.52
butylamine;decane;CCCCN;CCCCCCCCCC;-3.55
1,4-dioxane;ethylacetate;C1COCCO1;CCOC(=O)C;-5.03
pentanoicacid;butanol;CCCCC(=O)O;CCCCO;-8.02
ethanol;odichlorobenzene;CCO;C1=CC=C(C(=C1)Cl)Cl;-2.34
methylhexanoate;pentadecane;CCCCCC(=O)OC;CCCCCCCCCCCCCCC;-5.35
1-hexanol;hexadecane;CCCCCCO;CCCCCCCCCCCCCCCC;-4.92
butanoicacid;hexadecane;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCCCCCCCCCCCC;-3.86
cyanuricacid;octanol;C1(=O)NC(=O)NC(=O)N1;CCCCCCCCO;-18.89
1-butene;isooctane;CCC=C;CC(C)CC(C)(C)C;-2.26
3-bromopropene;water;C=CCBr;O;-0.86
n-octane;carbontet;CCCCCCCC;C(Cl)(Cl)(Cl)Cl;-5.39
2-methylpyridine;octanol;CC1=CC=CC=N1;CCCCCCCCO;-6.14
nitrobenzene;cyclohexane;C1=CC=C(C=C1)[N+](=O)[O-];C1CCCCC1;-6.62
trimethylamine;carbontet;CN(C)C;C(Cl)(Cl)(Cl)Cl;-3.09
flufenamicacid;water;C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F;O;-5.68
methylacetate;toluene;CC(=O)OC;CC1=CC=CC=C1;-3.81
methylacetate;fluoroctane;CC(=O)OC;CCCCCCCCF;-3.59
butenyne;water;C=CC#C;O;0.04
2-butanone;toluene;CCC(=O)C;CC1=CC=CC=C1;-4.27
1-methylthymine;water;CC1=CN(C(=O)NC1=O)C;O;-10.4
trimethylamine;benzene;CN(C)C;C1=CC=CC=C1;-2.8
4-methylpyridine;octanol;CC1=CC=NC=C1;CCCCCCCCO;-6.6
methylformate;water;COC=O;O;-2.78
nitromethane;xylene;C[N+](=O)[O-];CC1=CC(=CC=C1)C;-4.2
n-butane;hexadecane;CCCC;CCCCCCCCCCCCCCCC;-2.2
propylamine;dichloroethane;CCCN;CC(Cl)Cl;-4.04
fluorobenzene;chloroform;C1=CC=C(C=C1)F;C(Cl)(Cl)Cl;-4.25
diethyldisulfide;water;CCSSCC;O;-1.63
1,4-dioxane;dimethylacetamide;C1COCCO1;CC(=O)N(C)C;-5.01
1-propanol;butylacetate;CCCO;CCCCCC(=O)[O-];-4.52
N-methylformamide;methylformamide;CNC=O;CNC=O;-8.27
1-butene;water;CCC=C;O;1.38
1,4-dichlorobenzene;cyclohexane;C1=CC(=CC=C1Cl)Cl;C1CCCCC1;-5.89
iodobenzene;cyclohexane;C1=CC=C(C=C1)I;C1CCCCC1;-6.26
bromotrifluoromethane;water;C(F)(F)(F)Br;O;1.79
aceticacid;bromoform;CC(=O)O;C(Br)(Br)Br;-4.54
nitrobenzene;hexane;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCC;-6.09
6-chlorouracil;water;C1=C(NC(=O)NC1=O)Cl;O;-15.83
acetone;ethylbenzene;CC(=O)C;CCC1=CC=CC=C1;-3.41
propanoicacid;diethylether;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCOCC;-6.75
2-methylpyridine;2methylpyridine;CC1=CC=CC=N1;CC1=CC=CC=N1;-5.71
N,N'-dimethylpiperazine;water;CN1CCN(CC1)C;O;-7.58
diethoxy-[(2-isopropyl-6-methyl-4-pyrimidinyl)oxy]-thioxophosphorane(diazinon);water;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;O;-6.5
1,4-dioxane;tetrahydrothiophenedioxide;C1COCCO1;C1CCS(=O)(=O)C1;-4.9
nitromethane;dibutylether;C[N+](=O)[O-];CCCCOCCCC;-3.67
aceticacid;cyclohexanone;CC(=O)O;C1CCC(=O)CC1;-6.43
1,4-dioxane;methylformamide;C1COCCO1;CNC=O;-4.86
2-butanone;cyclohexanone;CCC(=O)C;C1CCC(=O)CC1;-4.42
p-bromophenol;benzene;C1=CC(=CC=C1O)Br;C1=CC=CC=C1;-8.81
azetidine;water;C1CNC1;O;-5.56
5-bromouracil;ethylacetate;C1=C(C(=O)NC(=O)N1)Br;CCOC(=O)C;-17.93
1,1-dichloro-2,2-difluoroethylmethylether;octanol;COC(C(Cl)Cl)(F)F;CCCCCCCCO;-4.02
1,1,2-trichloroethane;hexadecane;C(C(Cl)Cl)Cl;CCCCCCCCCCCCCCCC;-4.49
aniline;isooctane;C1=CC=C(C=C1)N;CC(C)CC(C)(C)C;-5.2
acetone;toluene;CC(=O)C;CC1=CC=CC=C1;-3.59
propanoicacid;decalin;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;C1CCC2CCCCC2C1;-4.42
propanoicacid;cyclohexane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;C1CCCCC1;-3.78
trimethylbenzene;trimethylbenzene;CC1=C(C(=CC=C1)C)C;CC1=C(C(=CC=C1)C)C;-6.47
p-cresol;hexanol;CC1=CC=C(C=C1)O;CCCCCCO;-9.21
1-pentanol;cyclohexane;CCCCCO;C1CCCCC1;-3.61
2,2,2-trifluorethylvinylether;water;C=COCC(F)(F)F;O;-0.12
acetophenone;carbontet;CC(=O)C1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-7.1
p-bromophenol;heptanol;C1=CC(=CC=C1O)Br;CCCCCCCO;-10.49
2-butanone;carbondisulfide;CCC(=O)C;C(=S)=S;-3.85
propanoicacid;secbutanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCC(C)O;-7
benzamide;water;C1=CC=C(C=C1)C(=O)N;O;-10.9
n-octane;dimethylsulfoxide;CCCCCCCC;CS(=O)C;-2.84
tetrahydropyran;chloroform;C1CCOCC1;C(Cl)(Cl)Cl;-5.84
methane;water;C;O;2
nitromethane;bromoethane;C[N+](=O)[O-];CCBr;-4.54
1-hexanol;carbontet;CCCCCCO;C(Cl)(Cl)(Cl)Cl;-5.04
hydrogenperoxide;pentanol;OO;CCCCCO;-7.46
3,5-dimethylpyridine;hexadecane;CC1=CC(=CN=C1)C;CCCCCCCCCCCCCCCC;-2.52
butanoicacid;tributylphosphate;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCOP(=O)(OCCCC)OCCCC;-8.29
2-butanone;dimethylpyridine;CCC(=O)C;CC1=C(N=CC=C1)C;-4.34
hexanoicacid;chloroform;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;C(Cl)(Cl)Cl;-7.51
propanoicacid;octanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCCCCO;-6.86
ethylbenzene;water;CCC1=CC=CC=C1;O;-0.8
1-butanol;cyclohexane;CCCCO;C1CCCCC1;-3.52
chlorobenzene;water;C1=CC=C(C=C1)Cl;O;-1.12
1-hexanol;heptane;CCCCCCO;CCCCCCC;-4.89
2-hexanone;trimethylbenzene;CCCCC(=O)C;CC1=C(C(=CC=C1)C)C;-5.39
butylacetate;benzene;CCCCCC(=O)[O-];C1=CC=CC=C1;-5.78
2-butanone;hexane;CCC(=O)C;CCCCCC;-3.48
1,4-dioxane;mcresol;C1COCCO1;CC1=CC(=CC=C1)O;-6.82
phosphoricacid[(E)-2-chloro-1-(2,4-dichlorophenyl)vinyl]diethylester(chlorfenvinphos);water;CCOP(=O)(OCC)O/C(=C/Cl)/C1=C(C=C(C=C1)Cl)Cl;O;-7.1
toluene;pyridine;CC1=CC=CC=C1;C1=CC=NC=C1;-5.1
diflunisal;octanol;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;CCCCCCCCO;-15.46
nitromethane;nitrobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)[N+](=O)[O-];-4.9
chlorobenzene;chlorobenzene;C1=CC=C(C=C1)Cl;C1=CC=C(C=C1)Cl;-5.66
1-heptanol;dibromoethane;CCCCCCCO;CC(Br)Br;-6.64
p-hydroxybenzaldehyde;dichloroethane;C1=CC(=CC=C1C=O)O;CC(Cl)Cl;-10.7
bromotrichloromethane;water;C(Cl)(Cl)(Cl)Br;O;-0.93
o-cresol;toluene;CC1=CC=CC=C1O;CC1=CC=CC=C1;-7.43
isopropylbenzene;isopropylbenzene;CC(C)C1=CC=CC=C1;CC(C)C1=CC=CC=C1;-6.04
n-hexane;isooctane;CCCCCC;CC(C)CC(C)(C)C;-3.08
2-pentanone;octanol;CCCC(=O)C;CCCCCCCCO;-4.35
2,6-dichlorobenzonitrile;octanol;C1=CC(=C(C(=C1)Cl)C#N)Cl;CCCCCCCCO;-9.18
1-pentanol;iodobenzene;CCCCCO;C1=CC=C(C=C1)I;-5.02
diethylsulfide;octanol;CCSCC;CCCCCCCCO;-4.09
1-hexanol;diethylether;CCCCCCO;CCOCC;-6.82
2-octanone;hexadecane;CCCCCCC(=O)C;CCCCCCCCCCCCCCCC;-5.81
dibutylether;dibutylether;CCCCOCCCC;CCCCOCCCC;-5.76
acetone;chlorohexane;CC(=O)C;CCCCCCCl;-3.45
1-hexanol;hexanol;CCCCCCO;CCCCCCO;-7.05
propanoicacid;dichloroethane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(Cl)Cl;-5.12
1,1-dichloro-2,2-difluoroethylmethylether;hexadecane;COC(C(Cl)Cl)(F)F;CCCCCCCCCCCCCCCC;-3.9
2,4-dimethylpentane;hexadecane;CC(C)CC(C)C;CCCCCCCCCCCCCCCC;-3.87
benzene;hexanol;C1=CC=CC=C1;CCCCCCO;-3.68
bromoform;undecane;C(Br)(Br)Br;CCCCCCCCCCC;-4.84
n-octane;cyclohexane;CCCCCCCC;C1CCCCC1;-5.63
1-propanol;hexane;CCCO;CCCCCC;-2.81
N-methylaniline;carbontet;CNC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-6.58
aceticacid;water;CC(=O)O;O;-6.7
o-cresol;pentanol;CC1=CC=CC=C1O;CCCCCO;-8.57
1-propanol;ethylacetate;CCCO;CCOC(=O)C;-4.9
o-xylene;cyclohexane;CC1=CC=CC=C1C;C1CCCCC1;-5.54
3,5-dimethylpyridine;water;CC1=CC(=CN=C1)C;O;-4.84
N-methylmorpholine;water;CN1CCOCC1;O;-6.34
benzene;heptane;C1=CC=CC=C1;CCCCCCC;-4
tetrafluoromethane;octanol;C(F)(F)(F)F;CCCCCCCCO;1.5
toluene;heptane;CC1=CC=CC=C1;CCCCCCC;-4.78
toluene;isooctane;CC1=CC=CC=C1;CC(C)CC(C)(C)C;-4.68
propylacetate;chlorohexane;CCCCC(=O)O;CCCCCCCl;-4.84
1,4-dichlorobenzene;diethylether;C1=CC(=CC=C1Cl)Cl;CCOCC;-6.18
thiophenol;methylenechloride;C1=CC=C(C=C1)S;C(Cl)Cl;-7.11
hydrazine;diethylether;NN;CCOCC;-3.08
(2-dimethylamino-5,6-dimethyl-pyrimidin-4-yl)N,N-dimethylcarbamate(pirimor,pirimicarb);water;CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C;O;-9.4
phenol;water;C1=CC=C(C=C1)O;O;-6.62
ethanol;tributylphosphate;CCO;CCCCOP(=O)(OCCCC)OCCCC;-4.57
thioanisole;decalin;CSC1=CC=CC=C1;C1CCC2CCCCC2C1;-5.54
Z-N-methylacetamide;water;CC(=O)NC;O;-10
nitromethane;methylenechloride;C[N+](=O)[O-];C(Cl)Cl;-5.05
1-pentanol;chlorobenzene;CCCCCO;C1=CC=C(C=C1)Cl;-5.25
aceticacid;hexadecane;CC(=O)O;CCCCCCCCCCCCCCCC;-2.39
butylacetate;octanol;CCCCCC(=O)[O-];CCCCCCCCO;-4.96
toluene;decalin;CC1=CC=CC=C1;C1CCC2CCCCC2C1;-4.37
p-cresol;heptane;CC1=CC=C(C=C1)O;CCCCCCC;-5.77
ethanol;bromobenzene;CCO;C1=CC=C(C=C1)Br;-3.26
1,4-dichlorobenzene;hexadecane;C1=CC(=CC=C1Cl)Cl;CCCCCCCCCCCCCCCC;-6.02
propylacetate;cyclohexane;CCCCC(=O)O;C1CCCCC1;-4.36
n-pentane;cyclohexane;CCCCC;C1CCCCC1;-3.5
methylhexanoate;heptane;CCCCCC(=O)OC;CCCCCCC;-5.63
ethylperoxide;water;CCOOCC;O;-5.32
phenol;butylacetate;C1=CC=C(C=C1)O;CCCCCC(=O)[O-];-8.96
1-propanol;carbontet;CCCO;C(Cl)(Cl)(Cl)Cl;-3.64
acetone;octane;CC(=O)C;CCCCCCCC;-2.46
acetone;carbontet;CC(=O)C;C(Cl)(Cl)(Cl)Cl;-3.35
2-heptanone;tetralin;CCCCCC(=O)C;C1CCC2=CC=CC=C2C1;-5.33
benzene;pentanol;C1=CC=CC=C1;CCCCCO;-3.53
p-bromophenol;octanol;C1=CC(=CC=C1O)Br;CCCCCCCCO;-10.59
2-ethylpyrazine;octanol;CCC1=NC=CN=C1;CCCCCCCCO;-6.4
ethylacetate;chlorobenzene;CCOC(=O)C;C1=CC=C(C=C1)Cl;-4.63
2,3-dihydro-2,2-dimethyl-7-benzofuranylmethylcarbamate(carbofuran);water;CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C;O;-9.6
benzonitrile;water;C1=CC=C(C=C1)C#N;O;-4.1
2-methyl-1-nitrobenzene;water;CC1=CC=CC=C1[N+](=O)[O-];O;-3.59
1-heptanol;ethylacetate;CCCCCCCO;CCOC(=O)C;-7.56
n-pentane;octanol;CCCCC;CCCCCCCCO;-2.45
1-heptanol;cyclohexane;CCCCCCCO;C1CCCCC1;-6.02
diethylether;hexadecane;CCOCC;CCCCCCCCCCCCCCCC;-2.81
iodomethane;diethylether;CI;CCOCC;-3.51
nitromethane;aniline;C[N+](=O)[O-];C1=CC=C(C=C1)N;-5.11
2-methoxyethanol;nonanol;COCCO;CCCCCCCCCO;-5.61
butylamine;hexane;CCCCN;CCCCCC;-3.62
dimethyl4-nitrophenylthiophosphate;benzene;COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-];C1=CC=CC=C1;-9.21
ethanethiol;hexadecane;CCS;CCCCCCCCCCCCCCCC;-2.96
2-butanone;dimethylsulfoxide;CCC(=O)C;CS(=O)C;-4.23
1-heptanol;toluene;CCCCCCCO;CC1=CC=CC=C1;-6.75
2-hexanone;octane;CCCCC(=O)C;CCCCCCCC;-4.6
ethanol;anisole;CCO;COC1=CC=CC=C1;-3.59
4-mesyl-2,6-dinitro-N,N-dipropylaniline(nitralin);water;CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-];O;-8
isopropylether;chloroform;CC(C)OC(C)C;C(Cl)(Cl)Cl;-3.78
propylacetate;octanol;CCCCC(=O)O;CCCCCCCCO;-4.55
3-methylaniline;benzene;CC1=CC(=CC=C1)N;C1=CC=CC=C1;-7.61
2-butanone;decane;CCC(=O)C;CCCCCCCCCC;-3.3
p-cresol;hexane;CC1=CC=C(C=C1)O;CCCCCC;-5.86
butylacetate;hexadecane;CCCCCC(=O)[O-];CCCCCCCCCCCCCCCC;-4.61
ethylacetate;ethylacetate;CCOC(=O)C;CCOC(=O)C;-4.46
nitromethane;hexane;C[N+](=O)[O-];CCCCCC;-2.9
phenol;4methyl2pentanone;C1=CC=C(C=C1)O;CC(C)CC(=O)C;-9.38
1-butanol;xylene;CCCCO;CC1=CC(=CC=C1)C;-4.17
methanol;chlorobenzene;CO;C1=CC=C(C=C1)Cl;-2.44
butylamine;nonane;CCCCN;CCCCCCCCC;-3.55
pentylacetate;carbontet;CCCCCOC(=O)C;C(Cl)(Cl)(Cl)Cl;-6.35
1,4-dioxane;diethylether;C1COCCO1;CCOCC;-4.67
phenol;hexadecane;C1=CC=C(C=C1)O;CCCCCCCCCCCCCCCC;-5.14
m-cresol;heptane;CC1=CC(=CC=C1)O;CCCCCCC;-5.01
nitroethane;water;CC[N+](=O)[O-];O;-3.71
4-methylaniline;bromobenzene;CC1=CC=C(C=C1)N;C1=CC=C(C=C1)Br;-7.59
3,aminoaniline;water;C1=CC(=CC(=C1)N)N;O;-9.92
morpholine;chloroform;C1COCCN1;C(Cl)(Cl)Cl;-6.72
aceticacid;benzene;CC(=O)O;C1=CC=CC=C1;-4.02
3-chloropropene;water;C=CCCl;O;-0.57
1,2-ethanediol;water;C(CO)O;O;-9.3
1-heptanol;bromoform;CCCCCCCO;C(Br)(Br)Br;-7.1
2-butanone;propanol;CCC(=O)C;CCCO;-4.15
