Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
1,1-DICHLOROETHANE;UNDECANE;CC(Cl)Cl;CCCCCCCCCCC;-2.86
1,2-DICHLOROPROPANE;UNDECANE;CC(CCl)Cl;CCCCCCCCCCC;-3.64
TRICHLOROETHYLENE;UNDECANE;C(=C(Cl)Cl)Cl;CCCCCCCCCCC;-3.74
TETRACHLOROETHYLENE;UNDECANE;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCCCC;-4.41
1,2-DICHLOROBENZENE;UNDECANE;C1=CC=C(C(=C1)Cl)Cl;CCCCCCCCCCC;-5.93
1,1,2,2-TETRACHLOROETHANE;UNDECANE;C(C(Cl)Cl)(Cl)Cl;CCCCCCCCCCC;-5.07
(E)-1,2-DICHLOROETHENE;UNDECANE;C(=C/Cl)\Cl;CCCCCCCCCCC;-3.44
BROMOFORM;UNDECANE;C(Br)(Br)Br;CCCCCCCCCCC;-4.82
BIS(CHLOROETHYL) ETHER;UNDECANE;C(CCl)OCCCl;CCCCCCCCCCC;-5.77
ACRYLONITRILE;UNDECANE;C=CC#N;CCCCCCCCCCC;-1.95
DIHYDROGEN;PYRIDINE;[HH];C1=CC=NC=C1;1.79
MOLECULAR OXYGEN;PYRIDINE;O=O;C1=CC=NC=C1;1.17
MOLECULAR NITROGEN;PYRIDINE;N#N;C1=CC=NC=C1;1.53
NITROUS OXIDE;PYRIDINE;[N-]=[N+]=O;C1=CC=NC=C1;-0.72
CARBON MONOXIDE;PYRIDINE;[C-]#[O+];C1=CC=NC=C1;1.27
CARBON DIOXIDE;PYRIDINE;C(=O)=O;C1=CC=NC=C1;-0.76
METHANE;PYRIDINE;C;C1=CC=NC=C1;0.64
ISOHEXANE;PYRIDINE;CCCC(C)C;C1=CC=NC=C1;-3.02
2,4-DIMETHYLPENTANE;PYRIDINE;CC(C)CC(C)C;C1=CC=NC=C1;-3.37
2,3,4-TRIMETHYLPENTANE;PYRIDINE;CC(C)C(C)C(C)C;C1=CC=NC=C1;-4.14
CYCLOHEXANE;PYRIDINE;C1CCCCC1;C1=CC=NC=C1;-3.71
ETHYLCYCLOHEXANE;PYRIDINE;CCC1CCCCC1;C1=CC=NC=C1;-4.74
BENZENE;PYRIDINE;C1=CC=CC=C1;C1=CC=NC=C1;-4.51
PENT-1-ENE;PYRIDINE;CCCC=C;C1=CC=NC=C1;-2.7
2-BUTANOL;PYRIDINE;CCC(C)O;C1=CC=NC=C1;-5.64
HEPT-1-ENE;PYRIDINE;CCCCCC=C;C1=CC=NC=C1;-4.14
2,5-DIMETHYLHEXANE;PYRIDINE;CC(C)CCC(C)C;C1=CC=NC=C1;-4.04
CYCLOHEXENE;PYRIDINE;C1CCC=CC1;C1=CC=NC=C1;-4.12
1,2-DICHLOROPROPANE;PYRIDINE;CC(CCl)Cl;C1=CC=NC=C1;-5.0
1,2-DICHLOROBENZENE;PYRIDINE;C1=CC=C(C(=C1)Cl)Cl;C1=CC=NC=C1;-7.06
2-OCTANONE;PYRIDINE;CCCCCCC(=O)C;C1=CC=NC=C1;-7.12
HEPT-1-YNE;PYRIDINE;CCCCCC#C;C1=CC=NC=C1;-4.71
2-BROMOPROPANE;PYRIDINE;CC(C)Br;C1=CC=NC=C1;-3.95
DIHYDROGEN;ACETIC ACID;[HH];CC(=O)O;1.64
MOLECULAR OXYGEN;ACETIC ACID;O=O;CC(=O)O;0.97
MOLECULAR NITROGEN;ACETIC ACID;N#N;CC(=O)O;1.26
NITROUS OXIDE;ACETIC ACID;[N-]=[N+]=O;CC(=O)O;-0.9
CARBON MONOXIDE;ACETIC ACID;[C-]#[O+];CC(=O)O;1.05
CARBON DIOXIDE;ACETIC ACID;C(=O)=O;CC(=O)O;-0.93
METHANE;ACETIC ACID;C;CC(=O)O;0.52
ETHANE;ACETIC ACID;CC;CC(=O)O;-0.38
PROPANE;ACETIC ACID;CCC;CC(=O)O;-0.95
N-BUTANE;ACETIC ACID;CCCC;CC(=O)O;-1.21
ISOBUTANE;ACETIC ACID;CC(C)C;CC(=O)O;-1.31
CYCLOPENTANE;ACETIC ACID;C1CCCC1;CC(=O)O;-2.62
CYCLOHEXANE;ACETIC ACID;C1CCCCC1;CC(=O)O;-3.22
ETHYLENE;ACETIC ACID;C=C;CC(=O)O;-0.75
PROPENE;ACETIC ACID;CC=C;CC(=O)O;-1.34
(2E)-2-BUTENE;ACETIC ACID;C/C=C/C;CC(=O)O;-2.28
BUTADIENE;ACETIC ACID;C=CC=C;CC(=O)O;-2.44
BENZENE;ACETIC ACID;C1=CC=CC=C1;CC(=O)O;-3.85
CYCLOPROPANE;ACETIC ACID;C1CC1;CC(=O)O;-1.67
ISOBUTENE;ACETIC ACID;CC(=C)C;CC(=O)O;-2.1
TERT-BUTYL CHLORIDE;ACETIC ACID;CC(C)(C)Cl;CC(=O)O;-3.06
TERT-BUTYL BROMIDE;ACETIC ACID;CC(C)(C)Br;CC(=O)O;-3.43
HYDROGEN SULFIDE;ACETIC ACID;S;CC(=O)O;-1.5
FLUOROETHANE;ACETIC ACID;CCF;CC(=O)O;-1.41
CHLORINE;ACETIC ACID;ClCl;CC(=O)O;-2.01
OZONE;ACETIC ACID;[O-][O+]=O;CC(=O)O;-0.36
PHOSPHINE;ACETIC ACID;P;CC(=O)O;-0.69
DIHYDROGEN;BUTYL ACETATE;[HH];CCCCOC(=O)C;1.5
MOLECULAR NITROGEN;BUTYL ACETATE;N#N;CCCCOC(=O)C;1.09
NITROUS OXIDE;BUTYL ACETATE;[N-]=[N+]=O;CCCCOC(=O)C;-0.98
CARBON MONOXIDE;BUTYL ACETATE;[C-]#[O+];CCCCOC(=O)C;0.87
ISOHEXANE;BUTYL ACETATE;CCCC(C)C;CCCCOC(=O)C;-3.4
2,4-DIMETHYLPENTANE;BUTYL ACETATE;CC(C)CC(C)C;CCCCOC(=O)C;-3.81
2,3,4-TRIMETHYLPENTANE;BUTYL ACETATE;CC(C)C(C)C(C)C;CCCCOC(=O)C;-4.56
CYCLOHEXANE;BUTYL ACETATE;C1CCCCC1;CCCCOC(=O)C;-3.91
ETHYLCYCLOHEXANE;BUTYL ACETATE;CCC1CCCCC1;CCCCOC(=O)C;-4.99
BENZENE;BUTYL ACETATE;C1=CC=CC=C1;CCCCOC(=O)C;-3.87
OCTADECANE;BUTYL ACETATE;CCCCCCCCCCCCCCCCCC;CCCCOC(=O)C;-11.94
2-BUTANOL;BUTYL ACETATE;CCC(C)O;CCCCOC(=O)C;-4.9
HEPT-1-ENE;BUTYL ACETATE;CCCCCC=C;CCCCOC(=O)C;-4.28
CYCLOHEXANOL;BUTYL ACETATE;C1CCC(CC1)O;CCCCOC(=O)C;-7.07
2,5-DIMETHYLHEXANE;BUTYL ACETATE;CC(C)CCC(C)C;CCCCOC(=O)C;-4.46
1,6-HEPTADIENE;BUTYL ACETATE;C=CCCCC=C;CCCCOC(=O)C;-4.42
1,3-DICHLORO-2-PROPANOL;BUTYL ACETATE;C(C(CCl)O)Cl;CCCCOC(=O)C;-7.59
DIHYDROGEN;PHENYLAMINE;[HH];C1=CC=C(C=C1)N;2.11
MOLECULAR OXYGEN;PHENYLAMINE;O=O;C1=CC=C(C=C1)N;1.66
MOLECULAR NITROGEN;PHENYLAMINE;N#N;C1=CC=C(C=C1)N;1.97
NITROUS OXIDE;PHENYLAMINE;[N-]=[N+]=O;C1=CC=C(C=C1)N;-0.2
CARBON MONOXIDE;PHENYLAMINE;[C-]#[O+];C1=CC=C(C=C1)N;1.74
CARBON DIOXIDE;PHENYLAMINE;C(=O)=O;C1=CC=C(C=C1)N;-0.17
METHANE;PHENYLAMINE;C;C1=CC=C(C=C1)N;1.05
ETHANE;PHENYLAMINE;CC;C1=CC=C(C=C1)N;-0.23
PROPANE;PHENYLAMINE;CCC;C1=CC=C(C=C1)N;-0.79
N-BUTANE;PHENYLAMINE;CCCC;C1=CC=C(C=C1)N;-1.4
ISOBUTANE;PHENYLAMINE;CC(C)C;C1=CC=C(C=C1)N;-1.08
CYCLOPENTANE;PHENYLAMINE;C1CCCC1;C1=CC=C(C=C1)N;-2.55
CYCLOHEXANE;PHENYLAMINE;C1CCCCC1;C1=CC=C(C=C1)N;-3.01
ETHYLCYCLOHEXANE;PHENYLAMINE;CCC1CCCCC1;C1=CC=C(C=C1)N;-3.89
ETHYLENE;PHENYLAMINE;C=C;C1=CC=C(C=C1)N;-0.15
PROPENE;PHENYLAMINE;CC=C;C1=CC=C(C=C1)N;-1.08
BUTADIENE;PHENYLAMINE;C=CC=C;C1=CC=C(C=C1)N;-2.06
MONOCHLOROETHANE;PHENYLAMINE;CCCl;C1=CC=C(C=C1)N;-2.65
METHYL IODIDE;PHENYLAMINE;CI;C1=CC=C(C=C1)N;-3.07
ETHYL IODIDE;PHENYLAMINE;CCI;C1=CC=C(C=C1)N;-3.72
BENZENE;PHENYLAMINE;C1=CC=CC=C1;C1=CC=C(C=C1)N;-4.08
TERT-BUTYL CHLORIDE;PHENYLAMINE;CC(C)(C)Cl;C1=CC=C(C=C1)N;-2.93
PENT-1-ENE;PHENYLAMINE;CCCC=C;C1=CC=C(C=C1)N;-2.06
HEXENE;PHENYLAMINE;CCCCC=C;C1=CC=C(C=C1)N;-2.67
1-CHLOROPROPANE;PHENYLAMINE;CCCCl;C1=CC=C(C=C1)N;-3.14
HEPT-1-ENE;PHENYLAMINE;CCCCCC=C;C1=CC=C(C=C1)N;-3.24
ISOPENTANE;PHENYLAMINE;CCC(C)C;C1=CC=C(C=C1)N;-1.54
OCTENE;PHENYLAMINE;CCCCCCC=C;C1=CC=C(C=C1)N;-3.81
CYCLOHEXENE;PHENYLAMINE;C1CCC=CC1;C1=CC=C(C=C1)N;-3.49
HYDROGEN SULFIDE;PHENYLAMINE;S;C1=CC=C(C=C1)N;-1.7
2-METHYLBUT-1-ENE;PHENYLAMINE;CCC(=C)C;C1=CC=C(C=C1)N;-1.99
DIHYDROGEN;2-ETHOXYETHANOL;[HH];CCOCCO;1.7
ISOBUTANE;2-ETHOXYETHANOL;CC(C)C;CCOCCO;-1.45
CYCLOHEXANE;2-ETHOXYETHANOL;C1CCCCC1;CCOCCO;-3.49
BENZENE;2-ETHOXYETHANOL;C1=CC=CC=C1;CCOCCO;-4.13
TERT-BUTYL CHLORIDE;2-ETHOXYETHANOL;CC(C)(C)Cl;CCOCCO;-3.32
METHYLCYCLOPENTANE;2-ETHOXYETHANOL;CC1CCCC1;CCOCCO;-3.28
CYCLOHEXENE;2-ETHOXYETHANOL;C1CCC=CC1;CCOCCO;-3.73
METHYL FORMATE;2-ETHOXYETHANOL;COC=O;CCOCCO;-3.08
N-ETHYL PROPANOATE;2-ETHOXYETHANOL;CCC(=O)OCC;CCOCCO;-4.58
1,2-DICHLOROBENZENE;2-ETHOXYETHANOL;C1=CC=C(C(=C1)Cl)Cl;CCOCCO;-6.62
1,7-OCTADIENE;2-ETHOXYETHANOL;C=CCCCCC=C;CCOCCO;-4.37
4-VINYLCYCLOHEXENE;2-ETHOXYETHANOL;C=CC1CCC=CC1;CCOCCO;-4.68
P-CYMENE;2-ETHOXYETHANOL;CC1=CC=C(C=C1)C(C)C;CCOCCO;-5.98
DIHYDROGEN;NONANOL;[HH];CCCCCCCCCO;1.8
MOLECULAR OXYGEN;NONANOL;O=O;CCCCCCCCCO;1.06
MOLECULAR NITROGEN;NONANOL;N#N;CCCCCCCCCO;1.42
METHANE;NONANOL;C;CCCCCCCCCO;0.53
PERFLUOROMETHANE;NONANOL;C(F)(F)(F)F;CCCCCCCCCO;1.32
SULFUR HEXAFLUORIDE;NONANOL;FS(F)(F)(F)(F)F;CCCCCCCCCO;0.43
MOLECULAR OXYGEN;FLUOROBENZENE;O=O;C1=CC=C(C=C1)F;0.56
DIHYDROGEN;DECAN-1-OL;[HH];CCCCCCCCCCO;1.83
MOLECULAR OXYGEN;DECAN-1-OL;O=O;CCCCCCCCCCO;1.09
MOLECULAR NITROGEN;DECAN-1-OL;N#N;CCCCCCCCCCO;1.46
NITROUS OXIDE;DECAN-1-OL;[N-]=[N+]=O;CCCCCCCCCCO;-0.55
CARBON MONOXIDE;DECAN-1-OL;[C-]#[O+];CCCCCCCCCCO;1.24
CARBON DIOXIDE;DECAN-1-OL;C(=O)=O;CCCCCCCCCCO;-0.13
METHANE;DECAN-1-OL;C;CCCCCCCCCCO;0.56
CYCLOHEXANE;DECAN-1-OL;C1CCCCC1;CCCCCCCCCCO;-3.42
PERFLUOROMETHANE;DECAN-1-OL;C(F)(F)(F)F;CCCCCCCCCCO;1.36
SULFUR HEXAFLUORIDE;DECAN-1-OL;FS(F)(F)(F)(F)F;CCCCCCCCCCO;0.47
BENZENE;DECAN-1-OL;C1=CC=CC=C1;CCCCCCCCCCO;-3.59
2-BUTANOL;DECAN-1-OL;CCC(C)O;CCCCCCCCCCO;-5.32
1-BROMOBUTANE;DECAN-1-OL;CCCCBr;CCCCCCCCCCO;-4.19
CYCLOHEXANOL;DECAN-1-OL;C1CCC(CC1)O;CCCCCCCCCCO;-7.49
2-CHLOROETHANOL;DECAN-1-OL;C(CCl)O;CCCCCCCCCCO;-5.73
1,3-DICHLOROPROPANOL;DECAN-1-OL;C(C(CCl)O)Cl;CCCCCCCCCCO;-7.0
TETRACOSANE;DECAN-1-OL;CCCCCCCCCCCCCCCCCCCCCCCC;CCCCCCCCCCO;-15.23
DIHYDROGEN;2-ETHYLHEXANOL;[HH];CCCCC(CC)CO;1.64
CARBON MONOXIDE;N,N-DIMETHYLACETAMIDE;[C-]#[O+];CC(=O)N(C)C;1.35
SULFUR DIOXIDE;N,N-DIMETHYLACETAMIDE;O=S=O;CC(=O)N(C)C;-3.52
ETHANE;N,N-DIMETHYLACETAMIDE;CC;CC(=O)N(C)C;-0.48
PROPANE;N,N-DIMETHYLACETAMIDE;CCC;CC(=O)N(C)C;-1.09
N-BUTANE;N,N-DIMETHYLACETAMIDE;CCCC;CC(=O)N(C)C;-1.75
ISOHEXANE;N,N-DIMETHYLACETAMIDE;CCCC(C)C;CC(=O)N(C)C;-2.65
2,4-DIMETHYLPENTANE;N,N-DIMETHYLACETAMIDE;CC(C)CC(C)C;CC(=O)N(C)C;-2.96
2,3,4-TRIMETHYLPENTANE;N,N-DIMETHYLACETAMIDE;CC(C)C(C)C(C)C;CC(=O)N(C)C;-3.68
CYCLOHEXANE;N,N-DIMETHYLACETAMIDE;C1CCCCC1;CC(=O)N(C)C;-3.4
ETHYLCYCLOHEXANE;N,N-DIMETHYLACETAMIDE;CCC1CCCCC1;CC(=O)N(C)C;-4.2
ETHYLENE;N,N-DIMETHYLACETAMIDE;C=C;CC(=O)N(C)C;-0.45
(2E)-2-BUTENE;N,N-DIMETHYLACETAMIDE;C/C=C/C;CC(=O)N(C)C;-2.17
BUTADIENE;N,N-DIMETHYLACETAMIDE;C=CC=C;CC(=O)N(C)C;-2.56
MONOCHLOROETHANE;N,N-DIMETHYLACETAMIDE;CCCl;CC(=O)N(C)C;-2.93
METHYL IODIDE;N,N-DIMETHYLACETAMIDE;CI;CC(=O)N(C)C;-3.63
ETHYL IODIDE;N,N-DIMETHYLACETAMIDE;CCI;CC(=O)N(C)C;-3.97
2,2,2-TRIFLUOROETHANOL;N,N-DIMETHYLACETAMIDE;C(C(F)(F)F)O;CC(=O)N(C)C;-6.81
SULFUR HEXAFLUORIDE;N,N-DIMETHYLACETAMIDE;FS(F)(F)(F)(F)F;CC(=O)N(C)C;0.76
BENZENE;N,N-DIMETHYLACETAMIDE;C1=CC=CC=C1;CC(=O)N(C)C;-4.46
TERT-BUTYL CHLORIDE;N,N-DIMETHYLACETAMIDE;CC(C)(C)Cl;CC(=O)N(C)C;-3.1
TERT-BUTYL BROMIDE;N,N-DIMETHYLACETAMIDE;CC(C)(C)Br;CC(=O)N(C)C;-3.52
PENT-1-ENE;N,N-DIMETHYLACETAMIDE;CCCC=C;CC(=O)N(C)C;-2.35
3-METHYLBUT-1-ENE;N,N-DIMETHYLACETAMIDE;CC(C)C=C;CC(=O)N(C)C;-2.13
ISOPRENE;N,N-DIMETHYLACETAMIDE;CC(=C)C=C;CC(=O)N(C)C;-2.89
2-BUTANOL;N,N-DIMETHYLACETAMIDE;CCC(C)O;CC(=O)N(C)C;-5.89
2,5-DIMETHYLHEXANE;N,N-DIMETHYLACETAMIDE;CC(C)CCC(C)C;CC(=O)N(C)C;-3.52
ISOPENTANE;N,N-DIMETHYLACETAMIDE;CCC(C)C;CC(=O)N(C)C;-1.98
2-METHYLBUT-2-ENE;N,N-DIMETHYLACETAMIDE;CC=C(C)C;CC(=O)N(C)C;-2.58
CYCLOHEXENE;N,N-DIMETHYLACETAMIDE;C1CCC=CC1;CC(=O)N(C)C;-3.48
TRICHLOROETHYLENE;N,N-DIMETHYLACETAMIDE;C(=C(Cl)Cl)Cl;CC(=O)N(C)C;-4.8
METHYL FORMATE;N,N-DIMETHYLACETAMIDE;COC=O;CC(=O)N(C)C;-3.41
HYDROGEN SULFIDE;N,N-DIMETHYLACETAMIDE;S;CC(=O)N(C)C;-2.25
CIS-PIPERYLENE;N,N-DIMETHYLACETAMIDE;C/C=C\C=C;CC(=O)N(C)C;-3.12
TRANS-PIPERYLENE;N,N-DIMETHYLACETAMIDE;C/C=C/C=C;CC(=O)N(C)C;-3.07
ETHANAL;N,N-DIMETHYLACETAMIDE;CC=O;CC(=O)N(C)C;-3.22
ISOBUTYRALDEHYDE;N,N-DIMETHYLACETAMIDE;CC(C)C=O;CC(=O)N(C)C;-4.04
FURAN;N,N-DIMETHYLACETAMIDE;C1=COC=C1;CC(=O)N(C)C;-3.72
CYCLOHEXANE;1-CHLOROBUTANE;C1CCCCC1;CCCCCl;-4.18
METHYL IODIDE;1-CHLOROBUTANE;CI;CCCCCl;-3.44
ETHYL IODIDE;1-CHLOROBUTANE;CCI;CCCCCl;-4.1
BENZENE;1-CHLOROBUTANE;C1=CC=CC=C1;CCCCCl;-4.46
1-CHLOROPROPANE;1-CHLOROBUTANE;CCCCl;CCCCCl;-3.69
2-BUTANOL;1-CHLOROBUTANE;CCC(C)O;CCCCCl;-4.17
1,1,1-TRICHLOROETHANE;1-CHLOROBUTANE;CC(Cl)(Cl)Cl;CCCCCl;-4.33
CYCLOHEXENE;1-CHLOROBUTANE;C1CCC=CC1;CCCCCl;-4.37
CYCLOPENTANONE;1-CHLOROBUTANE;C1CCC(=O)C1;CCCCCl;-5.46
2,4,4-TRIMETHYLPENT-1-ENE;1-CHLOROBUTANE;CC(=C)CC(C)(C)C;CCCCCl;-4.75
MOLECULAR IODINE;1-CHLOROBUTANE;II;CCCCCl;-5.64
HEXACHLOROBENZENE;1-CHLOROBUTANE;C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl;CCCCCl;-10.63
2-CHLOROBUTANE;1-CHLOROBUTANE;CCC(C)Cl;CCCCCl;-4.16
DIETHOXYMETHANE;1-CHLOROBUTANE;CCOCOCC;CCCCCl;-4.67
DIMETHOXYETHANE;1-CHLOROBUTANE;COCCOC;CCCCCl;-4.61
DIURON;1-CHLOROBUTANE;CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl;CCCCCl;-13.31
DIHYDROGEN;N-BUTANOL;[HH];CCCCO;1.57
MOLECULAR OXYGEN;N-BUTANOL;O=O;CCCCO;0.93
MOLECULAR NITROGEN;N-BUTANOL;N#N;CCCCO;1.24
NITROUS OXIDE;N-BUTANOL;[N-]=[N+]=O;CCCCO;-0.55
CARBON DIOXIDE;N-BUTANOL;C(=O)=O;CCCCO;-0.4
METHANE;N-BUTANOL;C;CCCCO;0.42
ETHANE;N-BUTANOL;CC;CCCCO;-0.63
PROPANE;N-BUTANOL;CCC;CCCCO;-1.35
N-BUTANE;N-BUTANOL;CCCC;CCCCO;-1.87
ISOBUTANE;N-BUTANOL;CC(C)C;CCCCO;-1.91
ISOHEXANE;N-BUTANOL;CCCC(C)C;CCCCO;-3.12
2,4-DIMETHYLPENTANE;N-BUTANOL;CC(C)CC(C)C;CCCCO;-3.5
2,3,4-TRIMETHYLPENTANE;N-BUTANOL;CC(C)C(C)C(C)C;CCCCO;-4.23
CYCLOHEXANE;N-BUTANOL;C1CCCCC1;CCCCO;-3.72
ETHYLCYCLOHEXANE;N-BUTANOL;CCC1CCCCC1;CCCCO;-4.7
ETHYLENE;N-BUTANOL;C=C;CCCCO;-0.46
PROPENE;N-BUTANOL;CC=C;CCCCO;-1.41
(2E)-2-BUTENE;N-BUTANOL;C/C=C/C;CCCCO;-2.14
(2Z)-2-BUTENE;N-BUTANOL;C/C=C\C;CCCCO;-2.22
BUTADIENE;N-BUTANOL;C=CC=C;CCCCO;-2.11
ACETYLENE;N-BUTANOL;C#C;CCCCO;-0.82
PERFLUOROMETHANE;N-BUTANOL;C(F)(F)(F)F;CCCCO;1.11
MONOCHLOROETHANE;N-BUTANOL;CCCl;CCCCO;-2.5
METHYL IODIDE;N-BUTANOL;CI;CCCCO;-3.04
ETHYL IODIDE;N-BUTANOL;CCI;CCCCO;-3.62
DIMETHYL ETHER;N-BUTANOL;COC;CCCCO;-2.05
AMMONIA;N-BUTANOL;N;CCCCO;-2.4
SULFUR HEXAFLUORIDE;N-BUTANOL;FS(F)(F)(F)(F)F;CCCCO;0.26
BENZENE;N-BUTANOL;C1=CC=CC=C1;CCCCO;-3.92
TRIMETHYLAMINE;N-BUTANOL;CN(C)C;CCCCO;-2.91
CYCLOPROPANE;N-BUTANOL;C1CC1;CCCCO;-1.72
1-BUTENE;N-BUTANOL;CCC=C;CCCCO;-2.01
ISOBUTENE;N-BUTANOL;CC(=C)C;CCCCO;-2.17
TERT-BUTYL CHLORIDE;N-BUTANOL;CC(C)(C)Cl;CCCCO;-2.96
TERT-BUTYL BROMIDE;N-BUTANOL;CC(C)(C)Br;CCCCO;-3.3
BENZYL CHLORIDE;N-BUTANOL;C1=CC=C(C=C1)CCl;CCCCO;-6.1
BENZYL BROMIDE;N-BUTANOL;C1=CC=C(C=C1)CBr;CCCCO;-6.37
3-MEPY;N-BUTANOL;CC1=CN=CC=C1;CCCCO;-6.41
3-METHYLPENTANE;N-BUTANOL;CCC(C)CC;CCCCO;-3.19
2,2-DIMETHYLBUTANE;N-BUTANOL;CCC(C)(C)C;CCCCO;-2.89
2,3-DIMETHYLBUTANE;N-BUTANOL;CC(C)C(C)C;CCCCO;-3.07
PENT-1-ENE;N-BUTANOL;CCCC=C;CCCCO;-2.65
3-METHYLBUT-1-ENE;N-BUTANOL;CC(C)C=C;CCCCO;-2.5
HEXENE;N-BUTANOL;CCCCC=C;CCCCO;-3.22
ISOPRENE;N-BUTANOL;CC(=C)C=C;CCCCO;-2.89
1-CHLOROPROPANE;N-BUTANOL;CCCCl;CCCCO;-3.17
ACROLEIN;N-BUTANOL;C=CC=O;CCCCO;-3.21
METHYLAMINE;N-BUTANOL;CN;CCCCO;-2.89
2-BUTANOL;N-BUTANOL;CCC(C)O;CCCCO;-5.5
DIHYDROGEN;NONANE;[HH];CCCCCCCCC;1.39
MOLECULAR OXYGEN;NONANE;O=O;CCCCCCCCC;0.73
MOLECULAR NITROGEN;NONANE;N#N;CCCCCCCCC;1.01
METHANE;NONANE;C;CCCCCCCCC;0.2
ETHANE;NONANE;CC;CCCCCCCCC;-0.93
PROPANE;NONANE;CCC;CCCCCCCCC;-1.71
N-BUTANE;NONANE;CCCC;CCCCCCCCC;-2.47
ISOBUTANE;NONANE;CC(C)C;CCCCCCCCC;-2.26
ISOHEXANE;NONANE;CCCC(C)C;CCCCCCCCC;-3.67
2,4-DIMETHYLPENTANE;NONANE;CC(C)CC(C)C;CCCCCCCCC;-4.09
2,3,4-TRIMETHYLPENTANE;NONANE;CC(C)C(C)C(C)C;CCCCCCCCC;-4.87
CYCLOHEXANE;NONANE;C1CCCCC1;CCCCCCCCC;-4.13
ETHYLCYCLOHEXANE;NONANE;CCC1CCCCC1;CCCCCCCCC;-5.32
ETHYLENE;NONANE;C=C;CCCCCCCCC;-0.58
