Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
CYCLOHEXANE;ANISOLE;C1CCCCC1;COC1=CC=CC=C1;-3.8
METHYL ACETATE;METHYL ACETATE;CC(=O)OC;CC(=O)OC;-4.14
TERT-BUTYL CHLORIDE;N-BUTANOL;CC(C)(C)Cl;CCCCO;-2.96
HEXANE;1-METHYL-2-PIPERIDINONE;CCCCCC;CN1CCCCC1=O;-2.78
BUTYRALDEHYDE;METHANOL;CCCC=O;CO;-4.34
2-PICOLINE;ISOBUTANOL;Cc1ccccn1;CC(C)CO;-6.19
2,4-PENTANDIONE;IODOBENZENE;CC(=O)CC(=O)C;C1=CC=C(C=C1)I;-5.91
2-hydroxybenzaldehyde;water;c1ccc(c(c1)C=O)O;O;-0.22809735347982554
TOLUENE;5,8,11,14-TETRAOXAOCTADECANE;CC1=CC=CC=C1;CCCCOCCOCCOCCOCCCC;-4.87
METHYL ACETATE;5,8,11,14-TETRAOXAOCTADECANE;CC(=O)OC;CCCCOCCOCCOCCOCCCC;-3.48
OCTANE;ISOPROPANOL;CCCCCCCC;CC(C)O;-4.32
BUTADIENE;1-PROPANOL;C=CC=C;CCCO;-2.16
PERFLUOROMETHANE;DIMETHYLFORMAMIDE;C(F)(F)(F)F;CN(C)C=O;1.56
ETBE;N-ETHYLFORMAMIDE;CCOC(C)(C)C;CCNC=O;-3.38
CARBON MONOXIDE;METHYL ACETATE;[C-]#[O+];CC(=O)OC;0.79
CHLOROMETHANE;ACETONE;CCl;CC(=O)C;-2.52
ETHANOL;DIMETHYL SULFOXIDE;CCO;CS(=O)C;-5.34
N-BUTANOL;CARBON TETRACHLORIDE;CCCCO;C(Cl)(Cl)(Cl)Cl;-4.32
TERT-BUTYL CHLORIDE;ACETIC ACID;CC(C)(C)Cl;CC(=O)O;-3.06
ISOHEXANE;ACETONE;CCCC(C)C;CC(=O)C;-3.06
N-BUTANE;1-OCTANOL;CCCC;CCCCCCCCO;-2.09
PYRIDINE;N-BUTANOL;c1ccncc1;CCCCO;-5.39
[(2S)-butan-2-yl]benzene;water;CC[C@H](C)c1ccccc1;O;0.8720835586403545
2-methoxy-4-propylphenol;water;CCCc1ccc(c(c1)OC)O;O;-0.37894958256486205
BUTADIENE;PENTANOL;C=CC=C;CCCCCO;-2.11
PROPANE;ACETONE;CCC;CC(=O)C;-1.36
ETHANOL;HEXADECANE;CCO;CCCCCCCCCCCCCCCC;-2.03
ISOBUTYRALDEHYDE;N,N-DIBUTYLFORMAMIDE;CC(C)C=O;CCCCN(CCCC)C=O;-3.78
BENZENE;ACETIC ACID;C1=CC=CC=C1;CC(=O)O;-3.85
sulfane;water;S;O;0.8070610461037009
METHYL FORMATE;1-OCTANOL;COC=O;CCCCCCCCO;-2.39
ETHANOL;DODECANE;CCO;CCCCCCCCCCCC;-2.06
NITROUS OXIDE;CHLOROFORM;[N-]=[N+]=O;C(Cl)(Cl)Cl;-0.97
PHENYLETHYL ALCOHOL;CHLOROFORM;C1=CC=C(C=C1)CCO;C(Cl)(Cl)Cl;-8.58
DECAN-1-OL;DECAN-1-OL;CCCCCCCCCCO;CCCCCCCCCCO;-9.59
1,7-OCTADIENE;2-ETHOXYETHANOL;C=CCCCCC=C;CCOCCO;-4.37
DICHLOROETHANE;METHYL TERT-BUTYL ETHER;C(CCl)Cl;CC(C)(C)OC;-4.35
1,4-dimethylpiperazine;water;CN1CCN(CC1)C;O;-0.9823584989050083
SULFUR DIOXIDE;TETRAHYDROFURAN;O=S=O;C1CCOC1;-3.93
ETHYL ACETATE;HEPTANE;CCOC(=O)C;CCCCCCC;-3.53
CYCLOHEXANE;BUTYRONITRILE;C1CCCCC1;CCCC#N;-3.55
HEXANE;1-PROPANOL;CCCCCC;CCCO;-3.11
TOLUENE;1,2-PROPANEDIOL;Cc1ccccc1;CC(CO)O;-3.61
3-hydroxybenzonitrile;water;c1cc(cc(c1)O)C#N;O;-1.5207449027085007
ACETONE;ETHYL ACETATE;CC(=O)C;CCOC(=O)C;-3.9
(2S)-1-butoxypropan-2-ol;water;CCCCOC[C@H](C)O;O;-0.5011919061337712
CHLOROBENZENE;DECANE;c1ccc(cc1)Cl;CCCCCCCCCC;-4.93
PROPENE;METHANOL;CC=C;CO;-1.3
PENTANE;1-HEXADECENE;CCCCC;CCCCCCCCCCCCCCC=C;-2.88
MONOCHLOROETHANE;ISOPROPANOL;CCCl;CC(C)O;-2.47
CYCLOHEXENE;BENZONITRILE;C1CCC=CC1;C1=CC=C(C=C1)C#N;-3.95
MOLECULAR NITROGEN;PHENYLAMINE;N#N;C1=CC=C(C=C1)N;1.97
NITROBENZENE;ETHYLENE GLYCOL;C1=CC=C(C=C1)[N+](=O)[O-];C(CO)O;-6.06
METHANOL;METHYL TERT-BUTYL ETHER;CO;CC(C)(C)OC;-3.45
3-METHYLBUT-1-ENE;TOLUENE;CC(C)C=C;CC1=CC=CC=C1;-2.93
HEPTANE;CARBON DISULFIDE;CCCCCCC;C(=S)=S;-4.74
CYCLOHEXANE;DIMETHYL SULFOXIDE;C1CCCCC1;CS(=O)C;-2.56
CYCLOPENTANE;4-FORMYLMORPHOLINE;C1CCCC1;C1COCCN1C=O;-2.22
ETHANAL;1-METHYL-2-PIPERIDINONE;CC=O;CN1CCCCC1=O;-3.04
T-BUTYLBENZENE;ISOPROPANOL;CC(C)(C)C1=CC=CC=C1;CC(C)O;-5.59
OCTANE;1,2-PROPANEDIOL;CCCCCCCC;CC(CO)O;-2.72
WATER;FORMAMIDE;O;C(=O)N;-5.68
SULFUR HEXAFLUORIDE;NONANOL;FS(F)(F)(F)(F)F;CCCCCCCCCO;0.43
DIHYDROGEN;N-BUTANOL;[HH];CCCCO;1.57
FURFURAL;DECANE;C1=COC(=C1)C=O;CCCCCCCCCC;-4.51
ETHANE;DIIODOMETHANE;CC;C(I)I;0.34
CYCLOPENTANONE;CARBON TETRACHLORIDE;C1CCC(=O)C1;C(Cl)(Cl)(Cl)Cl;-5.28
TOLUENE;BUTANONE;Cc1ccccc1;CCC(=O)C;-5.1
MOLECULAR OXYGEN;1,4-DIOXANE;O=O;C1COCCO1;1.11
ETHANOL;ISOBUTANOL;CCO;CC(C)CO;-4.79
TETRAHYDROFURAN;N-METHYLPYRROLIDONE;C1CCOC1;CN1CCCC1=O;-4.04
1,2-dichloroethane;water;C(CCl)Cl;O;0.5235628914438908
OCTANE;BENZONITRILE;CCCCCCCC;c1ccc(cc1)C#N;-4.36
DECANE;PROPYLENE CARBONATE;CCCCCCCCCC;CC1COC(=O)O1;-4.05
NITRIC OXIDE;CARBON TETRACHLORIDE;[N]=O;C(Cl)(Cl)(Cl)Cl;0.61
ETHYLBENZENE;2-BUTOXYETHANOL;CCc1ccccc1;CCCCOCCO;-5.23
TETRAHYDROPYRAN;HEXADECANE;C1CCOCC1;CCCCCCCCCCCCCCCC;-4.08
TERT-BUTYL BROMIDE;N-METHYLPYRROLIDONE;CC(C)(C)Br;CN1CCCC1=O;-3.44
PENT-1-ENE;TOLUENE;CCCC=C;CC1=CC=CC=C1;-3.11
CARBON DIOXIDE;2-BUTANOL;C(=O)=O;CCC(C)O;-0.33
BUT-1-YNE;DIMETHYLFORMAMIDE;CCC#C;CN(C)C=O;-2.92
DIMETHYL ETHER;2-METHYLBUTAN-1-OL;COC;CCC(C)CO;-2.05
HEXENE;PENTANOL;CCCCC=C;CCCCCO;-3.3
(2E)-2-BUTENE;ISOBUTANOL;C/C=C/C;CC(C)CO;-2.14
1-PROPANOL;FORMAMIDE;CCCO;C(=O)N;-4.84
CARBON TETRACHLORIDE;CYCLOHEXANONE;C(Cl)(Cl)(Cl)Cl;C1CCC(=O)CC1;-4.32
ISOPENTANE;N-METHYLFORMAMIDE;CCC(C)C;CNC=O;-1.57
M-CRESOL;CHLOROFORM;Cc1cccc(c1)O;C(Cl)(Cl)Cl;-7.49
PROPYL ETHER;TERT-BUTANOL;CCCOCCC;CC(C)(C)O;-4.13
ETHYLCYCLOHEXANE;CARBON DISULFIDE;CCC1CCCCC1;C(=S)=S;-5.65
NITROMETHANE;ANISOLE;C[N+](=O)[O-];COc1ccccc1;-4.59
TOLUENE;1-METHYL-2-PIPERIDINONE;CC1=CC=CC=C1;CN1CCCCC1=O;-5.02
PROPIONIC ACID;HEXADECANE;CCC(=O)O;CCCCCCCCCCCCCCCC;-3.12
ETHANE;N-METHYLPYRROLIDONE;CC;CN1CCCC1=O;-0.31
PENTANOL;CHLOROFORM;CCCCCO;C(Cl)(Cl)Cl;-6.0
N,N-dimethylmethanamine;water;CN(C)C;O;0.15683592073716407
CARBON TETRACHLORIDE;N,N-DIMETHYLACETAMIDE;C(Cl)(Cl)(Cl)Cl;CC(=O)N(C)C;-4.52
1,2,4-trichlorobenzene;water;c1cc(c(cc1Cl)Cl)Cl;O;0.6978232250421226
(1S,2S,5S,6S,7R)-1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene;water;C1=C[C@@H]([C@@H]2[C@H]1[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl;O;0.3258944533324637
ETHYL ACETATE;2,2,4-TRIMETHYLPENTANE;CCOC(=O)C;CC(C)CC(C)(C)C;-3.53
SULFUR HEXAFLUORIDE;1-PROPANOL;FS(F)(F)(F)(F)F;CCCO;0.18
MOLECULAR NITROGEN;CHLOROFORM;N#N;C(Cl)(Cl)Cl;1.19
4-hydroxybenzonitrile;water;c1cc(ccc1C#N)O;O;-1.6559917287847403
UNDECANE;HEXANE;CCCCCCCCCCC;CCCCCC;-7.56
methyl cyclopropanecarboxylate;water;COC(=O)C1CC1;O;-0.077245124394789
FLUOROBENZENE;METHOXYETHANOL;c1ccc(cc1)F;COCCO;-4.41
3-METHYLBUT-1-ENE;OCTANE;CC(C)C=C;CCCCCCCC;-2.92
PENTANE;1-ETHYL-2-PYRROLIDINONE;CCCCC;CCN1CCCC1=O;-2.24
NITROMETHANE;1-PROPANOL;C[N+](=O)[O-];CCCO;-3.89
METHOXYETHANOL;METHOXYETHANOL;COCCO;COCCO;-5.96
ETHANOL;ACETONE;CCO;CC(=O)C;-4.42
DIETHYL ETHER;1-OCTANOL;CCOCC;CCCCCCCCO;-2.99
IODOBENZENE;HEXADECANE;c1ccc(cc1)I;CCCCCCCCCCCCCCCC;-6.25
ETHANOL;N,N-DIBUTYLFORMAMIDE;CCO;CCCCN(CCCC)C=O;-4.53
PHTHALONITRILE;CHLOROFORM;C1=CC=C(C(=C1)C#N)C#N;C(Cl)(Cl)Cl;-11.19
3-phenylpropan-1-ol;water;c1ccc(cc1)CCCO;O;-0.8106990658082425
4-NITROPHENOL;CHLOROFORM;C1=CC(=CC=C1[N+](=O)[O-])O;C(Cl)(Cl)Cl;-10.93
PROPYLAMINE;CARBON TETRACHLORIDE;CCCN;C(Cl)(Cl)(Cl)Cl;-3.59
PENT-1-YNE;HEXADECANE;CCCC#C;CCCCCCCCCCCCCCCC;-2.74
METHANOL;M-XYLENE;CO;Cc1cccc(c1)C;-2.42
1-ETHOXYBUTANE;CARBON TETRACHLORIDE;CCCCOCC;C(Cl)(Cl)(Cl)Cl;-4.91
cyclopentanone;water;C1CCC(=O)C1;O;-0.23329915448275795
HEPTANE;1-METHYL-2-PIPERIDINONE;CCCCCCC;CN1CCCCC1=O;-3.41
N-BUTANOL;BUTANONE;CCCCO;CCC(=O)C;-5.66
CHLOROBENZENE;ISOBUTANOL;c1ccc(cc1)Cl;CC(C)CO;-5.09
N-BUTANE;NONANE;CCCC;CCCCCCCCC;-2.47
2-OCTANONE;FORMAMIDE;CCCCCCC(=O)C;C(=O)N;-5.06
TOLUENE;BENZONITRILE;Cc1ccccc1;c1ccc(cc1)C#N;-5.03
METHYL ACETATE;N,N-DIMETHYLACETAMIDE;CC(=O)OC;CC(=O)N(C)C;-3.77
ethane-1,2-diol;water;C(CO)O;O;-1.4297133851571857
CYCLOHEXANONE;CARBON TETRACHLORIDE;C1CCC(=O)CC1;C(Cl)(Cl)(Cl)Cl;-6.23
OCTANE;DIMETHYL SULFOXIDE;CCCCCCCC;CS(=O)C;-2.78
ETHYLAMINE;DECANE;CCN;CCCCCCCCCC;-1.93
PENTANE;1-OCTANOL;CCCCC;CCCCCCCCO;-2.66
BENZYL CHLORIDE;1-PROPANOL;C1=CC=C(C=C1)CCl;CCCO;-6.02
HEPTANE;BUTYL ACETATE;CCCCCCC;CCCCOC(=O)C;-4.23
VALERALDEHYDE;4-FORMYLMORPHOLINE;CCCCC=O;C1COCCN1C=O;-4.49
CARBON TETRACHLORIDE;HEPTANE;C(Cl)(Cl)(Cl)Cl;CCCCCCC;-4.09
PENTAN-2-ONE;N-METHYLPYRROLIDONE;CCCC(=O)C;CN1CCCC1=O;-4.73
N-methylmethanamine;water;CNC;O;-0.1266622339226459
2-UNDECANONE;HEXADECANE;CCCCCCCCCC(=O)C;CCCCCCCCCCCCCCCC;-7.86
PENTAN-2-ONE;TRIBUTYL PHOSPHATE;CCCC(=O)C;CCCCOP(=O)(OCCCC)OCCCC;-4.6
2,4-DIMETHYLPENTANE;HEPTANE;CC(C)CC(C)C;CCCCCCC;-4.21
HEXANE;TETRAHYDROPYRAN;CCCCCC;C1CCOCC1;-3.55
BUTANONE;BENZONITRILE;CCC(=O)C;c1ccc(cc1)C#N;-4.58
TOLUENE;ACETONE;Cc1ccccc1;CC(=O)C;-4.98
N-BUTANOL;DIBUTYL ETHER;CCCCO;CCCCOCCCC;-4.68
CARBON MONOXIDE;ISOPROPANOL;[C-]#[O+];CC(C)O;0.98
CARBON MONOXIDE;CARBON TETRACHLORIDE;[C-]#[O+];C(Cl)(Cl)(Cl)Cl;0.9
oxane;water;C1CCOCC1;O;0.17764312474889327
N-BUTANE;3-METHYLBUTAN-1-OL;CCCC;CC(C)CCO;-2.02
BENZENE;DECANE;C1=CC=CC=C1;CCCCCCCCCC;-3.98
CYCLOPROPANE;ACETIC ACID;C1CC1;CC(=O)O;-1.67
1,1-DIFLUOROETHANE;M-XYLENE;CC(F)F;CC1=CC(=CC=C1)C;-1.63
NITROMETHANE;PERFLUOROBENZENE;C[N+](=O)[O-];c1(c(c(c(c(c1F)F)F)F)F)F;-4.14
ETHYL SALICYLATE;CARBON TETRACHLORIDE;CCOC(=O)C1=CC=CC=C1O;C(Cl)(Cl)(Cl)Cl;-8.27
trimethoxymethane;water;COC(OC)OC;O;-0.1604739404417058
METHANE;DIMETHYLFORMAMIDE;C;CN(C)C=O;0.71
NITROETHANE;DIIODOMETHANE;CC[N+](=O)[O-];C(I)I;-4.28
BUTANONE;2-BUTANOL;CCC(=O)C;CCC(C)O;-4.16
CYCLOHEXANE;PROPIONITRILE;C1CCCCC1;CCC#N;-3.37
METHANE;DECANE;C;CCCCCCCCCC;0.24
PENTAN-2-ONE;HEPTANE;CCCC(=O)C;CCCCCCC;-4.07
ETHANOL;N-METHYLACETAMIDE;CCO;C/C(=N/C)/O;-4.98
TETRACHLOROETHYLENE;BUTANONE;C(=C(Cl)Cl)(Cl)Cl;CCC(=O)C;-4.98
(ethyldisulfanyl)ethane;water;CCSSCC;O;0.562576398965883
CHLOROBENZENE;DICHLOROMETHANE;c1ccc(cc1)Cl;C(Cl)Cl;-5.9
ACETONE;METHYL ACETATE;CC(=O)C;CC(=O)OC;-4.02
2-CHLORO-1,1-DIFLUOROETHENE;N-METHYLPYRROLIDONE;C(=C(F)F)Cl;CN1CCCC1=O;-2.26
CYCLOHEXANE;CHLOROFORM;C1CCCCC1;C(Cl)(Cl)Cl;-4.45
bromoform;water;C(Br)(Br)Br;O;0.43513227439404184
heptan-4-one;water;CCCC(=O)CCC;O;0.22966113477821623
TOLUENE;ACETONITRILE;Cc1ccccc1;CC#N;-4.73
phenylmethanol;water;c1ccc(cc1)CO;O;-0.7326720507642581
1,4-DIOXANE;NITROBENZENE;C1COCCO1;c1ccc(cc1)[N+](=O)[O-];-5.15
MOLECULAR NITROGEN;DIETHYL ETHER;N#N;CCOCC;0.75
ISOBUTANOL;N,N-DIMETHYLACETAMIDE;CC(C)CO;CC(=O)N(C)C;-6.04
NITRIC OXIDE;TOLUENE;[N]=O;CC1=CC=CC=C1;0.81
(1S,2R,8S,9R)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide;water;C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl;O;-0.11105683091384912
2-propan-2-yloxypropane;water;CC(C)OC(C)C;O;0.8512763546286254
4-N-ethyl-6-methylsulfanyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine;water;CCNc1nc(nc(n1)SC)NC(C)C;O;-1.0005648024152713
2,3,4-TRIMETHYLPENTANE;1,4-DIOXANE;CC(C)C(C)C(C)C;C1COCCO1;-4.12
METHANE;NONANOL;C;CCCCCCCCCO;0.53
1-CHLOROPROPANE;HEXANE;CCCCl;CCCCCC;-3.37
ETHYLBENZENE;1-HEXADECENE;CCC1=CC=CC=C1;CCCCCCCCCCCCCCC=C;-5.08
PENTANE;ACETIC ACID;CCCCC;CC(=O)O;-2.06
1,2-DICHLOROBENZENE;CARBON TETRACHLORIDE;C1=CC=C(C(=C1)Cl)Cl;C(Cl)(Cl)(Cl)Cl;-6.79
TETRACHLOROETHYLENE;1,2-Dichlorethane;C(=C(Cl)Cl)(Cl)Cl;C(CCl)Cl;-5.05
MOLECULAR NITROGEN;N-METHYLPYRROLIDONE;N#N;CN1CCCC1=O;1.71
1,4-DIOXANE;N,N-DIBUTYLFORMAMIDE;C1COCCO1;CCCCN(CCCC)C=O;-4.58
2,3,4-TRIMETHYLPENTANE;BUTYRONITRILE;CC(C)C(C)C(C)C;CCCC#N;-4.1
1-PROPANOL;HEXANE;CCCO;CCCCCC;-3.02
P-XYLENE;PROPYLENE CARBONATE;Cc1ccc(cc1)C;CC1COC(=O)O1;-4.83
VALERONITRILE;HEXADECANE;CCCCC#N;CCCCCCCCCCCCCCCC;-4.17
BUTYRONITRILE;TRIBUTYL PHOSPHATE;CCCC#N;CCCCOP(=O)(OCCCC)OCCCC;-4.94
2-BUTANOL;DIIODOMETHANE;CCC(C)O;C(I)I;-3.63
Daiflon S2;N-BUTANOL;C(C(F)(Cl)Cl)(F)(Cl)Cl;CCCCO;-3.7
2,6-dichloro-4-hydroxy-3,5-dimethoxybenzaldehyde;water;COc1c(c(c(c(c1Cl)C=O)Cl)OC)O;O;-1.2684575540662844
1-BUTENE;ISOPROPANOL;CCC=C;CC(C)O;-1.98
PROPYLENE CARBONATE;CHLOROFORM;CC1COC(=O)O1;C(Cl)(Cl)Cl;-7.59
M-XYLENE;4-FORMYLMORPHOLINE;Cc1cccc(c1)C;C1COCCN1C=O;-5.03
HEPT-1-ENE;FORMAMIDE;CCCCCC=C;C(=O)N;-1.24
ISOPRENE;N-ETHYLACETAMIDE;CC(=C)C=C;CCNC(=O)C;-2.81
ethyl formate;water;CCOC=O;O;0.3232935528309975
2,3,4-TRIMETHYLPENTANE;HEPTANE;CC(C)C(C)C(C)C;CCCCCCC;-4.97
ACETYLENE;METHYL ACETATE;C#C;CC(=O)OC;-1.76
1,1,1-TRICHLOROETHANE;ISOPROPANOL;CC(Cl)(Cl)Cl;CC(C)O;-3.56
ACETONE;N-ETHYLFORMAMIDE;CC(=O)C;CCNC=O;-3.72
N-BUTYLAMINE;DECANE;CCCCN;CCCCCCCCCC;-3.4
ETHYL ACETATE;TETRAHYDROFURAN;CCOC(=O)C;C1CCOC1;-4.56
BENZENE;N-ETHYLFORMAMIDE;C1=CC=CC=C1;CCNC=O;-3.94
BENZENE;P-XYLENE;C1=CC=CC=C1;CC1=CC=C(C=C1)C;-4.37
N-BUTANOL;DECANE;CCCCO;CCCCCCCCCC;-3.77
MOLECULAR OXYGEN;ISOBUTANOL;O=O;CC(C)CO;0.89
1,2-DIBROMOETHANE;HEXADECANE;C(CBr)Br;CCCCCCCCCCCCCCCC;-5.46
BUTYRALDEHYDE;2,2,4-TRIMETHYLPENTANE;CCCC=O;CC(C)CC(C)(C)C;-3.45
AMMONIA;ETHANOL;N;CCO;-2.74
1,3-DICHLOROBENZENE;1-OCTANOL;C1=CC(=CC(=C1)Cl)Cl;CCCCCCCCO;-5.63
BUTYL ACETATE;SULFOLANE;CCCCOC(=O)C;C1CCS(=O)(=O)C1;-4.82
CYCLOPENTYLAMINE;HEPTANE;C1CCC(C1)N;CCCCCCC;-3.96
SULFUR HEXAFLUORIDE;M-XYLENE;FS(F)(F)(F)(F)F;CC1=CC(=CC=C1)C;0.19
TRANS-1,2-DIMETHYLCYCLOHEXANE;TRIBUTYL PHOSPHATE;C[C@@H]1CCCC[C@H]1C;CCCCOP(=O)(OCCCC)OCCCC;-4.49
NITRIC OXIDE;HEXANE;[N]=O;CCCCCC;0.45
2-PICOLINE;2-BUTANOL;Cc1ccccn1;CCC(C)O;-6.0
PROPYL ETHER;METHANOL;CCCOCCC;CO;-3.94
METHYLCYCLOHEXANE;METHYL TERT-BUTYL ETHER;CC1CCCCC1;CC(C)(C)OC;-4.8
BUTANONE;1-OCTANOL;CCC(=O)C;CCCCCCCCO;-3.78
1-CHLOROPENTANE;1,4-DIOXANE;CCCCCCl;C1COCCO1;-4.84
ETHANAL;N,N-DIETHYLACETAMIDE;CC=O;CCN(CC)C(=O)C;-3.06
4-PICOLINE;2,2,4-TRIMETHYLPENTANE;CC1=CC=NC=C1;CC(C)CC(C)(C)C;-4.95
2-ETHOXYETHANOL;2-ETHOXYETHANOL;CCOCCO;CCOCCO;-6.23
CYCLOHEXANE;2-BUTANOL;C1CCCCC1;CCC(C)O;-3.64
PROPANE;METHANOL;CCC;CO;-1.15
HEPTANE;DODECANE;CCCCCCC;CCCCCCCCCCCC;-4.42
2,5-DIMETHYLHEXANE;DICHLOROMETHANE;CC(C)CCC(C)C;C(Cl)Cl;-4.64
SULFUR HEXAFLUORIDE;PENTANOL;FS(F)(F)(F)(F)F;CCCCCO;0.29
ETHYLCYCLOHEXANE;ETHANOL;CCC1CCCCC1;CCO;-4.46
diethoxyphosphinothioylsulfanylmethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane;water;CCOP(=S)(OCC)SCSP(=S)(OCC)OCC;O;-0.5974252246880184
1-PROPANOL;1-OCTANOL;CCCO;CCCCCCCCO;-5.02
PENT-1-ENE;P-XYLENE;CCCC=C;CC1=CC=C(C=C1)C;-3.11
1,2-DICHLOROBENZENE;DIMETHYLFORMAMIDE;C1=CC=C(C(=C1)Cl)Cl;CN(C)C=O;-6.82
CYCLOHEXENE;N,N-DIBUTYLFORMAMIDE;C1CCC=CC1;CCCCN(CCCC)C=O;-3.89
DIISOPROPYL ETHER;DIMETHYLFORMAMIDE;CC(C)OC(C)C;CN(C)C=O;-3.19
ACETONITRILE;DIBUTYL ETHER;CC#N;CCCCOCCCC;-2.89
TRICHLOROETHYLENE;TRIBUTYL PHOSPHATE;C(=C(Cl)Cl)Cl;CCCCOP(=O)(OCCCC)OCCCC;-4.52
NITROMETHANE;ACETOPHENONE;C[N+](=O)[O-];CC(=O)c1ccccc1;-4.85
ETHANOL;N-METHYLFORMAMIDE;CCO;C/N=C/O;-4.86
3-METHYLBUT-1-ENE;ACETOPHENONE;CC(C)C=C;CC(=O)C1=CC=CC=C1;-2.46
ETHANE;CARBON TETRACHLORIDE;CC;C(Cl)(Cl)(Cl)Cl;-1.0
NITROUS OXIDE;1-OCTANOL;[N-]=[N+]=O;CCCCCCCCO;-0.45
AMMONIA;TRIBUTYL PHOSPHATE;N;CCCCOP(=O)(OCCCC)OCCCC;-1.16
PENTANE;BUTYL ACETATE;CCCCC;CCCCOC(=O)C;-2.94
METHYL TERT-BUTYL ETHER;1-ETHYL-2-PYRROLIDINONE;CC(C)(C)OC;CCN1CCCC1=O;-3.2
BENZONITRILE;CARBON TETRACHLORIDE;c1ccc(cc1)C#N;C(Cl)(Cl)(Cl)Cl;-6.62
2,2-DIMETHYLPENTANE;N-METHYLPYRROLIDONE;CCCC(C)(C)C;CN1CCCC1=O;-2.66
3,5-dichloro-2,6-dimethoxyphenol;water;COc1c(cc(c(c1O)OC)Cl)Cl;O;-0.6858558417378675
ETHANE;DECANE;CC;CCCCCCCCCC;-0.89
1-CHLOROPROPANE;OCTANE;CCCCl;CCCCCCCC;-3.22
ANISOLE;ETHYLENE GLYCOL;COC1=CC=CC=C1;C(CO)O;-4.41
N-METHYLFORMAMIDE;ACETONE;C/N=C/O;CC(=O)C;-7.35
2,4-DIMETHYLPENTANE;TOLUENE;CC(C)CC(C)C;CC1=CC=CC=C1;-4.04
ISOBUTENE;2-BUTANOL;CC(=C)C;CCC(C)O;-1.99
ISOHEXANE;PENTANOL;CCCC(C)C;CCCCCO;-3.3
METHANOL;N,N-DIETHYLACETAMIDE;CO;CCN(CC)C(=O)C;-4.72
HEPTANE;N-ETHYLFORMAMIDE;CCCCCCC;CCNC=O;-3.25
TRIETHYLPHOSPHATE;DODECANE;CCOP(=O)(OCC)OCC;CCCCCCCCCCCC;-6.21
