Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
1-PROPANOL;4-FORMYLMORPHOLINE;CCCO;C1COCCN1C=O;-5.03
1,3-dimethylnaphthalene;water;Cc1cc(c2ccccc2c1)C;O;0.3467016573441928
TERT-BUTYL CHLORIDE;TETRAHYDROFURAN;CC(C)(C)Cl;C1CCOC1;-3.41
1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE;ACETONE;C(C(F)(Cl)Cl)(F)(F)Cl;CC(=O)C;-3.32
heptan-2-one;water;CCCCCC(=O)C;O;0.19845032876062246
1,4-DICHLOROBUTANE;ACETONE;C(CCCl)CCl;CC(=O)C;-6.56
(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol;water;C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C;O;0.15683592073716407
DIHYDROGEN;TOLUENE;[HH];CC1=CC=CC=C1;1.59
benzonitrile;water;c1ccc(cc1)C#N;O;-0.077245124394789
CARBON MONOXIDE;METHYL ACETATE;[C-]#[O+];CC(=O)OC;0.79
CHLOROFORM;1-OCTANOL;C(Cl)(Cl)Cl;CCCCCCCCO;-3.82
ISOBUTYRALDEHYDE;N-METHYLACETAMIDE;CC(C)C=O;CC(=O)NC;-3.68
CARBON TETRACHLORIDE;DIBUTYL ETHER;C(Cl)(Cl)(Cl)Cl;CCCCOCCCC;-4.16
METHYL IODIDE;ETHANOL;CI;CCO;-2.99
ETHANE;PROPYLENE CARBONATE;CC;CC1COC(=O)O1;-0.14
1,3-dichloro-2-(2,6-dichlorophenyl)benzene;water;c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl;O;0.39611876687204967
N-(cyclopropylmethyl)-2,6-dinitro-N-propyl-4-(trifluoromethyl)aniline;water;CCC[N@@](CC1CC1)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-];O;0.35190345834712505
1-BUTENE;M-XYLENE;CCC=C;CC1=CC(=CC=C1)C;-2.3
CARBON DIOXIDE;METHANOL;C(=O)=O;CO;-0.85
HEXANOL;BUTYL ACETATE;CCCCCCO;CCCCOC(=O)C;-6.83
FLUOROBENZENE;1,4-DIOXANE;c1ccc(cc1)F;C1COCCO1;-4.69
ANISOLE;1-OCTANOL;COc1ccccc1;CCCCCCCCO;-5.47
MOLECULAR OXYGEN;HEPTANE;O=O;CCCCCCC;0.64
SULFUR HEXAFLUORIDE;ACETONE;FS(F)(F)(F)(F)F;CC(=O)C;-0.07
1,2-DIBROMOETHANE;CARBON TETRACHLORIDE;C(CBr)Br;C(Cl)(Cl)(Cl)Cl;-5.34
CIS-PIPERYLENE;N-METHYLFORMAMIDE;C/C=C\C=C;CNC=O;-2.67
TOLUENE;TETRAHYDROFURAN;Cc1ccccc1;C1CCOC1;-5.44
ACETONITRILE;CHLOROFORM;CC#N;C(Cl)(Cl)Cl;-4.43
BROMOETHANE;OCTANE;CCBr;CCCCCCCC;-2.99
[(2S)-butan-2-yl] nitrate;water;CC[C@H](C)O[N+](=O)[O-];O;0.5157601899394924
CARBON MONOXIDE;PENTANE;[C-]#[O+];CCCCC;0.55
2,5-DIMETHYLHEXANE;PROPYLENE CARBONATE;CC(C)CCC(C)C;CC1COC(=O)O1;-2.65
DICHLOROETHANE;PROPYLENE CARBONATE;C(CCl)Cl;CC1COC(=O)O1;-4.32
ISOHEXANE;CHLOROFORM;CCCC(C)C;C(Cl)(Cl)Cl;-3.7
2,4-DIMETHYLPENTANE;1-HEXADECENE;CC(C)CC(C)C;CCCCCCCCCCCCCCC=C;-3.72
CHLORINE;P-XYLENE;ClCl;CC1=CC=C(C=C1)C;-2.09
DIETHYL ETHER;OCTANE;CCOCC;CCCCCCCC;-3.05
DECAN-1-OL;HEXADECANE;CCCCCCCCCCO;CCCCCCCCCCCCCCCC;-7.68
HEXANE;HEPTAN-1-OL;CCCCCC;CCCCCCCO;-3.33
1-NITROBUTANE;HEXANE;CCCC[N+](=O)[O-];CCCCCC;-4.64
METHANE;DECAN-1-OL;C;CCCCCCCCCCO;0.56
PROPANE;DECANE;CCC;CCCCCCCCCC;-1.7
HEXENE;PENTANOL;CCCCC=C;CCCCCO;-3.3
NONANE;PENTANE;CCCCCCCCC;CCCCC;-6.13
morpholine;water;C1COCCN1;O;-0.8757215783448962
HEPTANE;BUTYRONITRILE;CCCCCCC;CCCC#N;-3.79
TERT-BUTANOL;1-OCTANOL;CC(C)(C)O;CCCCCCCCO;-4.77
CYCLOPENTANE;CARBON TETRACHLORIDE;C1CCCC1;C(Cl)(Cl)(Cl)Cl;-3.76
ISOBUTENE;P-XYLENE;CC(=C)C;CC1=CC=C(C=C1)C;-2.32
N-BUTANE;PENTANE;CCCC;CCCCC;-2.61
phenylmethanol;water;c1ccc(cc1)CO;O;-0.7326720507642581
WATER;TOLUENE;O;CC1=CC=CC=C1;-1.69
N-BUTANE;PENTANOL;CCCC;CCCCCO;-2.03
pentan-2-one;water;CCCC(=O)C;O;0.07360710469024741
HEXACHLOROETHANE;1-OCTANOL;C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl;CCCCCCCCO;-6.1
CHLOROBENZENE;ISOBUTANOL;c1ccc(cc1)Cl;CC(C)CO;-5.09
acetic acid;water;CC(=O)O;O;-0.7508783542745212
PENTAN-2-ONE;N-ETHYLACETAMIDE;CCCC(=O)C;CCNC(=O)C;-4.61
M-CRESOL;HEPTANE;Cc1cccc(c1)O;CCCCCCC;-5.77
O-XYLENE;1-OCTANOL;Cc1ccccc1C;CCCCCCCCO;-5.32
OCTANAL;HEXADECANE;CCCCCCCC=O;CCCCCCCCCCCCCCCC;-5.98
PROPENE;NONANE;CC=C;CCCCCCCCC;-1.69
CHLOROBENZENE;2-ISOPROPOXYETHANOL;c1ccc(cc1)Cl;CC(C)OCCO;-5.35
toluene;water;Cc1ccccc1;O;0.755043036074378
TERT-AMYL METHYL ETHER;DIMETHYLFORMAMIDE;CCC(C)(C)OC;CN(C)C=O;-3.78
ETBE;HEXADECANE;CCOC(C)(C)C;CCCCCCCCCCCCCCCC;-3.52
ETHYLBENZENE;PENTANOL;CCc1ccccc1;CCCCCO;-5.01
3-METHYLBUT-1-ENE;N-METHYLACETAMIDE;CC(C)C=C;CC(=O)NC;-2.14
CYCLOPENTANONE;DIBUTYL ETHER;C1CCC(=O)C1;CCCCOCCCC;-4.82
2,3,4-TRIMETHYLPENTANE;ETHANOL;CC(C)C(C)C(C)C;CCO;-4.02
PENT-1-ENE;ETHYL BENZOATE;CCCC=C;CCOC(=O)C1=CC=CC=C1;-2.73
CYCLOHEXANE;2-PROPOXYETHANOL;C1CCCCC1;CCCOCCO;-3.6
5-METHYL-2-HEXANOL;CARBON TETRACHLORIDE;CC(C)CCC(C)O;C(Cl)(Cl)(Cl)Cl;-6.07
2,3,4-TRIMETHYLPENTANE;2,2,4-TRIMETHYLPENTANE;CC(C)C(C)C(C)C;CC(C)CC(C)(C)C;-4.89
PROPANE;BENZONITRILE;CCC;C1=CC=C(C=C1)C#N;-1.11
HEPTANE;2-BUTOXYETHANOL;CCCCCCC;CCCCOCCO;-3.86
2,3,4-TRIMETHYLPENTANE;BENZONITRILE;CC(C)C(C)C(C)C;C1=CC=C(C=C1)C#N;-3.99
1,1-DIFLUOROETHANE;2-PENTANOL;CC(F)F;CCCC(C)O;-1.21
DICHLOROMETHANE;ETHANOL;C(Cl)Cl;CCO;-3.36
ACETONE;N-ETHYLACETAMIDE;CC(=O)C;CCNC(=O)C;-3.56
2,3,4-trimethylpentane;water;CC(C)C(C)C(C)C;O;1.6549546095816647
MOLECULAR NITROGEN;HEPTANE;N#N;CCCCCCC;0.88
DIETHYL ETHER;BROMOBENZENE;CCOCC;c1ccc(cc1)Br;-3.83
CARBON DIOXIDE;DICHLOROMETHANE;C(=O)=O;C(Cl)Cl;-0.68
ISOBUTENE;NONANE;CC(=C)C;CCCCCCCCC;-2.39
M-CRESOL;CHLOROFORM;Cc1cccc(c1)O;C(Cl)(Cl)Cl;-7.49
ETHYL IODIDE;TOLUENE;CCI;CC1=CC=CC=C1;-4.21
FURAN;N,N-DIBUTYLFORMAMIDE;C1=COC=C1;CCCCN(CCCC)C=O;-3.27
DIISOPROPYL ETHER;DIETHYLENE GLYCOL DIBUTYL ETHER;CC(C)OC(C)C;CCCCOCCOCCOCCCC;-3.62
ETHANOL;TRIETHYLAMINE;CCO;CCN(CC)CC;-4.17
trifluoromethylbenzene;water;c1ccc(cc1)C(F)(F)F;O;0.9241015686696774
1,2,3,4-tetrachloro-5-phenylbenzene;water;c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl;O;0.084010706696112
azane;water;N;O;-0.1266622339226459
PHENYLAMINE;ETHYLENE GLYCOL;C1=CC=C(C=C1)N;C(CO)O;-7.53
1-CHLOROPROPANE;PHENYLAMINE;CCCCl;C1=CC=C(C=C1)N;-3.14
ETHYL IODIDE;CHLOROBENZENE;CCI;C1=CC=C(C=C1)Cl;-4.17
TRICHLOROETHYLENE;1-OCTANOL;C(=C(Cl)Cl)Cl;CCCCCCCCO;-4.08
1-HEXANOIC ACID;HEXADECANE;CCCCCC(=O)O;CCCCCCCCCCCCCCCC;-5.35
2-bromopropane;water;CC(C)Br;O;0.864280857135956
HEXANE;2-BUTOXYETHANOL;CCCCCC;CCCCOCCO;-3.18
ETHYLAMINE;HEXANE;CCN;CCCCCC;-2.29
OCTANE;TRIBUTYL PHOSPHATE;CCCCCCCC;CCCCOP(=O)(OCCCC)OCCCC;-4.49
METHANOL;TRIBUTYL PHOSPHATE;CO;CCCCOP(=O)(OCCCC)OCCCC;-4.19
4-METHYLPENTAN-2-ONE;N-METHYLACETAMIDE;CC(C)CC(=O)C;C/C(=N/C)/O;-4.82
2,5-DIMETHYLHEXANE;OCTANE;CC(C)CCC(C)C;CCCCCCCC;-4.83
ISOBUTYL FORMATE;HEXADECANE;CC(C)COC=O;CCCCCCCCCCCCCCCC;-3.86
P-CYMENE;METHOXYETHANOL;CC1=CC=C(C=C1)C(C)C;COCCO;-5.75
2-METHYLBUT-2-ENE;CARBON TETRACHLORIDE;CC=C(C)C;C(Cl)(Cl)(Cl)Cl;-3.25
CHLOROBENZENE;1-CHLOROBUTANE;c1ccc(cc1)Cl;CCCCCl;-5.59
OCTANE;ETHYL PHENYL ETHER;CCCCCCCC;CCOc1ccccc1;-4.79
propylcyclopentane;water;CCCC1CCCC1;O;1.5431158880186204
2-methylpropyl acetate;water;CC(C)COC(=O)C;O;0.37531156286032047
O-XYLENE;4-FORMYLMORPHOLINE;Cc1ccccc1C;C1COCCN1C=O;-5.27
BROMOBENZENE;2-PROPOXYETHANOL;c1ccc(cc1)Br;CCCOCCO;-5.92
ETHANOL;N-ETHYLACETAMIDE;CCO;CCNC(=O)C;-4.95
CARBON DISULFIDE;CARBON TETRACHLORIDE;C(=S)=S;C(Cl)(Cl)(Cl)Cl;-3.63
BUTYL IODIDE;CARBON TETRACHLORIDE;CCCCI;C(Cl)(Cl)(Cl)Cl;-5.57
PROPANE;HEPTANE;CCC;CCCCCCC;-1.77
3-METHYLBUTAN-1-OL;HEPTANE;CC(C)CCO;CCCCCCC;-3.96
ETHYLCYCLOHEXANE;BENZYL ALCOHOL;CCC1CCCCC1;C1=CC=C(C=C1)CO;-4.14
3-phenylpropan-1-ol;water;c1ccc(cc1)CCCO;O;-0.8106990658082425
ETHYL ACETATE;1-HEXADECENE;CCOC(=O)C;CCCCCCCCCCCCCCC=C;-3.23
MOLECULAR NITROGEN;NONANOL;N#N;CCCCCCCCCO;1.42
METHANE;METHANOL;C;CO;0.37
ETHYLENE;PENTANOL;C=C;CCCCCO;-0.48
2,4-DIMETHYLPENTANE;CYCLOHEXANONE;CC(C)CC(C)C;C1CCC(=O)CC1;-3.54
BROMOBENZENE;2-ETHOXYETHANOL;c1ccc(cc1)Br;CCOCCO;-5.95
N-PROPYLBENZENE;TETRAHYDROFURAN;CCCC1=CC=CC=C1;C1CCOC1;-6.64
ACETONE;FORMAMIDE;CC(=O)C;C(=O)N;-3.72
METHYLCYCLOHEXANE;1,2-PROPANEDIOL;CC1CCCCC1;CC(CO)O;-2.68
TOLUENE;PYRIDINE;Cc1ccccc1;c1ccncc1;-5.12
ETHANETHIOL;HEXADECANE;CCS;CCCCCCCCCCCCCCCC;-2.96
MOLECULAR OXYGEN;FLUOROBENZENE;O=O;C1=CC=C(C=C1)F;0.56
HEXANE;NITROBENZENE;CCCCCC;c1ccc(cc1)[N+](=O)[O-];-2.95
DECAN-1-OL;NONANOL;CCCCCCCCCCO;CCCCCCCCCO;-9.64
DICHLOROMETHANE;DIBUTYL ETHER;C(Cl)Cl;CCCCOCCCC;-3.21
DICHLOROMETHANE;N-ETHYLACETAMIDE;C(Cl)Cl;CCNC(=O)C;-3.72
(2E)-2-BUTENE;ISOBUTANOL;C/C=C/C;CC(C)CO;-2.14
Daiflon S2;METHYL TERT-BUTYL ETHER;C(C(F)(Cl)Cl)(F)(Cl)Cl;CC(C)(C)OC;-4.68
CYCLOHEXANE;N-BUTANOL;C1CCCCC1;CCCCO;-3.72
2-HEPTANONE;HEXANE;CCCCCC(=O)C;CCCCCC;-5.36
CYCLOHEXENE;EPSILON-CAPROLACTONE;C1CCC=CC1;C1CCC(=O)OCC1;-3.56
1-PENTYLAMINE;HEXADECANE;CCCCCN;CCCCCCCCCCCCCCCC;-4.21
FLUOROETHANE;TETRAHYDROFURAN;CCF;C1CCOC1;-1.79
4-CHLOROPHENOL;CHLOROFORM;C1=CC(=CC=C1O)Cl;C(Cl)(Cl)Cl;-8.5
METHYLCYCLOHEXANE;TETRAHYDROFURAN;CC1CCCCC1;C1CCOC1;-4.67
1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE;HEXADECANE;C(C(F)(Cl)Cl)(F)(F)Cl;CCCCCCCCCCCCCCCC;-2.9
CYCLOHEXANE;ETHYLBENZENE;C1CCCCC1;CCC1=CC=CC=C1;-4.1
HEPTANE;FORMAMIDE;CCCCCCC;C(=O)N;-0.9
BUTADIENE;N-BUTANOL;C=CC=C;CCCCO;-2.11
1,1-DIFLUOROETHANE;TOLUENE;CC(F)F;CC1=CC=CC=C1;-1.75
DIETHYLAMINE;ETHYLBENZENE;CCNCC;CCC1=CC=CC=C1;-3.88
NITRIC OXIDE;METHANOL;[N]=O;CO;0.62
PENTANE;1,4-DIOXANE;CCCCC;C1COCCO1;-2.58
1,2-dihydroacenaphthylene;water;c1cc2cccc3c2c(c1)CC3;O;0.16984042324449486
trichloro(nitro)methane;water;C([N+](=O)[O-])(Cl)(Cl)Cl;O;0.6119935084937399
CYCLOPENTANONE;1-CHLOROBUTANE;C1CCC(=O)C1;CCCCCl;-5.46
1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE;ETHYL ACETATE;C(C(F)(Cl)Cl)(F)(F)Cl;CCOC(=O)C;-3.4
2-METHYL-2-HEXANOL;CARBON TETRACHLORIDE;CCCCC(C)(C)O;C(Cl)(Cl)(Cl)Cl;-5.82
NONANE;CARBON DISULFIDE;CCCCCCCCC;C(=S)=S;-6.22
TERT-BUTANOL;ETHYLBENZENE;CC(C)(C)O;CCc1ccccc1;-3.5
ISOPRENE;HEPTANE;CC(=C)C=C;CCCCCCC;-3.22
TRIETHYLAMINE;HEPTANE;CCN(CC)CC;CCCCCCC;-4.47
TOLUENE;FLUOROBENZENE;Cc1ccccc1;c1ccc(cc1)F;-5.23
DIETHYLAMINE;METHANOL;CCNCC;CO;-5.09
SULFUR HEXAFLUORIDE;BENZONITRILE;FS(F)(F)(F)(F)F;C1=CC=C(C=C1)C#N;0.71
UNDECANE;2-ETHOXYETHANOL;CCCCCCCCCCC;CCOCCO;-5.71
PROPENE;1-PROPANOL;CC=C;CCCO;-1.35
DIBROMOMETHANE;1-OCTANOL;C(Br)Br;CCCCCCCCO;-4.19
1,1-DIFLUOROETHANE;ISOBUTANOL;CC(F)F;CC(C)CO;-1.35
ACETONITRILE;1,4-DIOXANE;CC#N;C1COCCO1;-4.38
CHLOROFORM;N-METHYLPYRROLIDONE;C(Cl)(Cl)Cl;CN1CCCC1=O;-5.24
O-XYLENE;TOLUENE;Cc1ccccc1C;Cc1ccccc1;-6.12
2-chlorophenol;water;c1ccc(c(c1)O)Cl;O;-0.19428564696076567
3,5-dimethylphenol;water;Cc1cc(cc(c1)O)C;O;-0.6416405332129429
DIETHYLAMINE;HEXANE;CCNCC;CCCCCC;-3.57
TERT-BUTANOL;BUTANONE;CC(C)(C)O;CCC(=O)C;-4.71
TOLUENE;UNDECANE;Cc1ccccc1;CCCCCCCCCCC;-4.62
WATER;N-METHYLACETAMIDE;O;CC(=O)NC;-5.8
HEPTANE;1-PROPANOL;CCCCCCC;CCCO;-3.74
ETHYLCYCLOHEXANE;DIMETHYLFORMAMIDE;CCC1CCCCC1;CN(C)C=O;-4.05
2-methylaniline;water;Cc1ccccc1N;O;-0.44917389610444813
OCTANE;DIBUTYL ETHER;CCCCCCCC;CCCCOCCCC;-5.25
1,4-DIOXANE;ACETIC ACID;C1COCCO1;CC(=O)O;-5.86
METHYL TERT-BUTYL ETHER;EPSILON-CAPROLACTONE;CC(C)(C)OC;C1CCC(=O)OCC1;-3.15
3-METHYLBUT-1-ENE;2,2,4-TRIMETHYLPENTANE;CC(C)C=C;CC(C)CC(C)(C)C;-2.87
DIBUTYL ETHER;DICHLOROETHANE;CCCCOCCCC;C(CCl)Cl;-5.98
STYRENE;TETRAETHYLENE GLYCOL DIMETHYL ETHER;C=CC1=CC=CC=C1;COCCOCCOCCOCCOC;-5.86
ISOHEXANE;HEPTANE;CCCC(C)C;CCCCCCC;-3.77
2,6-LUTIDINE;HEXADECANE;CC1=NC(=CC=C1)C;CCCCCCCCCCCCCCCC;-5.27
ISOPRENE;N-METHYLFORMAMIDE;CC(=C)C=C;CNC=O;-2.44
HEXANE;N-BUTANOL;CCCCCC;CCCCO;-3.33
ISOBUTANOL;N,N-DIBUTYLFORMAMIDE;CC(C)CO;CCCCN(CCCC)C=O;-5.76
HYDROGEN CYANIDE;CHLOROFORM;C#N;C(Cl)(Cl)Cl;-3.14
METHYLCYCLOHEXANE;HEPTANE;CC1CCCCC1;CCCCCCC;-4.79
SULFUR HEXAFLUORIDE;TOLUENE;FS(F)(F)(F)(F)F;CC1=CC=CC=C1;0.15
CYCLOHEPTANE;1-PROPANOL;C1CCCCCC1;CCCO;-4.27
CYCLOHEPTENE;DIMETHYLFORMAMIDE;C1CCC=CCC1;CN(C)C=O;-4.23
HEXENE;1-METHYL-2-PIPERIDINONE;CCCCC=C;CN1CCCCC1=O;-3.06
1,3-DICHLOROPROPANE;HEXANE;C(CCl)CCl;CCCCCC;-4.43
ETHYLENE;PENTANE;C=C;CCCCC;-0.7
METHYL IODIDE;DIMETHYLFORMAMIDE;CI;CN(C)C=O;-3.49
2,2,3-TRIMETHYLBUTANE;N-METHYLPYRROLIDONE;CC(C)C(C)(C)C;CN1CCCC1=O;-2.78
1,2-DICHLOROTETRAFLUOROETHANE;DIMETHYLFORMAMIDE;C(C(F)(F)Cl)(F)(F)Cl;CN(C)C=O;-1.6
MOLECULAR OXYGEN;1-OCTANOL;O=O;CCCCCCCCO;1.04
2-HEXANONE;DECANE;CCCCC(=O)C;CCCCCCCCCC;-4.61
HEPTANE;DIETHYLENE GLYCOL DIBUTYL ETHER;CCCCCCC;CCCCOCCOCCOCCCC;-4.15
NITRIC OXIDE;HEXANE;[N]=O;CCCCCC;0.45
3-METHYL-3-HEXANOL;CHLOROFORM;CCCC(C)(CC)O;C(Cl)(Cl)Cl;-6.84
DIMETHYL ETHER;ISOPROPANOL;COC;CC(C)O;-2.13
PENTYL ACETATE;TOLUENE;CCCCCOC(=O)C;Cc1ccccc1;-6.41
ETHYL IODIDE;1-HEXADECENE;CCI;CCCCCCCCCCCCCCC=C;-3.53
2,3,4-TRIMETHYLPENTANE;ACETONITRILE;CC(C)C(C)C(C)C;CC#N;-3.42
CHLOROFORM;HEPTANE;C(Cl)(Cl)Cl;CCCCCCC;-3.62
TOLUENE;CARBON TETRACHLORIDE;Cc1ccccc1;C(Cl)(Cl)(Cl)Cl;-5.29
ETHYLBENZENE;CHLOROFORM;CCc1ccccc1;C(Cl)(Cl)Cl;-5.84
TOLUENE;NITROBENZENE;Cc1ccccc1;c1ccc(cc1)[N+](=O)[O-];-4.99
MOLECULAR IODINE;2,2,4-TRIMETHYLPENTANE;II;CC(C)CC(C)(C)C;-4.5
CYCLOHEXANE;BUTYROLACTONE;C1CCCCC1;C1CC(=O)OC1;-2.83
DICHLOROETHANE;M-XYLENE;C(CCl)Cl;Cc1cccc(c1)C;-4.45
PENTANE;HEXANOL;CCCCC;CCCCCCO;-2.68
HEXENE;FORMAMIDE;CCCCC=C;C(=O)N;-0.91
HEXANE;N,N-DIBUTYLFORMAMIDE;CCCCCC;CCCCN(CCCC)C=O;-3.25
ETBE;N-ETHYLFORMAMIDE;CCOC(C)(C)C;CCNC=O;-3.38
PINACOLONE;TOLUENE;CC(=O)C(C)(C)C;CC1=CC=CC=C1;-5.0
ETHANOL;DIMETHYLFORMAMIDE;CCO;CN(C)C=O;-5.09
ISOPROPANOL;METHYL ACETATE;CC(C)O;CC(=O)OC;-4.46
SULFUR DIOXIDE;1,4-DIOXANE;O=S=O;C1COCCO1;-3.41
BENZENE;1-ETHYL-2-PYRROLIDINONE;C1=CC=CC=C1;CCN1CCCC1=O;-4.5
ISOBUTYRALDEHYDE;TETRAETHYLENE GLYCOL DIMETHYL ETHER;CC(C)C=O;COCCOCCOCCOCCOC;-3.66
HALOTHANE;HEXADECANE;C(C(F)(F)F)(Cl)Br;CCCCCCCCCCCCCCCC;-2.97
ETHYL IODIDE;PHENYLAMINE;CCI;C1=CC=C(C=C1)N;-3.72
PROPYL ACETATE;HEXADECANE;CCCOC(=O)C;CCCCCCCCCCCCCCCC;-3.93
HEPTANE;PROPYLENE CARBONATE;CCCCCCC;CC1COC(=O)O1;-2.56
3,3-DIMETHYL-1-BUTANOL;CHLOROFORM;CC(C)(C)CCO;C(Cl)(Cl)Cl;-6.54
BUTANONE;ACETIC ACID;CCC(=O)C;CC(=O)O;-4.89
2,2,4-TRIMETHYLPENTANE;TRIBUTYL PHOSPHATE;CC(C)CC(C)(C)C;CCCCOP(=O)(OCCCC)OCCCC;-3.86
METHANOL;5,8,11,14-TETRAOXAOCTADECANE;CO;CCCCOCCOCCOCCOCCCC;-3.48
CARBON DIOXIDE;1,2-PROPANEDIOL;C(=O)=O;CC(CO)O;0.07
TERT-AMYL METHYL ETHER;1,5-DIMETHYL-2-PYRROLIDINONE;CCC(C)(C)OC;CC1CCC(=O)N1C;-3.88
ISOPROPANOL;TERT-BUTANOL;CC(C)O;CC(C)(C)O;-5.02
2-HEPTANONE;FORMAMIDE;CCCCCC(=O)C;C(=O)N;-4.75
PROPIONALDEHYDE;HEXADECANE;CCC=O;CCCCCCCCCCCCCCCC;-2.52
2-methylpyridine;water;Cc1ccccn1;O;-0.21509285097249486
3,5,5-trimethylcyclohex-2-en-1-one;water;CC1=CC(=O)CC(C1)(C)C;O;-0.35814237855313286
BENZENE;2-PROPOXYETHANOL;C1=CC=CC=C1;CCCOCCO;-4.13
METHYLAMINE;CHLOROBENZENE;CN;C1=CC=C(C=C1)Cl;-2.16
TOLUENE;N-ETHYLFORMAMIDE;CC1=CC=CC=C1;CCNC=O;-4.49
HEXANOL;1-CHLOROBUTANE;CCCCCCO;CCCCCl;-5.98
CARBON DIOXIDE;PROPYLENE CARBONATE;C(=O)=O;CC1COC(=O)O1;-0.86
N-BUTANOL;P-XYLENE;CCCCO;Cc1ccc(cc1)C;-4.49
PENT-1-ENE;DODECANE;CCCC=C;CCCCCCCCCCCC;-2.92
1-CHLOROHEPTANE;HEXADECANE;CCCCCCCCl;CCCCCCCCCCCCCCCC;-5.74
CYCLOHEXANE;CARBON DISULFIDE;C1CCCCC1;C(=S)=S;-4.48
BUTANONE;FORMAMIDE;CCC(=O)C;C(=O)N;-3.96
O-XYLENE;1,2-PROPANEDIOL;Cc1ccccc1C;CC(CO)O;-4.23
BUTANONE;HEXANOL;CCC(=O)C;CCCCCCO;-3.88
PROPYL ACETATE;N,N-DIMETHYLACETAMIDE;CCCOC(=O)C;CC(=O)N(C)C;-4.72
1-CHLOROBUTANE;TERT-BUTANOL;CCCCCl;CC(C)(C)O;-3.7
AMMONIA;HEXADECANE;N;CCCCCCCCCCCCCCCC;-0.37
BENZENE;BENZONITRILE;C1=CC=CC=C1;C1=CC=C(C=C1)C#N;-4.34
SULFUR HEXAFLUORIDE;METHYLCYCLOHEXANE;FS(F)(F)(F)(F)F;CC1CCCCC1;-0.18
1,2,3-trimethylbenzene;water;Cc1cccc(c1C)C;O;0.6744151205289274
DECANE;DECANE;CCCCCCCCCC;CCCCCCCCCC;-6.6
N-PROPYLBENZENE;ISOPROPANOL;CCCC1=CC=CC=C1;CC(C)O;-5.36
DIPROPYLAMINE;TOLUENE;CCCNCCC;CC1=CC=CC=C1;-5.24
1,4-DIOXANE;CYCLOHEXANONE;C1COCCO1;C1CCC(=O)CC1;-5.0
OCTANE;FLUOROBENZENE;CCCCCCCC;c1ccc(cc1)F;-5.16
(ethyldisulfanyl)ethane;water;CCSSCC;O;0.562576398965883
OCTANE;N,N-DIETHYLACETAMIDE;CCCCCCCC;CCN(CC)C(=O)C;-4.35
MOLECULAR NITROGEN;N-METHYLACETAMIDE;N#N;CC(=O)NC;1.53
