Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
MOLECULAR NITROGEN;ACETIC ACID;N#N;CC(=O)O;1.26
HEXYL ACETATE;FORMAMIDE;CCCCCCOC(=O)C;C(=O)N;-4.6
NITROMETHANE;DIIODOMETHANE;C[N+](=O)[O-];C(I)I;-3.79
DECANE;METHOXYETHANOL;CCCCCCCCCC;COCCO;-4.73
BUTADIENE;1-PROPANOL;C=CC=C;CCCO;-2.16
ACETONE;DICHLOROMETHANE;CC(=O)C;C(Cl)Cl;-4.62
TRIETHYLAMINE;1-PROPANOL;CCN(CC)CC;CCCO;-4.77
ISOBUTANOL;TERT-BUTANOL;CC(C)CO;CC(C)(C)O;-5.95
ISOPRENE;1,2-Dichlorethane;CC(=C)C=C;C(CCl)Cl;-3.3
ETHANE;NONANE;CC;CCCCCCCCC;-0.93
TETRAETHYLMETHANE;METHANOL;CCC(CC)(CC)CC;CO;-4.3
1-CHLOROBUTANE;PENTANE;CCCCCl;CCCCC;-4.08
CYCLOHEXANE;ANISOLE;C1CCCCC1;COC1=CC=CC=C1;-3.8
BENZENE;DIIODOMETHANE;C1=CC=CC=C1;C(I)I;-3.83
TERT-AMYL ALCOHOL;DECANE;CCC(C)(C)O;CCCCCCCCCC;-3.99
BROMOBENZENE;METHOXYETHANOL;c1ccc(cc1)Br;COCCO;-5.74
4-METHYLPENTAN-2-OL;CARBON TETRACHLORIDE;CC(C)CC(C)O;C(Cl)(Cl)(Cl)Cl;-5.23
TOLUENE;1-CHLOROBUTANE;Cc1ccccc1;CCCCCl;-5.15
HEPTANE;N-ETHYLACETAMIDE;CCCCCCC;CCNC(=O)C;-3.51
1-PROPANOL;METHYL ACETATE;CCCO;CC(=O)OC;-4.89
2,3-dimethylnaphthalene;water;Cc1cc2ccccc2cc1C;O;0.2660737417987423
DICHLOROMETHANE;HEPTANE;C(Cl)Cl;CCCCCCC;-2.91
1-IODOHEPTANE;HEXADECANE;CCCCCCCI;CCCCCCCCCCCCCCCC;-6.94
TRIMETHYL PHOSPHATE;DODECANE;COP(=O)(OC)OC;CCCCCCCCCCCC;-5.44
BUTADIENE;HEPTANE;C=CC=C;CCCCCCC;-2.67
