Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
ISOHEXANE;NITROBENZENE;CCCC(C)C;C1=CC=C(C=C1)[N+](=O)[O-];-2.75
PENTAN-2-ONE;METHANOL;CCCC(=O)C;CO;-4.88
1,3-dichloro-2-(2,6-dichlorophenyl)benzene;water;c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl;O;0.39611876687204967
1,4-DIOXANE;TOLUENE;C1COCCO1;Cc1ccccc1;-4.93
CARBON DISULFIDE;DICHLOROETHANE;C(=S)=S;C(CCl)Cl;-3.29
BUTADIENE;ALLYL ALCOHOL;C=CC=C;C=CCO;-2.11
1,1,1,2-TETRAFLUOROETHANE;N-METHYLPYRROLIDONE;C(C(F)(F)F)F;CN1CCCC1=O;-1.96
NITROMETHANE;SULFOLANE;C[N+](=O)[O-];C1CCS(=O)(=O)C1;-5.28
DICHLOROMETHANE;ACETOPHENONE;C(Cl)Cl;CC(=O)c1ccccc1;-3.79
NITROMETHANE;DIBUTYL ETHER;C[N+](=O)[O-];CCCCOCCCC;-3.53
HEXANE;N,N-DIBUTYLFORMAMIDE;CCCCCC;CCCCN(CCCC)C=O;-3.25
ISOBUTANE;2-PENTANOL;CC(C)C;CCCC(C)O;-1.8
4,6-NONANEDIONE;CHLOROBENZENE;CCCC(=O)CC(=O)CCC;C1=CC=C(C=C1)Cl;-8.23
TRICHLOROETHYLENE;N,N-DIMETHYLACETAMIDE;C(=C(Cl)Cl)Cl;CC(=O)N(C)C;-4.8
1,2-dimethoxyethane;water;COCCOC;O;-0.2697117615032839
ETHYLCYCLOHEXANE;ETHYLENE GLYCOL;CCC1CCCCC1;C(CO)O;-2.07
acetaldehyde;water;CC=O;O;0.0788089056931797
CHLOROFORM;TRIBUTYL PHOSPHATE;C(Cl)(Cl)Cl;CCCCOP(=O)(OCCCC)OCCCC;-4.92
bromobenzene;water;c1ccc(cc1)Br;O;0.6093926079922737
MOLECULAR NITROGEN;PHENYLAMINE;N#N;C1=CC=C(C=C1)N;1.97
FORMIC ACID;CARBON TETRACHLORIDE;C(=O)O;C(Cl)(Cl)(Cl)Cl;-2.99
CYCLOHEXANONE;HEPTANE;C1CCC(=O)CC1;CCCCCCC;-5.18
BUTYLBENZENE;METHANOL;CCCCC1=CC=CC=C1;CO;-5.84
METHYL PROPANOATE;OCTANE;CCC(=O)OC;CCCCCCCC;-3.57
HEPT-3-ENE;1-HEXADECENE;CCCC=CCC;CCCCCCCCCCCCCCC=C;-4.1
1,1-difluoroethane;water;CC(F)F;O;0.9605141756902035
(2Z)-2-BUTENAL;N-METHYLPYRROLIDONE;C/C=C\C=O;CN1CCCC1=O;-4.99
METHYLBENZOATE;HEXADECANE;COC(=O)C1=CC=CC=C1;CCCCCCCCCCCCCCCC;-6.32
1,1,2-TRICHLOROETHANE;CHLOROFORM;C(C(Cl)Cl)Cl;C(Cl)(Cl)Cl;-5.28
BUTYRALDEHYDE;OCTANE;CCCC=O;CCCCCCCC;-3.23
2-CHLOROETHANOL;ETHYLBENZENE;C(CCl)O;CCC1=CC=CC=C1;-4.65
SULFUR HEXAFLUORIDE;DODECANE;FS(F)(F)(F)(F)F;CCCCCCCCCCCC;0.07
NITROUS OXIDE;1-OCTANOL;[N-]=[N+]=O;CCCCCCCCO;-0.45
HEPTANE;1-CHLOROBUTANE;CCCCCCC;CCCCCl;-4.61
ACETONITRILE;N-METHYLACETAMIDE;CC#N;C/C(=N/C)/O;-4.23
2-Ethyl-1-Butanol;DECANE;CCC(CC)CO;CCCCCCCCCC;-4.79
OCTANE;ACETONE;CCCCCCCC;CC(=O)C;-4.41
cyclohexanamine;water;C1CCC(CC1)N;O;-0.20468924896663027
DIHYDROGEN;HEPTANE;[HH];CCCCCCC;1.29
3-METHYLBUT-1-ENE;OCTANE;CC(C)C=C;CCCCCCCC;-2.92
3-METHYLBUTANOIC ACID;HEXADECANE;CC(C)CC(=O)O;CCCCCCCCCCCCCCCC;-4.5
ETHYLENE;CYCLOHEXANONE;C=C;C1CCC(=O)CC1;-0.55
TRICHLOROETHYLENE;TRIBUTYL PHOSPHATE;C(=C(Cl)Cl)Cl;CCCCOP(=O)(OCCCC)OCCCC;-4.52
(2R)-pentan-2-ol;water;CCC[C@@H](C)O;O;-0.15267123893730727
pyrene;water;c1cc2ccc3cccc4c3c2c(c1)cc4;O;-0.18648294545636715
ETHYLCYCLOHEXANE;TOLUENE;CCC1CCCCC1;CC1=CC=CC=C1;-5.35
CHLOROFORM;N,N-DIMETHYLACETAMIDE;C(Cl)(Cl)Cl;CC(=O)N(C)C;-5.18
HEPTANE;2,2,4-TRIMETHYLPENTANE;CCCCCCC;CC(C)CC(C)(C)C;-4.59
CYCLOHEXENE;N-METHYLPYRROLIDONE;C1CCC=CC1;CN1CCCC1=O;-3.7
ETHYLENE;HEPTANE;C=C;CCCCCCC;-0.62
3-METHYLPENTANE;N-BUTANOL;CCC(C)CC;CCCCO;-3.19
3,3-DIMETHYLPENTANE;1-HEXADECENE;CCC(C)(C)CC;CCCCCCCCCCCCCCC=C;-3.88
CYCLOHEXANE;N-BUTANOL;C1CCCCC1;CCCCO;-3.72
DIETHOXYMETHANE;DICHLOROMETHANE;CCOCOCC;C(Cl)Cl;-5.47
TERT-BUTYL BROMIDE;BENZONITRILE;CC(C)(C)Br;C1=CC=C(C=C1)C#N;-3.64
CARBON DIOXIDE;PYRIDINE;C(=O)=O;C1=CC=NC=C1;-0.76
HEXANE;BUTYL ACETATE;CCCCCC;CCCCOC(=O)C;-3.59
METHANE;HEXADECANE;C;CCCCCCCCCCCCCCCC;0.44
NONANE;ETHYL ACETATE;CCCCCCCCC;CCOC(=O)C;-5.33
ISOBUTYRALDEHYDE;DIMETHYLFORMAMIDE;CC(C)C=O;CN(C)C=O;-4.09
(2E)-2-BUTENE;2-PENTANOL;C/C=C/C;CCCC(C)O;-2.16
O-XYLENE;4-FORMYLMORPHOLINE;Cc1ccccc1C;C1COCCN1C=O;-5.27
METHYLCYCLOPENTANE;N-METHYLFORMAMIDE;CC1CCCC1;CNC=O;-2.67
PENTAN-2-ONE;1-METHYL-2-PIPERIDINONE;CCCC(=O)C;CN1CCCCC1=O;-4.83
P-XYLENE;5,8,11,14-TETRAOXAOCTADECANE;CC1=CC=C(C=C1)C;CCCCOCCOCCOCCOCCCC;-5.5
P-XYLENE;2-ETHOXYETHANOL;Cc1ccc(cc1)C;CCOCCO;-5.2
ACETONITRILE;FORMAMIDE;CC#N;C(=O)N;-4.37
PROPENE;ALLYL ALCOHOL;CC=C;C=CCO;-1.26
N-BUTYL SALICYLATE;CARBON TETRACHLORIDE;CCCCOC(=O)C1=CC=CC=C1O;C(Cl)(Cl)(Cl)Cl;-9.73
ETHYL ACETATE;1,4-DIOXANE;CCOC(=O)C;C1COCCO1;-4.49
PROPIONITRILE;ETHYLBENZENE;CCC#N;CCc1ccccc1;-4.17
CYCLOHEXENE;1-ETHYL-2-PYRROLIDINONE;C1CCC=CC1;CCN1CCCC1=O;-3.78
METHOXYFLURANE;HEXADECANE;COC(C(Cl)Cl)(F)F;CCCCCCCCCCCCCCCC;-3.91
PENTANE;N,N-DIBUTYLFORMAMIDE;CCCCC;CCCCN(CCCC)C=O;-2.59
2-methylbut-2-ene;water;CC=C(C)C;O;1.3298420468983962
N-BUTANE;TOLUENE;CCCC;CC1=CC=CC=C1;-2.38
DIETHYL ETHER;N-ETHYLFORMAMIDE;CCOCC;CCNC=O;-2.78
N,N-diethylethanamine;water;CCN(CC)CC;O;0.15163411973423177
TRIETHYLAMINE;HEXANE;CCN(CC)CC;CCCCCC;-4.49
2-CHLOROETHANOL;M-XYLENE;C(CCl)O;CC1=CC(=CC=C1)C;-4.69
DIETHYL ETHER;BROMOBENZENE;CCOCC;c1ccc(cc1)Br;-3.83
NONANE;ETHYLENE GLYCOL;CCCCCCCCC;C(CO)O;-1.95
PENTANE;DODECANE;CCCCC;CCCCCCCCCCCC;-3.08
2,5-DIMETHYLHEXANE;BUTYL ACETATE;CC(C)CCC(C)C;CCCCOC(=O)C;-4.46
OCTANE;DIMETHYLFORMAMIDE;CCCCCCCC;CN(C)C=O;-3.74
HEPTANE;1-OCTANOL;CCCCCCC;CCCCCCCCO;-4.02
M-CRESOL;OCTANE;Cc1cccc(c1)O;CCCCCCCC;-5.79
(1S,2R,8S,9R)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide;water;C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl;O;-0.11105683091384912
ETHANE;CYCLOHEXANONE;CC;C1CCC(=O)CC1;-0.53
TOLUENE;1-OCTANOL;Cc1ccccc1;CCCCCCCCO;-4.52
propan-2-yl acetate;water;CC(C)OC(=O)C;O;0.3024863488192683
BENZONITRILE;BENZONITRILE;c1ccc(cc1)C#N;c1ccc(cc1)C#N;-7.31
DIISOPROPYL ETHER;TETRAETHYLENE GLYCOL DIMETHYL ETHER;CC(C)OC(C)C;COCCOCCOCCOCCOC;-3.21
2,2-DIMETHYL-3-PENTANOL;CHLOROFORM;CCC(C(C)(C)C)O;C(Cl)(Cl)Cl;-6.65
HEXYLBENZENE;METHANOL;CCCCCCC1=CC=CC=C1;CO;-7.14
NITROUS OXIDE;ETHYLENE GLYCOL;[N-]=[N+]=O;C(CO)O;0.18
1,2-dihydroacenaphthylene;water;c1cc2cccc3c2c(c1)CC3;O;0.16984042324449486
CARBON MONOXIDE;BUTYL ACETATE;[C-]#[O+];CCCCOC(=O)C;0.87
PENTANE;BENZONITRILE;CCCCC;c1ccc(cc1)C#N;-2.5
DIMETHYL CARBONATE;METHYLCYCLOHEXANE;COC(=O)OC;CC1CCCCC1;-3.62
BUTADIENE;ISOBUTANOL;C=CC=C;CC(C)CO;-2.06
TERT-BUTYL CHLORIDE;N-METHYLPYRROLIDONE;CC(C)(C)Cl;CN1CCCC1=O;-2.97
ETHANE;METHANOL;CC;CO;-0.52
1-PROPANOL;DECAN-1-OL;CCCO;CCCCCCCCCCO;-4.8
ISOBUTYL ISOBUTYRATE;HEXADECANE;CC(C)COC(=O)C(C)C;CCCCCCCCCCCCCCCC;-5.29
2-aminoanthracene-9,10-dione;water;c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N;O;-2.0097141969841363
2,6-LUTIDINE;2,2,4-TRIMETHYLPENTANE;CC1=NC(=CC=C1)C;CC(C)CC(C)(C)C;-5.29
DIBUTYL ETHER;TETRAHYDROFURAN;CCCCOCCCC;C1CCOC1;-6.13
DECAN-1-OL;1-PROPANOL;CCCCCCCCCCO;CCCO;-9.73
BUTANONE;PENTANE;CCC(=O)C;CCCCC;-3.42
ACETONITRILE;METHOXYETHANOL;CC#N;COCCO;-4.31
DECAN-1-OL;HEXADECANE;CCCCCCCCCCO;CCCCCCCCCCCCCCCC;-7.68
NITROMETHANE;DECANE;C[N+](=O)[O-];CCCCCCCCCC;-2.62
ETHYLCYCLOHEXANE;ACETONITRILE;CCC1CCCCC1;CC#N;-3.84
P-CYMENE;2-BUTOXYETHANOL;CC1=CC=C(C=C1)C(C)C;CCCCOCCO;-6.33
METHANE;NONANOL;C;CCCCCCCCCO;0.53
DIETHYL ETHER;FORMAMIDE;CCOCC;C(=O)N;-2.03
3-nitrophenol;water;c1cc(cc(c1)O)[N+](=O)[O-];O;-1.512942201204102
PENT-1-ENE;2,2,4-TRIMETHYLPENTANE;CCCC=C;CC(C)CC(C)(C)C;-3.07
TERT-AMYL METHYL ETHER;N,N-DIETHYLACETAMIDE;CCC(C)(C)OC;CCN(CC)C(=O)C;-4.04
ETHANOL;FLUOROBENZENE;CCO;c1ccc(cc1)F;-3.25
ACETONITRILE;P-XYLENE;CC#N;Cc1ccc(cc1)C;-3.44
N-methylmethanamine;water;CNC;O;-0.1266622339226459
N-BUTANE;SULFOLANE;CCCC;C1CCS(=O)(=O)C1;-0.8
BUTANONE;ETHANOL;CCC(=O)C;CCO;-4.31
HEXAFLUOROISOPROPANOL;METHANOL;C(C(F)(F)F)(C(F)(F)F)O;CO;-6.53
NITROMETHANE;METHYL ACETATE;C[N+](=O)[O-];CC(=O)OC;-5.13
DIMETHYLAMINE;DIMETHYLFORMAMIDE;CNC;CN(C)C=O;-2.88
ISOBUTYL ACETATE;HEXADECANE;CC(C)COC(=O)C;CCCCCCCCCCCCCCCC;-4.34
PROPIONIC ACID;CHLOROBENZENE;CCC(=O)O;C1=CC=C(C=C1)Cl;-4.37
METHANOL;DICHLOROMETHANE;CO;C(Cl)Cl;-3.12
2-METHYL-2-HEXANOL;OCTANE;CCCCC(C)(C)O;CCCCCCCC;-5.29
ISOPENTANE;PHENYLAMINE;CCC(C)C;C1=CC=C(C=C1)N;-1.54
1-BUTENE;PENTAN-3-OL;CCC=C;CCC(CC)O;-2.01
1,2-Dichlorethane;DIETHYLENE GLYCOL DIBUTYL ETHER;C(CCl)Cl;CCCCOCCOCCOCCCC;-4.5
TRANS-1,2-DIMETHYLCYCLOHEXANE;4-FORMYLMORPHOLINE;C[C@@H]1CCCC[C@H]1C;C1COCCN1C=O;-3.3
METHYLCYCLOPENTANE;SULFOLANE;CC1CCCC1;C1CCS(=O)(=O)C1;-2.21
ETHYLAMINE;HEXANE;CCN;CCCCCC;-2.29
naphthalen-2-ol;water;c1ccc2cc(ccc2c1)O;O;-1.1202062254827139
1,1-DIFLUOROETHANE;M-XYLENE;CC(F)F;CC1=CC(=CC=C1)C;-1.63
CHLOROFORM;METHYL ACETATE;C(Cl)(Cl)Cl;CC(=O)OC;-4.67
hexylbenzene;water;CCCCCCc1ccccc1;O;0.9787204792004665
OCTANE;IODOBENZENE;CCCCCCCC;c1ccc(cc1)I;-4.76
1,1-DIFLUOROETHANE;ALLYL ALCOHOL;CC(F)F;C=CCO;-1.6
PENTANOL;BUTYL ACETATE;CCCCCO;CCCCOC(=O)C;-6.28
PROPANE;ACETIC ACID;CCC;CC(=O)O;-0.95
ANISOLE;CHLOROFORM;COc1ccccc1;C(Cl)(Cl)Cl;-6.71
1-NITROPROPANE;TOLUENE;CCC[N+](=O)[O-];CC1=CC=CC=C1;-5.25
BENZONITRILE;1-OCTANOL;c1ccc(cc1)C#N;CCCCCCCCO;-6.08
CYCLOPENTENE;N-METHYLPYRROLIDONE;C1CC=CC1;CN1CCCC1=O;-2.84
N-HEPTANOIC ACID;HEXADECANE;CCCCCCC(=O)O;CCCCCCCCCCCCCCCC;-6.08
2,5-DIMETHYLHEXANE;ETHYL ACETATE;CC(C)CCC(C)C;CCOC(=O)C;-4.31
HEXANE;BUTANONE;CCCCCC;CCC(=O)C;-3.44
O-XYLENE;ETHYLENE GLYCOL;CC1=CC=CC=C1C;C(CO)O;-3.64
ACETONE;DICHLOROETHANE;CC(=O)C;C(CCl)Cl;-4.27
ACETONITRILE;CARBON TETRACHLORIDE;CC#N;C(Cl)(Cl)(Cl)Cl;-3.03
Daiflon S2;ACETONE;C(C(F)(Cl)Cl)(F)(Cl)Cl;CC(=O)C;-4.45
DIISOPROPYL ETHER;N-ETHYLFORMAMIDE;CC(C)OC(C)C;CCNC=O;-3.23
NITROMETHANE;FORMAMIDE;C[N+](=O)[O-];C(=O)N;-4.75
HEPTANE;ETHYL ACETATE;CCCCCCC;CCOC(=O)C;-4.07
M-XYLENE;DICHLOROETHANE;Cc1cccc(c1)C;C(CCl)Cl;-5.98
MOLECULAR OXYGEN;2-BUTANOL;O=O;CCC(C)O;0.91
PENTANOL;HEXADECANE;CCCCCO;CCCCCCCCCCCCCCCC;-4.24
MOLECULAR OXYGEN;M-XYLENE;O=O;CC1=CC(=CC=C1)C;0.85
ETHYLBENZENE;2-PROPOXYETHANOL;CCc1ccccc1;CCCOCCO;-5.21
O-XYLENE;TETRAETHYLENE GLYCOL DIMETHYL ETHER;CC1=CC=CC=C1C;COCCOCCOCCOCCOC;-5.52
DICHLOROMETHANE;METHANOL;C(Cl)Cl;CO;-3.48
P-XYLENE;2-PROPOXYETHANOL;Cc1ccc(cc1)C;CCCOCCO;-5.26
1-PROPANOL;TETRAHYDROFURAN;CCCO;C1CCOC1;-5.18
2,5-DIMETHYLHEXANE;NITROBENZENE;CC(C)CCC(C)C;C1=CC=C(C=C1)[N+](=O)[O-];-3.68
PROPIONIC ACID;CHLOROFORM;CCC(=O)O;C(Cl)(Cl)Cl;-5.02
DICHLOROMETHANE;PENTANE;C(Cl)Cl;CCCCC;-2.91
ISOBUTANOL;SULFOLANE;CC(C)CO;C1CCS(=O)(=O)C1;-4.88
HEXANOL;CHLOROFORM;CCCCCCO;C(Cl)(Cl)Cl;-6.71
1-PROPANOL;METHYLCYCLOHEXANE;CCCO;CC1CCCCC1;-3.42
2-METHOXYBENZALDEHYDE;CHLOROFORM;COC1=CC=CC=C1C=O;C(Cl)(Cl)Cl;-9.45
P-CRESOL;HEPTANE;CC1=CC=C(C=C1)O;CCCCCCC;-5.65
1-PROPANOL;CHLOROFORM;CCCO;C(Cl)(Cl)Cl;-4.45
CHLOROBENZENE;METHOXYETHANOL;c1ccc(cc1)Cl;COCCO;-5.23
NITROMETHANE;CARBON DISULFIDE;C[N+](=O)[O-];C(=S)=S;-3.19
methoxymethane;water;COC;O;0.49235208542629705
OCTANE;METHYL ACETATE;CCCCCCCC;CC(=O)OC;-4.49
GUAIACOL;CHLOROFORM;COC1=CC=CC=C1O;C(Cl)(Cl)Cl;-7.9
2,3,4-TRIMETHYLPENTANE;ETHYLENE GLYCOL;CC(C)C(C)C(C)C;C(CO)O;-1.05
TRIMETHYLAMINE;1-PROPANOL;CN(C)C;CCCO;-3.49
2,2,2-TRIFLUOROETHANOL;DIMETHYLFORMAMIDE;C(C(F)(F)F)O;CN(C)C=O;-6.93
METHYLCYCLOHEXANE;N,N-DIMETHYLACETAMIDE;CC1CCCCC1;CC(=O)N(C)C;-3.68
DIETHYL ETHER;N-METHYLACETAMIDE;CCOCC;C/C(=N/C)/O;-2.77
ETHYL BUTANOATE;N-METHYLPYRROLIDONE;CCCC(=O)OCC;CN1CCCC1=O;-4.9
methyl 2,2,2-trifluoroacetate;water;COC(=O)C(F)(F)F;O;0.7030250260450549
1,2-DIBROMOETHANE;HEXADECANE;C(CBr)Br;CCCCCCCCCCCCCCCC;-5.46
2-CHLOROETHANOL;CHLOROFORM;C(CCl)O;C(Cl)(Cl)Cl;-5.73
PENTAN-2-ONE;2,2,4-TRIMETHYLPENTANE;CCCC(=O)C;CC(C)CC(C)(C)C;-4.14
(2Z)-2-BUTENE;P-XYLENE;C/C=C\C;CC1=CC=C(C=C1)C;-2.55
DICHLOROMETHANE;ISOPROPANOL;C(Cl)Cl;CC(C)O;-3.12
PENTANE;4-METHYLPENTAN-2-ONE;CCCCC;CC(C)CC(=O)C;-2.86
(2R)-2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane;water;[C@@H](C(F)(F)F)(OC(F)F)Cl;O;1.0151330862209926
3-METHYLBUTAN-1-OL;TOLUENE;CC(C)CCO;Cc1ccccc1;-5.0
NITROBENZENE;DICHLOROETHANE;c1ccc(cc1)[N+](=O)[O-];C(CCl)Cl;-8.39
CHLOROFORM;N-ETHYLACETAMIDE;C(Cl)(Cl)Cl;CCNC(=O)C;-4.57
2,3,4-TRIMETHYLPENTANE;TETRAHYDROFURAN;CC(C)C(C)C(C)C;C1CCOC1;-4.9
CARBON DISULFIDE;BENZONITRILE;C(=S)=S;c1ccc(cc1)C#N;-3.18
ETBE;N-ETHYLACETAMIDE;CCOC(C)(C)C;CCNC(=O)C;-3.49
BUTYRALDEHYDE;TETRAHYDROFURAN;CCCC=O;C1CCOC1;-4.42
ETHANE;HEXANOL;CC;CCCCCCO;-0.58
CHLOROMETHANE;CARBON TETRACHLORIDE;CCl;C(Cl)(Cl)(Cl)Cl;-2.2
1,3,7-trimethylpurine-2,6-dione;water;Cn1cnc2c1c(=O)n(c(=O)n2C)C;O;-2.298414152646879
ETHANOL;ETHYL ACETATE;CCO;CCOC(=O)C;-4.12
(E)-hept-2-ene;water;CCCC/C=C/C;O;1.426075365452644
2,4-DIMETHYLPENTANE;BUTANONE;CC(C)CC(C)C;CCC(=O)C;-3.66
ISOBUTYRALDEHYDE;HEXADECANE;CC(C)C=O;CCCCCCCCCCCCCCCC;-2.81
HEPTANE;P-XYLENE;CCCCCCC;Cc1ccc(cc1)C;-4.55
N-BUTANE;ACETONE;CCCC;CC(=O)C;-2.13
BUTADIENE;TERT-AMYL ALCOHOL;C=CC=C;CCC(C)(C)O;-2.16
ETHYL ACETATE;TETRAHYDROFURAN;CCOC(=O)C;C1CCOC1;-4.56
ETHYLBENZENE;PYRIDINE;CCc1ccccc1;c1ccncc1;-5.76
BUTANONE;CARBON DISULFIDE;CCC(=O)C;C(=S)=S;-3.84
trimethoxymethane;water;COC(OC)OC;O;-0.1604739404417058
TERT-BUTYL CHLORIDE;DIMETHYLFORMAMIDE;CC(C)(C)Cl;CN(C)C=O;-3.15
BUTANONE;TERT-BUTANOL;CCC(=O)C;CC(C)(C)O;-4.24
N-BUTANE;BUTANONE;CCCC;CCC(=O)C;-2.31
BENZENE;OCTANE;C1=CC=CC=C1;CCCCCCCC;-3.96
2,2,4-TRIMETHYLPENTANE;TRIBUTYL PHOSPHATE;CC(C)CC(C)(C)C;CCCCOP(=O)(OCCCC)OCCCC;-3.86
BUTANOIC ACID;1-HEXADECENE;CCCC(=O)O;CCCCCCCCCCCCCCC=C;-3.94
O-XYLENE;ETHYL BENZOATE;CC1=CC=CC=C1C;CCOC(=O)C1=CC=CC=C1;-5.82
4-FORMYLMORPHOLINE;4-FORMYLMORPHOLINE;C1COCCN1C=O;C1COCCN1C=O;-8.43
CHLORINE;CARBON TETRACHLORIDE;ClCl;C(Cl)(Cl)(Cl)Cl;-1.9
2,2,4-TRIMETHYL-3-PENTENE;BUTANONE;CC(=CC(C)(C)C)C;CCC(=O)C;-4.39
DICHLOROETHANE;O-XYLENE;C(CCl)Cl;Cc1ccccc1C;-4.42
ETHANE;PENTANE;CC;CCCCC;-1.01
2-methylpropan-2-ol;water;CC(C)(C)O;O;-0.17347844294903647
ETBE;N-METHYLFORMAMIDE;CCOC(C)(C)C;C/N=C/O;-3.21
ETHYLCYCLOHEXANE;CARBON TETRACHLORIDE;CCC1CCCCC1;C(Cl)(Cl)(Cl)Cl;-5.57
N-BUTANE;ACETIC ACID;CCCC;CC(=O)O;-1.21
TOLUENE;1-HEXADECENE;CC1=CC=CC=C1;CCCCCCCCCCCCCCC=C;-4.57
PHENYLAMINE;HEXANE;c1ccc(cc1)N;CCCCCC;-5.43
