Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
nitromethane;hexadecane;C[N+](=O)[O-];CCCCCCCCCCCCCCCC;-2.58
2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide(alachlor);water;CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl;O;-8.2
hydrogen;octanol;[HH];CCCCCCCCO;1.76
butylamine;diethylether;CCCCN;CCOCC;-4.24
propylamine;chloroform;CCCN;C(Cl)(Cl)Cl;-4.73
isopropanol;diethylether;CC(C)O;CCOCC;-4.44
toluene;decane;CC1=CC=CC=C1;CCCCCCCCCC;-4.65
acetone;carbontet;CC(=O)C;C(Cl)(Cl)(Cl)Cl;-3.35
toluene;dibutylether;CC1=CC=CC=C1;CCCCOCCCC;-4.87
toluene;anisole;CC1=CC=CC=C1;COC1=CC=CC=C1;-4.95
butylamine;tetrahydrothiophenedioxide;CCCCN;C1CCS(=O)(=O)C1;-4.25
naphthalene;diisopropylether;C1=CC=C2C=CC=CC2=C1;CC(C)OC(C)C;-7.24
methylhexanoate;decane;CCCCCC(=O)OC;CCCCCCCCCC;-5.48
ethylamine;pentanol;CCN;CCCCCO;-4.27
urea;hexadecane;C(=O)(N)N;CCCCCCCCCCCCCCCC;-6.37
nitromethane;butanone;C[N+](=O)[O-];CCC(=O)C;-5.24
hydrogen;water;[HH];O;2.33
p-bromophenol;pentanol;C1=CC(=CC=C1O)Br;CCCCCO;-10.62
cyclopropane;octanol;C1CC1;CCCCCCCCO;-1.6
1-nitropropane;carbontet;CCC[N+](=O)[O-];C(Cl)(Cl)(Cl)Cl;-4.49
bromotoluene;water;CC1=CC=CC=C1Br;O;-2.37
piperidine;benzene;C1CCNCC1;C1=CC=CC=C1;-5.03
S-(RS)-2-chloro-1-phthalimidoethylO,O-diethylphosphorodithioate(dialifor);water;CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O;O;-5.7
aceticacid;onitrotoluene;CC(=O)O;CC1=CC=CC=C1[N+](=O)[O-];-4.68
butylacetate;octane;CCCCCC(=O)[O-];CCCCCCCC;-4.8
diethylether;cyclohexane;CCOCC;C1CCCCC1;-3.03
m-cresol;cyclohexane;CC1=CC(=CC=C1)O;C1CCCCC1;-5.2
benzonitrile;carbontet;C1=CC=C(C=C1)C#N;C(Cl)(Cl)(Cl)Cl;-6.28
2,6-dichlorothiobenzamide;water;C1=CC(=C(C(=C1)Cl)C(=S)N)Cl;O;-10.81
methylpentanoate;hexane;CCCCC(=O)OC;CCCCCC;-4.94
ethylamine;pentane;CCN;CCCCC;-2.18
3,5-dibromo-4-hydroxybenzonitrile;water;C1=C(C=C(C(=C1Br)O)Br)C#N;O;-9
methanol;pentane;CO;CCCCC;-1.29
toluene;aniline;CC1=CC=CC=C1;C1=CC=C(C=C1)N;-4.57
toluene;benzylalcohol;CC1=CC=CC=C1;C1=CC=C(C=C1)CO;-4.46
ethylacetate;water;CCOC(=O)C;O;-3.1
nitromethane;mcresol;C[N+](=O)[O-];CC1=CC(=CC=C1)O;-4.73
1-propanol;decane;CCCO;CCCCCCCCCC;-2.76
1,4-dioxane;acetophenone;C1COCCO1;CC(=O)C1=CC=CC=C1;-5.03
5-fluorouracil;octanol;C1=C(C(=O)NC(=O)N1)F;CCCCCCCCO;-15.71
iodoethane;water;CCI;O;-0.72
propylacetate;chlorohexane;CCCCC(=O)O;CCCCCCCl;-4.84
butanoicacid;chloroform;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;C(Cl)(Cl)Cl;-5.99
n-pentane;hexadecyliodide;CCCCC;CCCCCCCCCCCCCCCCI;-2.59
1,1,1-trichloroethane;octanol;CC(Cl)(Cl)Cl;CCCCCCCCO;-3.69
4-methylpyridine;chloroform;CC1=CC=NC=C1;C(Cl)(Cl)Cl;-7.5
o-cresol;heptane;CC1=CC=CC=C1O;CCCCCCC;-6.01
methylpentanoate;tetrachloroethene;CCCCC(=O)OC;C(=C(Cl)Cl)(Cl)Cl;-5.41
1-propanol;hexane;CCCO;CCCCCC;-2.81
propylacetate;water;CCCCC(=O)O;O;-2.86
methylpentanoate;pentadecane;CCCCC(=O)OC;CCCCCCCCCCCCCCC;-4.59
n-octane;decane;CCCCCCCC;CCCCCCCCCC;-5.18
methylamine;octanol;CN;CCCCCCCCO;-3.78
1,1,1,3,3,3-hexafluoropropan-2-ol;water;C(C(F)(F)F)(C(F)(F)F)O;O;-3.77
aceticacid;pentanol;CC(=O)O;CCCCCO;-6.65
ethanol;butanone;CCO;CCC(=O)C;-4.46
p-cresol;xylene;CC1=CC=C(C=C1)O;CC1=CC(=CC=C1)C;-7.18
toluene;carbontet;CC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.12
methylhexanoate;tbutylbenzene;CCCCCC(=O)OC;CC(C)(C)C1=CC=CC=C1;-6.13
N2-tert-butyl-N4-ethyl-6-methylthio-1,3,5-triazine-2,4-diamine(terbutryn);water;CCNC1=NC(=NC(=N1)SC)NC(C)(C)C;O;-6.7
trimethylphosphate;chloroform;COP(=O)(OC)OC;C(Cl)(Cl)Cl;-9.74
o-cresol;octane;CC1=CC=CC=C1O;CCCCCCCC;-6.16
2-hexanone;heptane;CCCCC(=O)C;CCCCCCC;-4.55
methylpropanoate;octanol;CCC(=O)OC;CCCCCCCCO;-4.06
nitromethane;butanol;C[N+](=O)[O-];CCCCO;-3.93
2-methylpropane;hexadecane;CC(C)C;CCCCCCCCCCCCCCCC;-1.92
1-bromo-1,2,2,2-tetrafluoroethane;water;C(C(F)(F)F)(F)Br;O;0.52
1,4-dioxane;carbontet;C1COCCO1;C(Cl)(Cl)(Cl)Cl;-4.97
1-bromo-1,2,2,2-tetrafluoroethane;hexadecane;C(C(F)(F)F)(F)Br;CCCCCCCCCCCCCCCC;-1.87
methylamine;xylene;CN;CC1=CC(=CC=C1)C;-3.2
chlorobenzene;decane;C1=CC=C(C=C1)Cl;CCCCCCCCCC;-4.93
fluorobenzene;octanol;C1=CC=C(C=C1)F;CCCCCCCCO;-3.87
diethylether;octanol;CCOCC;CCCCCCCCO;-2.89
nitromethane;dimethylsulfoxide;C[N+](=O)[O-];CS(=O)C;-5.66
nitromethane;perfluorobenzene;C[N+](=O)[O-];C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.3
bromotoluene;hexadecane;CC1=CC=CC=C1Br;CCCCCCCCCCCCCCCC;-6.36
paracetamol;water;CC(=O)NC1=CC=C(C=C1)O;O;-14.83
formaldehyde;hexadecane;C=O;CCCCCCCCCCCCCCCC;-0.99
ethyl2-(4-chloro-6-methoxypyrimidin-2-ylcarbamoylsulfamoyl)benzoate(chlorimuronethyl);water;CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)Cl)OC;O;-14
naphthalene;cyclohexane;C1=CC=C2C=CC=CC2=C1;C1CCCCC1;-7.17
methylacetate;perfluorobenzene;CC(=O)OC;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.23
2-methylpyridine;benzene;CC1=CC=CC=N1;C1=CC=CC=C1;-5.86
1-hexanol;carbontet;CCCCCCO;C(Cl)(Cl)(Cl)Cl;-5.04
a,a,a-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine(trifluralin);water;CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-];O;-3.3
pentylacetate;bromooctane;CCCCCOC(=O)C;CCCCCCCCBr;-5.81
m-cresol;hexanol;CC1=CC(=CC=C1)O;CCCCCCO;-8.42
p-dibromobenzene;octanol;C1=CC(=CC=C1Br)Br;CCCCCCCCO;-7.47
methylpropanoate;pentane;CCC(=O)OC;CCCCC;-3.69
toluene;octanol;CC1=CC=CC=C1;CCCCCCCCO;-4.55
ethanol;pentane;CCO;CCCCC;-2.15
m-bis(trifluoromethyl)benzene;water;C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F;O;1.07
acetonitrile;chloroform;CC#N;C(Cl)(Cl)Cl;-4.44
butanoicacid;diisopropylether;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC(C)OC(C)C;-6.85
ethanol;dodecane;CCO;CCCCCCCCCCCC;-2.06
acetaldehyde;water;CC=O;O;-3.5
isopropanol;chloroform;CC(C)O;C(Cl)(Cl)Cl;-4.28
1-heptanol;benzene;CCCCCCCO;C1=CC=CC=C1;-6.85
1-hexanol;bromobenzene;CCCCCCO;C1=CC=C(C=C1)Br;-5.92
benzaldehyde;cyclohexane;C1=CC=C(C=C1)C=O;C1CCCCC1;-5.71
ethanol;methylformamide;CCO;CNC=O;-5.12
methylacetate;bromobenzene;CC(=O)OC;C1=CC=C(C=C1)Br;-3.87
acetone;isooctane;CC(=O)C;CC(C)CC(C)(C)C;-2.44
1-pentene;isooctane;CCCC=C;CC(C)CC(C)(C)C;-2.36
1,4-dioxane;aniline;C1COCCO1;C1=CC=C(C=C1)N;-5.65
p-bromophenol;toluene;C1=CC(=CC=C1O)Br;CC1=CC=CC=C1;-8.7
1-nitrobutane;hexadecane;CCCC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-4.66
O,O-dimethylS-[(4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl]dithiophosphate(azinphosmethyl);water;COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1;O;-10
methylamine;4methyl2pentanone;CN;CC(C)CC(=O)C;-4.14
ethanol;butylacetate;CCO;CCCCCC(=O)[O-];-3.97
iodomethane;diethylether;CI;CCOCC;-3.51
hydrogensulfide;hexadecane;S;CCCCCCCCCCCCCCCC;-0.72
methylhydrazine;octanol;CNN;CCCCCCCCO;-3.88
diethylether;chloroform;CCOCC;C(Cl)(Cl)Cl;-4.32
2-methylpropane;octanol;CC(C)C;CCCCCCCCO;-1.45
1,1,2-trichloro-1,2,2-trifluoroethane;water;C(C(F)(Cl)Cl)(F)(F)Cl;O;1.77
pentanoicacid;nitrobenzene;CCCCC(=O)O;C1=CC=C(C=C1)[N+](=O)[O-];-6.47
ethanol;fluorobenzene;CCO;C1=CC=C(C=C1)F;-3.45
dimethyl(RS)-2,2,2-trichloro-1-hydroxyethylphosphonate(trichlorfon);water;COP(=O)(C(C(Cl)(Cl)Cl)O)OC;O;-12.7
3-methoxybenzoicacid;octanol;COC1=CC=CC(=C1)C(=O)O;CCCCCCCCO;-11.69
1-propanol;odichlorobenzene;CCCO;C1=CC=C(C(=C1)Cl)Cl;-3.47
O,O,O',O'-tetraethylS,S'-methylenebis(phosphorodithioate)(ethion);water;CCOP(=S)(OCC)SCSP(=S)(OCC)OCC;O;-6.1
aniline;hexadecane;C1=CC=C(C=C1)N;CCCCCCCCCCCCCCCC;-5.44
o-cresol;carbontet;CC1=CC=CC=C1O;C(Cl)(Cl)(Cl)Cl;-6.51
2,2,2-trifluoroethanol;hexadecane;C(C(F)(F)F)O;CCCCCCCCCCCCCCCC;-1.67
ethanol;dimethylsulfoxide;CCO;CS(=O)C;-5.25
aniline;nitrobenzene;C1=CC=C(C=C1)N;C1=CC=C(C=C1)[N+](=O)[O-];-7.15
n-octane;dibutylether;CCCCCCCC;CCCCOCCCC;-5.24
nitromethane;acetonitrile;C[N+](=O)[O-];CC#N;-5.62
dipropylsulfide;hexadecane;CCCSCCC;CCCCCCCCCCCCCCCC;-5.61
hydrogenperoxide;water;OO;O;-8.58
n-octane;carbontet;CCCCCCCC;C(Cl)(Cl)(Cl)Cl;-5.39
toluene;butanone;CC1=CC=CC=C1;CCC(=O)C;-5.06
nitromethane;cyclohexane;C[N+](=O)[O-];C1CCCCC1;-2.86
methylacetate;heptane;CC(=O)OC;CCCCCCC;-2.97
1-propanol;chlorobenzene;CCCO;C1=CC=C(C=C1)Cl;-3.82
1-heptanol;ethylacetate;CCCCCCCO;CCOC(=O)C;-7.56
phenol;carbontet;C1=CC=C(C=C1)O;C(Cl)(Cl)(Cl)Cl;-6.14
1-heptanol;water;CCCCCCCO;O;-4.24
1,1,1-trichloroethane;cyclohexane;CC(Cl)(Cl)Cl;C1CCCCC1;-4.08
aniline;water;C1=CC=C(C=C1)N;O;-5.49
1-butanol;bromobenzene;CCCCO;C1=CC=C(C=C1)Br;-4.08
3-methylaniline;carbontet;CC1=CC(=CC=C1)N;C(Cl)(Cl)(Cl)Cl;-7.23
ethylamine;chloroform;CCN;C(Cl)(Cl)Cl;-4.02
phenol;onitrotoluene;C1=CC=C(C=C1)O;CC1=CC=CC=C1[N+](=O)[O-];-7.79
2-octanone;water;CCCCCCC(=O)C;O;-2.88
hydrogensulfide;water;S;O;-0.7
butylamine;nonane;CCCCN;CCCCCCCCC;-3.55
fenbufen;octanol;C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O;CCCCCCCCO;-17.12
2-methoxyethanol;decanol;COCCO;CCCCCCCCCCO;-5.41
benzonitrile;decalin;C1=CC=C(C=C1)C#N;C1CCC2CCCCC2C1;-5.86
diethylsulfide;hexadecane;CCSCC;CCCCCCCCCCCCCCCC;-4.23
S-propylbutyl(ethyl)thiocarbamate(pebulate);water;CCCCN(CC)C(=O)SCCC;O;-3.6
1-butanol;bromoform;CCCCO;C(Br)(Br)Br;-4.72
butylacetate;nonane;CCCCCC(=O)[O-];CCCCCCCCC;-4.69
butanoicacid;onitrotoluene;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC1=CC=CC=C1[N+](=O)[O-];-5.76
1,4-dichlorobenzene;water;C1=CC(=CC=C1Cl)Cl;O;-1.01
1-hexanol;hexanol;CCCCCCO;CCCCCCO;-7.05
methylpropanoate;ethylbenzene;CCC(=O)OC;CCC1=CC=CC=C1;-4.29
tetrachloroethene;octanol;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCO;-4.24
cyclopentanone;carbontet;C1CCC(=O)C1;C(Cl)(Cl)(Cl)Cl;-5.26
o-xylene;water;CC1=CC=CC=C1C;O;-0.9
3,3-dimethylbutanone;mesitylene;CC(=O)C(C)(C)C;CC1=CC(=CC(=C1)C)C;-4.77
methylpentanoate;decane;CCCCC(=O)OC;CCCCCCCCCC;-4.77
ethanol;ethylbenzene;CCO;CCC1=CC=CC=C1;-2.49
pentylacetate;chlorobenzene;CCCCCOC(=O)C;C1=CC=C(C=C1)Cl;-6.49
5-fluorouracil;heptane;C1=C(C(=O)NC(=O)N1)F;CCCCCCC;-11.28
g-butyrolactone;ethanol;C1CC(=O)OC1;CCO;-4.58
ethanol;bromobenzene;CCO;C1=CC=C(C=C1)Br;-3.26
propanoicacid;isobutanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(C)CO;-6.98
methane;octanol;C;CCCCCCCCO;0.51
m-hydroxybenzaldehyde;octanol;C1=CC(=CC(=C1)O)C=O;CCCCCCCCO;-11.39
hexanoicacid;water;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;O;-6.21
aceticacid;4methyl2pentanone;CC(=O)O;CC(C)CC(=O)C;-6.33
1-amino-anthraquinone;water;C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N;O;-8
p-bromophenol;onitrotoluene;C1=CC(=CC=C1O)Br;CC1=CC=CC=C1[N+](=O)[O-];-9.57
benzene;pentanol;C1=CC=CC=C1;CCCCCO;-3.53
butanoicacid;pentanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCO;-7.74
acetylsalicylicacid;water;CC(=O)OC1=CC=CC=C1C(=O)O;O;-9.94
naphthalene;hexadecane;C1=CC=C2C=CC=CC2=C1;CCCCCCCCCCCCCCCC;-7.29
p-xylene;hexadecane;CC1=CC=C(C=C1)C;CCCCCCCCCCCCCCCC;-5.24
o-cresol;isooctane;CC1=CC=CC=C1O;CC(C)CC(C)(C)C;-5.68
dichloromethane;water;C(Cl)Cl;O;-1.36
2-pentanone;octanol;CCCC(=O)C;CCCCCCCCO;-4.35
1-propanol;dibromoethane;CCCO;CC(Br)Br;-3.82
pyridine;diisopropylether;C1=CC=NC=C1;CC(C)OC(C)C;-4.88
trimethylamine;ethylbenzene;CN(C)C;CCC1=CC=CC=C1;-2.64
n-propane;water;CCC;O;1.96
hydrogenperoxide;nitrobenzene;OO;C1=CC=C(C=C1)[N+](=O)[O-];-5.45
toluene;aceticacid;CC1=CC=CC=C1;CC(=O)O;-4.53
propionitrile;water;CCC#N;O;-3.85
methylamine;benzene;CN;C1=CC=CC=C1;-2.66
quinoline;cyclohexane;C1=CC=C2C(=C1)C=CC=N2;C1CCCCC1;-7.38
propanoicacid;carbontet;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;C(Cl)(Cl)(Cl)Cl;-4.09
N-methylaniline;benzene;CNC1=CC=CC=C1;C1=CC=CC=C1;-6.64
phenol;octanol;C1=CC=C(C=C1)O;CCCCCCCCO;-8.69
3,3-dimethylbutanone;toluene;CC(=O)C(C)(C)C;CC1=CC=CC=C1;-5
tripropylphosphate;chloroform;CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C;C(Cl)(Cl)Cl;-11.11
p-hydroxybenzaldehyde;diethylether;C1=CC(=CC=C1C=O)O;CCOCC;-12.07
propanal;water;CCC=O;O;-3.44
benzonitrile;water;C1=CC=C(C=C1)C#N;O;-4.1
acetophenone;dodecane;CC(=O)C1=CC=CC=C1;CCCCCCCCCCCC;-6.11
bis(2-chloroethyl)sulfide;water;C(CCl)SCCCl;O;-3.92
dimethylmethylphosphonate;hexadecane;COP(=O)(C)OC;CCCCCCCCCCCCCCCC;-5.43
pentanoicacid;xylene;CCCCC(=O)O;CC1=CC(=CC=C1)C;-5.71
methanol;nonane;CO;CCCCCCCCC;-1.29
benzene;chloroform;C1=CC=CC=C1;C(Cl)(Cl)Cl;-4.64
methylpropanoate;tbutylbenzene;CCC(=O)OC;CC(C)(C)C1=CC=CC=C1;-4.17
chlorodifluoromethane;octanol;C(F)(F)Cl;CCCCCCCCO;-1.97
trimethylamine;diethylether;CN(C)C;CCOCC;-2.78
n-octane;phenylether;CCCCCCCC;C1=CC=C(C=C1)OC2=CC=CC=C2;-4.38
trimethylphosphate;carbontet;COP(=O)(OC)OC;C(Cl)(Cl)(Cl)Cl;-7.24
1-heptanol;carbontet;CCCCCCCO;C(Cl)(Cl)(Cl)Cl;-6.49
hydrogenperoxide;butylacetate;OO;CCCCCC(=O)[O-];-6.76
methylcyclohexane;water;CC1CCCCC1;O;1.71
trimethylamine;xylene;CN(C)C;CC1=CC(=CC=C1)C;-2.63
benzene;carbontet;C1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-4.5
butylamine;isopropylbenzene;CCCCN;CC(C)C1=CC=CC=C1;-4.06
difluorodichloromethane;chloroform;C(F)(F)(Cl)Cl;C(Cl)(Cl)Cl;-1.55
2-butanone;nitromethane;CCC(=O)C;C[N+](=O)[O-];-4.72
water;diethylether;O;CCOCC;-3.85
n-octane;methylformamide;CCCCCCCC;CNC=O;-3.34
toluene;tetrahydrothiophenedioxide;CC1=CC=CC=C1;C1CCS(=O)(=O)C1;-4.23
1-octanol;butylacetate;CCCCCCCCO;CCCCCC(=O)[O-];-8.17
phenol;bromoform;C1=CC=C(C=C1)O;C(Br)(Br)Br;-6.88
butylamine;octanol;CCCCN;CCCCCCCCO;-5.33
pentylacetate;secbutylbenzene;CCCCCOC(=O)C;CCC(C)C1=CC=CC=C1;-5.98
butenyne;water;C=CC#C;O;0.04
butylamine;pentanol;CCCCN;CCCCCO;-5.55
methanol;xylene;CO;CC1=CC(=CC=C1)C;-1.73
2-butanone;bromoethane;CCC(=O)C;CCBr;-5.13
n-heptane;hexadecane;CCCCCCC;CCCCCCCCCCCCCCCC;-4.33
n-octane;ethylacetate;CCCCCCCC;CCOC(=O)C;-4.72
2-hexanone;water;CCCCC(=O)C;O;-3.29
benzene;diethylether;C1=CC=CC=C1;CCOCC;-4.21
m-xylene;hexadecane;CC1=CC(=CC=C1)C;CCCCCCCCCCCCCCCC;-5.24
9-methyladenine;chloroform;CN1C=NC2=C(N=CN=C21)N;C(Cl)(Cl)Cl;-12.51
phenol;benzene;C1=CC=C(C=C1)O;C1=CC=CC=C1;-7.12
butanonitrile;water;CCCC#N;O;-3.64
n-hexane;benzene;CCCCCC;C1=CC=CC=C1;-3.62
methylpropanoate;xylene;CCC(=O)OC;CC1=CC(=CC=C1)C;-4.2
N,N-dimethylformamide;cyclohexane;CN(C)C=O;C1CCCCC1;-3.82
n-butane;hexadecane;CCCC;CCCCCCCCCCCCCCCC;-2.2
n-pentane;water;CCCCC;O;2.33
chloroform;chloroform;C(Cl)(Cl)Cl;C(Cl)(Cl)Cl;-4.13
butylamine;undecane;CCCCN;CCCCCCCCCCC;-3.55
ammonia;chlorobenzene;N;C1=CC=C(C=C1)Cl;-1.22
nitromethane;methoxyethanol;C[N+](=O)[O-];COCCO;-5.06
dimethylsulfide;water;CSC;O;-1.54
tetrahydrofuran;octanol;C1CCOC1;CCCCCCCCO;-3.93
butanoicacid;toluene;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC1=CC=CC=C1;-5.24
thioanisole;cyclohexane;CSC1=CC=CC=C1;C1CCCCC1;-5.66
methylacetate;isopropyltoluene;CC(=O)OC;CC1=CC=C(C=C1)C(C)C;-3.32
nitromethane;tetrahydrothiophenedioxide;C[N+](=O)[O-];C1CCS(=O)(=O)C1;-5.28
toluene;nonanol;CC1=CC=CC=C1;CCCCCCCCCO;-4.34
p-hydroxybenzaldehyde;chloroform;C1=CC(=CC=C1C=O)O;C(Cl)(Cl)Cl;-10.3
p-dibromobenzene;water;C1=CC(=CC=C1Br)Br;O;-2.3
