Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
nitromethane;triethylamine;C[N+](=O)[O-];CCN(CC)CC;-3.63
N-methylaniline;benzene;CNC1=CC=CC=C1;C1=CC=CC=C1;-6.64
chlorobenzene;cyclohexane;C1=CC=C(C=C1)Cl;C1CCCCC1;-5.1
bromobenzene;diethylether;C1=CC=C(C=C1)Br;CCOCC;-5.99
methylpropanoate;tbutylbenzene;CCC(=O)OC;CC(C)(C)C1=CC=CC=C1;-4.17
pentanoicacid;secbutanol;CCCCC(=O)O;CCC(C)O;-7.61
1,1,2-trichloro-1,2,2-trifluoroethane;water;C(C(F)(Cl)Cl)(F)(F)Cl;O;1.77
methylacetate;bromobenzene;CC(=O)OC;C1=CC=C(C=C1)Br;-3.87
2-ethylpyrazine;dibutylether;CCC1=NC=CN=C1;CCCCOCCCC;-5.87
methylhexanoate;trimethylbenzene;CCCCCC(=O)OC;CC1=C(C(=CC=C1)C)C;-6.16
propylamine;dichloroethane;CCCN;CC(Cl)Cl;-4.04
propylacetate;chlorohexane;CCCCC(=O)O;CCCCCCCl;-4.84
hexanoicacid;water;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;O;-6.21
1-pentanol;butylacetate;CCCCCO;CCCCCC(=O)[O-];-5.78
propylacetate;xylene;CCCCC(=O)O;CC1=CC(=CC=C1)C;-4.87
toluene;aceticacid;CC1=CC=CC=C1;CC(=O)O;-4.53
p-cresol;chloroform;CC1=CC=C(C=C1)O;C(Cl)(Cl)Cl;-7.59
1-pentanol;toluene;CCCCCO;CC1=CC=CC=C1;-5.17
1-octanol;benzene;CCCCCCCCO;C1=CC=CC=C1;-8.06
phenol;bromobenzene;C1=CC=C(C=C1)O;C1=CC=C(C=C1)Br;-6.87
1-bromo-1-chloro-2,2,2-trifluoroethane;water;C(C(F)(F)F)(Cl)Br;O;-0.13
2,4-dimethylpyridine;water;CC1=CC(=NC=C1)C;O;-4.86
2-methylpropene;carbontet;CC(=C)C;C(Cl)(Cl)(Cl)Cl;-2.63
benzene;decane;C1=CC=CC=C1;CCCCCCCCCC;-3.8
2-pentanone;mesitylene;CCCC(=O)C;CC1=CC(=CC(=C1)C)C;-4.8
dipropylamine;octanol;CCCNCCC;CCCCCCCCO;-6.02
(2-dimethylamino-5,6-dimethyl-pyrimidin-4-yl)N,N-dimethylcarbamate(pirimor,pirimicarb);water;CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C;O;-9.4
2-pentanone;octanol;CCCC(=O)C;CCCCCCCCO;-4.35
bromoethane;hexadecane;CCBr;CCCCCCCCCCCCCCCC;-2.89
propionitrile;water;CCC#N;O;-3.85
methylacetate;decane;CC(=O)OC;CCCCCCCCCC;-2.98
toluene;butanol;CC1=CC=CC=C1;CCCCO;-4.5
benzene;hexadecane;C1=CC=CC=C1;CCCCCCCCCCCCCCCC;-3.8
dimethylamine;benzene;CNC;C1=CC=CC=C1;-3.01
benzonitrile;heptane;C1=CC=C(C=C1)C#N;CCCCCCC;-5.33
acetamide;chloroform;CC(=O)N;C(Cl)(Cl)Cl;-7.05
3,4-dimethylpyridine;water;CC1=C(C=NC=C1)C;O;-5.22
water;methylenechloride;O;C(Cl)Cl;-2.63
butylacetate;butylacetate;CCCCCC(=O)[O-];CCCCCC(=O)[O-];-5.52
nitroethane;hexane;CC[N+](=O)[O-];CCCCCC;-3.19
2-hexanone;xylene;CCCCC(=O)C;CC1=CC(=CC=C1)C;-5.49
diethoxy-[(2-isopropyl-6-methyl-4-pyrimidinyl)oxy]-thioxophosphorane(diazinon);water;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;O;-6.5
pentylacetate;trimethylbenzene;CCCCCOC(=O)C;CC1=C(C(=CC=C1)C)C;-6.09
benzaldehyde;diethylether;C1=CC=C(C=C1)C=O;CCOCC;-6.08
hydrogenperoxide;carbontet;OO;C(Cl)(Cl)(Cl)Cl;-3.14
propanoicacid;ethylacetate;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCOC(=O)C;-6.95
propanoicacid;dichloroethane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(Cl)Cl;-5.12
2-pentanone;isopropylbenzene;CCCC(=O)C;CC(C)C1=CC=CC=C1;-4.84
1,4-dioxane;hexane;C1COCCO1;CCCCCC;-4.08
nitromethane;aniline;C[N+](=O)[O-];C1=CC=C(C=C1)N;-5.11
cyclohexane;octanol;C1CCCCC1;CCCCCCCCO;-3.46
nitromethane;dimethylacetamide;C[N+](=O)[O-];CC(=O)N(C)C;-5.62
m-cresol;octanol;CC1=CC(=CC=C1)O;CCCCCCCCO;-8.2
n-hexadecane;hexadecane;CCCCCCCCCCCCCCCC;CCCCCCCCCCCCCCCC;-10.52
p-cresol;hexadecane;CC1=CC=C(C=C1)O;CCCCCCCCCCCCCCCC;-5.88
methylpropanoate;hexane;CCC(=O)OC;CCCCCC;-3.65
methylacetate;octane;CC(=O)OC;CCCCCCCC;-3.06
iodobenzene;chloroform;C1=CC=C(C=C1)I;C(Cl)(Cl)Cl;-6.6
n-decane;decane;CCCCCCCCCC;CCCCCCCCCC;-6.53
acetone;decane;CC(=O)C;CCCCCCCCCC;-2.47
o-cresol;carbontet;CC1=CC=CC=C1O;C(Cl)(Cl)(Cl)Cl;-6.51
2-butanone;tetrahydrofuran;CCC(=O)C;C1CCOC1;-4.54
propylamine;heptanol;CCCN;CCCCCCCO;-4.8
n-octane;pyridine;CCCCCCCC;C1=CC=NC=C1;-4.5
pentylacetate;heptane;CCCCCOC(=O)C;CCCCCCC;-5.42
acetone;ethylbenzene;CC(=O)C;CCC1=CC=CC=C1;-3.41
nitromethane;cyclohexanone;C[N+](=O)[O-];C1CCC(=O)CC1;-5.09
aniline;nitrobenzene;C1=CC=C(C=C1)N;C1=CC=C(C=C1)[N+](=O)[O-];-7.15
propene;isooctane;CC=C;CC(C)CC(C)(C)C;-1.61
methylpropylether;water;CCCOC;O;-1.66
1-propanol;dodecane;CCCO;CCCCCCCCCCCC;-2.74
methylhexanoate;xylene;CCCCCC(=O)OC;CC1=CC(=CC=C1)C;-6.26
tetralin;tetralin;C1CCC2=CC=CC=C2C1;C1CCC2=CC=CC=C2C1;-7.55
methylhexanoate;pentadecane;CCCCCC(=O)OC;CCCCCCCCCCCCCCC;-5.35
2-methylpyrazine;dibutylether;CC1=NC=CN=C1;CCCCOCCCC;-5.12
butylamine;benzylalcohol;CCCCN;C1=CC=C(C=C1)CO;-5.15
thiophene;water;C1=CSC=C1;O;-1.42
2-hexanone;toluene;CCCCC(=O)C;CC1=CC=CC=C1;-5.6
4-methoxybenzoicacid;octanol;C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N;CCCCCCCCO;-11.82
pentylacetate;water;CCCCCOC(=O)C;O;-2.45
n-octane;butanone;CCCCCCCC;CCC(=O)C;-4.64
2,2'-dichlorobiphenyl;heptane;C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl;CCCCCCC;-9.22
butylacetate;nonane;CCCCCC(=O)[O-];CCCCCCCCC;-4.69
trimethylamine;hexadecane;CN(C)C;CCCCCCCCCCCCCCCC;-2.21
benzene;butanol;C1=CC=CC=C1;CCCCO;-3.39
propanoicacid;butanone;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCC(=O)C;-7.05
dipropylamine;diethylether;CCCNCCC;CCOCC;-4.96
1-propanol;isooctane;CCCO;CC(C)CC(C)(C)C;-3
nitromethane;hexane;C[N+](=O)[O-];CCCCCC;-2.9
5-bromouracil;water;C1=C(C(=O)NC(=O)N1)Br;O;-18.17
p-cresol;butylacetate;CC1=CC=C(C=C1)O;CCCCCC(=O)[O-];-9.28
hydrogenperoxide;butylacetate;OO;CCCCCC(=O)[O-];-6.76
2-butanone;nitroethane;CCC(=O)C;CC[N+](=O)[O-];-4.73
n-hexane;hexadecane;CCCCCC;CCCCCCCCCCCCCCCC;-3.64
2-butanone;carbondisulfide;CCC(=O)C;C(=S)=S;-3.85
pyridine;dichloroethane;C1=CC=NC=C1;CC(Cl)Cl;-5.53
1,2-ethanediol;ethylacetate;C(CO)O;CCOC(=O)C;-6.82
chloroform;isooctane;C(Cl)(Cl)Cl;CC(C)CC(C)(C)C;-3.06
ethylamine;nonanol;CCN;CCCCCCCCCO;-4.02
4-methylaniline;octanol;CC1=CC=C(C=C1)N;CCCCCCCCO;-7.44
methylpropanoate;benzene;CCC(=O)OC;C1=CC=CC=C1;-4.58
methylpentanoate;hexadecane;CCCCC(=O)OC;CCCCCCCCCCCCCCCC;-4.69
g-butyrolactone;butanone;C1CC(=O)OC1;CCC(=O)C;-4.47
2-butanone;ethylbenzene;CCC(=O)C;CCC1=CC=CC=C1;-4.12
1,4-dioxane;methoxyethanol;C1COCCO1;COCCO;-4.91
toluene;benzonitrile;CC1=CC=CC=C1;C1=CC=C(C=C1)C#N;-4.95
methylhexanoate;perfluorobenzene;CCCCCC(=O)OC;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-6.21
butylamine;perfluorobenzene;CCCCN;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.13
2-butanone;methylformamide;CCC(=O)C;CNC=O;-4.34
1-butanol;isooctane;CCCCO;CC(C)CC(C)(C)C;-3.56
pentylacetate;chlorobenzene;CCCCCOC(=O)C;C1=CC=C(C=C1)Cl;-6.49
ethylamine;bromobenzene;CCN;C1=CC=C(C=C1)Br;-2.73
tetramethylsilane;water;C[Si](C)(C)C;O;3.04
1-octanol;butylacetate;CCCCCCCCO;CCCCCC(=O)[O-];-8.17
phenol;pentane;C1=CC=C(C=C1)O;CCCCC;-5.67
Z-N-methylacetamide;water;CC(=O)NC;O;-10
propylamine;odichlorobenzene;CCCN;C1=CC=C(C(=C1)Cl)Cl;-3.44
1,1-dimethyl-3-phenylurea;benzene;CN(C)C(=O)NC1=CC=CC=C1;C1=CC=CC=C1;-12.18
1-fluorooctane;hexadecane;CCCCCCCCF;CCCCCCCCCCCCCCCC;-5.25
nitromethane;bromobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)Br;-4.25
2-methylaniline;benzene;CC1=CC=CC=C1N;C1=CC=CC=C1;-7.37
2,2-dichloroethenyldimethylphosphate;benzene;COP(=O)(OC)OC=C(Cl)Cl;C1=CC=CC=C1;-9.09
2-butanone;ethanol;CCC(=O)C;CCO;-4.32
2-heptanone;benzene;CCCCCC(=O)C;C1=CC=CC=C1;-6.36
butylacetate;ethylbenzene;CCCCCC(=O)[O-];CCC1=CC=CC=C1;-5.48
diethylamine;water;CCNCC;O;-4.07
ethylbenzene;pentanol;CCC1=CC=CC=C1;CCCCCO;-4.48
1-propanol;xylene;CCCO;CC1=CC(=CC=C1)C;-3.57
aniline;carbontet;C1=CC=C(C=C1)N;C(Cl)(Cl)(Cl)Cl;-6.1
trichloroethene;octanol;C(=C(Cl)Cl)Cl;CCCCCCCCO;-3.75
iodoethane;octanol;CCI;CCCCCCCCO;-3.45
3-methylaniline;water;CC1=CC(=CC=C1)N;O;-5.67
pentanoicacid;nitrobenzene;CCCCC(=O)O;C1=CC=C(C=C1)[N+](=O)[O-];-6.47
methylbenzoate;chloroform;COC(=O)C1=CC=CC=C1;C(Cl)(Cl)Cl;-7.81
phenol;ethylbenzene;C1=CC=C(C=C1)O;CCC1=CC=CC=C1;-6.82
2-pentanone;nonane;CCCC(=O)C;CCCCCCCCC;-3.97
2-pentanone;heptane;CCCC(=O)C;CCCCCCC;-4.07
2-heptanone;tetralin;CCCCCC(=O)C;C1CCC2=CC=CC=C2C1;-5.33
ethylbenzene;carbontet;CCC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.67
butanoicacid;4methyl2pentanone;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC(C)CC(=O)C;-7.44
ethene;octanol;C=C;CCCCCCCCO;-0.27
water;diethylether;O;CCOCC;-3.85
ethylacetate;fluoroctane;CCOC(=O)C;CCCCCCCCF;-4.16
ethylamine;hexanol;CCN;CCCCCCO;-4.2
3-methylaniline;cyclohexane;CC1=CC(=CC=C1)N;C1CCCCC1;-6.47
o-cresol;octane;CC1=CC=CC=C1O;CCCCCCCC;-6.16
toluene;chloroform;CC1=CC=CC=C1;C(Cl)(Cl)Cl;-5.48
n-dodecane;dodecane;CCCCCCCCCCCC;CCCCCCCCCCCC;-7.83
chloroethane;hexadecane;CCCl;CCCCCCCCCCCCCCCC;-2.29
acetophenone;hexane;CC(=O)C1=CC=CC=C1;CCCCCC;-6.05
1-propanol;hexane;CCCO;CCCCCC;-2.81
urea;octanol;C(=O)(N)N;CCCCCCCCO;-10.93
acetonitrile;hexadecane;CC#N;CCCCCCCCCCCCCCCC;-2.37
pentylacetate;chloroform;CCCCCOC(=O)C;C(Cl)(Cl)Cl;-7.36
butylamine;ethylbenzene;CCCCN;CCC1=CC=CC=C1;-4.43
anthracene;heptane;C1=CC=C2C=C3C=CC=CC3=CC2=C1;CCCCCCC;-10
nitromethane;anisole;C[N+](=O)[O-];COC1=CC=CC=C1;-4.69
diethylamine;diisopropylether;CCNCC;CC(C)OC(C)C;-3.78
acetone;heptane;CC(=O)C;CCCCCCC;-2.61
methylacetate;ethylbenzene;CC(=O)OC;CCC1=CC=CC=C1;-3.74
5-iodouracil;octanol;C1=C(C(=O)NC(=O)N1)I;CCCCCCCCO;-18.77
fluorotrichloromethane;chloroform;C(F)(Cl)(Cl)Cl;C(Cl)(Cl)Cl;-2.62
phenol;4methyl2pentanone;C1=CC=C(C=C1)O;CC(C)CC(=O)C;-9.38
2-pentanone;tetralin;CCCC(=O)C;C1CCC2=CC=CC=C2C1;-3.99
4-amino-3,5,6-trichloropyridine-2-carboxylicacid;water;C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N;O;-11.96
n-octane;chlorobenzene;CCCCCCCC;C1=CC=C(C=C1)Cl;-5.16
pentanoicacid;isobutanol;CCCCC(=O)O;CC(C)CO;-8.06
1-pentanol;nonane;CCCCCO;CCCCCCCCC;-3.92
nitroxyacetone;water;CC(=O)CO[N+](=O)[O-];O;-6
acetone;hexane;CC(=O)C;CCCCCC;-2.6
butanal;octanol;CCCC=O;CCCCCCCCO;-4.62
aniline;chloroform;C1=CC=C(C=C1)N;C(Cl)(Cl)Cl;-7.34
2-heptanone;hexane;CCCCCC(=O)C;CCCCCC;-5.36
toluene;nonanol;CC1=CC=CC=C1;CCCCCCCCCO;-4.34
methylacetate;perfluorobenzene;CC(=O)OC;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.23
diflunisal;octanol;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;CCCCCCCCO;-15.46
fluorobenzene;heptane;C1=CC=C(C=C1)F;CCCCCCC;-4.13
pyridine;carbontet;C1=CC=NC=C1;C(Cl)(Cl)(Cl)Cl;-5.01
n-octane;triethylamine;CCCCCCCC;CCN(CC)CC;-5.62
pentylacetate;hexane;CCCCCOC(=O)C;CCCCCC;-5.52
1-pentene;water;CCCC=C;O;1.66
1,1,1-trichloroethane;water;CC(Cl)(Cl)Cl;O;-0.25
2-pentanone;chlorobenzene;CCCC(=O)C;C1=CC=C(C=C1)Cl;-5.29
methylperoxide;water;COOC;O;-5.28
pentanoicacid;tributylphosphate;CCCCC(=O)O;CCCCOP(=O)(OCCCC)OCCCC;-8.82
1-pentyne;hexadecane;CCCC#C;CCCCCCCCCCCCCCCC;-2.74
n-octane;cyclohexane;CCCCCCCC;C1CCCCC1;-5.63
ethylamine;xylene;CCN;CC1=CC(=CC=C1)C;-3.01
pentylacetate;carbontet;CCCCCOC(=O)C;C(Cl)(Cl)(Cl)Cl;-6.35
chloroform;undecane;C(Cl)(Cl)Cl;CCCCCCCCCCC;-3.42
diethylether;chloroform;CCOCC;C(Cl)(Cl)Cl;-4.32
ethanol;tetrahydrothiophenedioxide;CCO;C1CCS(=O)(=O)C1;-4.3
phenol;carbondisulfide;C1=CC=C(C=C1)O;C(=S)=S;-6.27
2-methyl-1-nitrobenzene;hexadecane;CC1=CC=CC=C1[N+](=O)[O-];CCCCCCCCCCCCCCCC;-6.52
1-heptanol;bromobenzene;CCCCCCCO;C1=CC=C(C=C1)Br;-6.68
N,N-dimethylacetamide;octanol;CC(=O)N(C)C;CCCCCCCCO;-7.48
n-pentane;hexadecyliodide;CCCCC;CCCCCCCCCCCCCCCCI;-2.59
methylformate;water;COC=O;O;-2.78
anthracene;water;C1=CC=C2C=C3C=CC=CC3=CC2=C1;O;-4.23
2-ethylpyrazine;octane;CCC1=NC=CN=C1;CCCCCCCC;-5.51
1,4-dichlorobenzene;cyclohexane;C1=CC(=CC=C1Cl)Cl;C1CCCCC1;-5.89
chlorobenzene;diethylether;C1=CC=C(C=C1)Cl;CCOCC;-5.42
butylnitrate;water;CCCCO[N+](=O)[O-];O;-2.1
nitromethane;tetrahydrofuran;C[N+](=O)[O-];C1CCOC1;-5.09
methylpropanoate;water;CCC(=O)OC;O;-2.93
2-heptanone;nonane;CCCCCC(=O)C;CCCCCCCCC;-5.24
nitromethane;nitromethane;C[N+](=O)[O-];C[N+](=O)[O-];-5.38
2-butanone;2methylpyridine;CCC(=O)C;CC1=CC=CC=N1;-4.52
2-heptanone;toluene;CCCCCC(=O)C;CC1=CC=CC=C1;-6.3
1,4-dioxane;benzonitrile;C1COCCO1;C1=CC=C(C=C1)C#N;-5.14
iodobenzene;octanol;C1=CC=C(C=C1)I;CCCCCCCCO;-6.18
2-methylpyrazine;octanol;CC1=NC=CN=C1;CCCCCCCCO;-5.87
4-methylpyridine;chloroform;CC1=CC=NC=C1;C(Cl)(Cl)Cl;-7.5
3-ethyl-2-methoxypyrazine;octanol;CCC1=NC=CN=C1OC;CCCCCCCCO;-6.85
E-2-pentene;water;CC/C=C/C;O;1.34
methylpropanoate;ethylbenzene;CCC(=O)OC;CCC1=CC=CC=C1;-4.29
trimethylamine;octanol;CN(C)C;CCCCCCCCO;-3.6
1,4-dioxane;bromoethane;C1COCCO1;CCBr;-5.39
1,4-dioxane;isooctane;C1COCCO1;CC(C)CC(C)(C)C;-4.02
benzene;hexadecyliodide;C1=CC=CC=C1;CCCCCCCCCCCCCCCCI;-3.71
triethylphosphate;hexane;CCOP(=O)(OCC)OCC;CCCCCC;-6.78
2-butanone;tbutylbenzene;CCC(=O)C;CC(C)(C)C1=CC=CC=C1;-3.94
2-chlorobutane;water;CCC(C)Cl;O;0.07
cyclopropane;octanol;C1CC1;CCCCCCCCO;-1.6
2-chloropentane;water;CCCC(C)Cl;O;0.07
diethylamine;octane;CCNCC;CCCCCCCC;-3.42
4-methylaniline;decane;CC1=CC=C(C=C1)N;CCCCCCCCCC;-6.05
1-pentanol;chloroform;CCCCCO;C(Cl)(Cl)Cl;-5.9
1-nitrobutane;hexadecane;CCCC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-4.66
nitromethane;ethanol;C[N+](=O)[O-];CCO;-4.34
toluene;water;CC1=CC=CC=C1;O;-0.89
n-octane;benzonitrile;CCCCCCCC;C1=CC=C(C=C1)C#N;-4.34
ethanol;dimethylformamide;CCO;CN(C)C=O;-5.23
thiophene;heptane;C1=CSC=C1;CCCCCCC;-4.09
p-cresol;xylene;CC1=CC=C(C=C1)O;CC1=CC(=CC=C1)C;-7.18
2-methyl-1-nitrobenzene;onitrotoluene;CC1=CC=CC=C1[N+](=O)[O-];CC1=CC=CC=C1[N+](=O)[O-];-8.04
n-pentane;octanol;CCCCC;CCCCCCCCO;-2.45
propanoicacid;octanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCCCCO;-6.86
m-xylene;carbontet;CC1=CC(=CC=C1)C;C(Cl)(Cl)(Cl)Cl;-5.71
aniline;pentanol;C1=CC=C(C=C1)N;CCCCCO;-6.44
cyclohexanone;cyclohexanone;C1CCC(=O)CC1;C1CCC(=O)CC1;-6.25
O,O-diethyl-O-4-nitro-phenylthiophosphate(parathion);water;CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-];O;-6.7
2-heptanone;carbontet;CCCCCC(=O)C;C(Cl)(Cl)(Cl)Cl;-6.12
2-pentanone;toluene;CCCC(=O)C;CC1=CC=CC=C1;-5.02
4-mesyl-2,6-dinitro-N,N-dipropylaniline(nitralin);water;CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-];O;-8
ethylamine;chlorobenzene;CCN;C1=CC=C(C=C1)Cl;-2.73
1-nitropropane;carbontet;CCC[N+](=O)[O-];C(Cl)(Cl)(Cl)Cl;-4.49
diethylsulfide;hexadecane;CCSCC;CCCCCCCCCCCCCCCC;-4.23
diethylamine;dichloroethane;CCNCC;CC(Cl)Cl;-4
