Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
p-xylene;hexadecane;CC1=CC=C(C=C1)C;CCCCCCCCCCCCCCCC;-5.24
n-octane;cyclohexane;CCCCCCCC;C1CCCCC1;-5.63
naphthalene;diethylether;C1=CC=C2C=CC=CC2=C1;CCOCC;-7.25
N-methylaniline;octanol;CNC1=CC=CC=C1;CCCCCCCCO;-6.94
butanoicacid;diisopropylether;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC(C)OC(C)C;-6.85
pyridine;butylacetate;C1=CC=NC=C1;CCCCCC(=O)[O-];-5.31
1-hexanol;bromobenzene;CCCCCCO;C1=CC=C(C=C1)Br;-5.92
ethylacetate;pentane;CCOC(=O)C;CCCCC;-3.69
1,1,2-trichloro-1,2,2-trifluoroethane;water;C(C(F)(Cl)Cl)(F)(F)Cl;O;1.77
methylisopropylether;octanol;CC(C)OC;CCCCCCCCO;-4.64
p-bromophenol;water;C1=CC(=CC=C1O)Br;O;-7.13
(2-dimethylamino-5,6-dimethyl-pyrimidin-4-yl)N,N-dimethylcarbamate(pirimor,pirimicarb);water;CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C;O;-9.4
chloroethane;water;CCCl;O;-0.63
diethylamine;xylene;CCNCC;CC1=CC(=CC=C1)C;-3.93
pentylacetate;isopropyltoluene;CCCCCOC(=O)C;CC1=CC=C(C=C1)C(C)C;-6.02
methylpropanoate;xylene;CCC(=O)OC;CC1=CC(=CC=C1)C;-4.2
1-heptanol;diethylether;CCCCCCCO;CCOCC;-7.51
methylamine;chlorobenzene;CN;C1=CC=C(C=C1)Cl;-2.16
benzene;heptanol;C1=CC=CC=C1;CCCCCCCO;-3.73
1-hexanol;bromoform;CCCCCCO;C(Br)(Br)Br;-6.2
2-butanone;benzonitrile;CCC(=O)C;C1=CC=C(C=C1)C#N;-4.58
dichloromethane;hexadecyliodide;C(Cl)Cl;CCCCCCCCCCCCCCCCI;-2.76
1-hexyne;octanol;CCCCC#C;CCCCCCCCO;-3.43
propene;isooctane;CC=C;CC(C)CC(C)(C)C;-1.61
acetone;octane;CC(=O)C;CCCCCCCC;-2.46
fluorobenzene;heptane;C1=CC=C(C=C1)F;CCCCCCC;-4.13
phenol;isooctane;C1=CC=C(C=C1)O;CC(C)CC(C)(C)C;-5.3
ethylamine;odichlorobenzene;CCN;C1=CC=C(C(=C1)Cl)Cl;-2.59
pyridine;4methyl2pentanone;C1=CC=NC=C1;CC(C)CC(=O)C;-5.33
water;benzene;O;C1=CC=CC=C1;-1.71
2-methylpyridine;benzene;CC1=CC=CC=N1;C1=CC=CC=C1;-5.86
nitromethane;fluorobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)F;-4.62
ethylbenzene;diethylether;CCC1=CC=CC=C1;CCOCC;-5.45
3-bromopropene;octanol;C=CCBr;CCCCCCCCO;-3.3
n-octane;propanol;CCCCCCCC;CCCO;-4.39
2-methyl-1-nitrobenzene;water;CC1=CC=CC=C1[N+](=O)[O-];O;-3.59
ammonia;diethylether;N;CCOCC;-1.41
toluene;nonanol;CC1=CC=CC=C1;CCCCCCCCCO;-4.34
phenol;bromoform;C1=CC=C(C=C1)O;C(Br)(Br)Br;-6.88
1-hexanol;xylene;CCCCCCO;CC1=CC(=CC=C1)C;-5.85
4-methoxybenzoicacid;water;C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N;O;-9.15
aniline;cyclohexane;C1=CC=C(C=C1)N;C1CCCCC1;-5.52
methylacetate;ethylbenzene;CC(=O)OC;CCC1=CC=CC=C1;-3.74
1-octanol;ethylacetate;CCCCCCCCO;CCOC(=O)C;-8.41
2-pentanone;butylbenzene;CCCC(=O)C;CCCCC1=CC=CC=C1;-4.74
methylpentanoate;octanol;CCCCC(=O)OC;CCCCCCCCO;-5.13
4-ethylpyridine;water;CCC1=CC=NC=C1;O;-4.74
toluene;aniline;CC1=CC=CC=C1;C1=CC=C(C=C1)N;-4.57
p-bromophenol;chlorobenzene;C1=CC(=CC=C1O)Br;C1=CC=C(C=C1)Cl;-8.54
ethanol;dimethylformamide;CCO;CN(C)C=O;-5.23
N-methylmorpholine;water;CN1CCOCC1;O;-6.34
butylacetate;nonane;CCCCCC(=O)[O-];CCCCCCCCC;-4.69
diethylamine;chloroform;CCNCC;C(Cl)(Cl)Cl;-5.23
ethylamine;iodobenzene;CCN;C1=CC=C(C=C1)I;-2.73
cis-1,2-dimethylcyclohexane;water;C[C@@H]1CCCC[C@@H]1C;O;1.58
1-propanol;benzene;CCCO;C1=CC=CC=C1;-3.87
a-[(4,6-dimethoxypyrimidin-2-ylcarbamoyl)sulfamoyl]-o-toluicacid(bensulfuron);water;COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)O)OC;O;-17.2
2-butanone;diethylether;CCC(=O)C;CCOCC;-4.09
p-hydroxybenzaldehyde;cyclohexane;C1=CC(=CC=C1C=O)O;C1CCCCC1;-7.19
methylcyclohexane;hexadecane;CC1CCCCC1;CCCCCCCCCCCCCCCC;-4.43
3-iodopropene;hexadecane;C=CCI;CCCCCCCCCCCCCCCC;-4.1
trichloro(nitro)methane(chloropicrin);water;C([N+](=O)[O-])(Cl)(Cl)Cl;O;-1.5
propene;water;CC=C;O;1.27
1-heptanol;benzene;CCCCCCCO;C1=CC=CC=C1;-6.85
Z-1,2-dichloroethene;hexadecane;C(=C\Cl)\Cl;CCCCCCCCCCCCCCCC;-3.33
bromotrifluoromethane;octanol;C(F)(F)(F)Br;CCCCCCCCO;-0.75
m-cresol;benzene;CC1=CC(=CC=C1)O;C1=CC=CC=C1;-6.66
o-chlorotoluene;water;CC1=CC=CC=C1Cl;O;-1.15
1-octanol;benzene;CCCCCCCCO;C1=CC=CC=C1;-8.06
p-cresol;bromobenzene;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)Br;-7.12
methylhexanoate;pentane;CCCCCC(=O)OC;CCCCC;-5.67
acetone;chloroform;CC(=O)C;C(Cl)(Cl)Cl;-4.42
thiophene;heptane;C1=CSC=C1;CCCCCCC;-4.09
nitromethane;xylene;C[N+](=O)[O-];CC1=CC(=CC=C1)C;-4.2
n-hexane;hexadecane;CCCCCC;CCCCCCCCCCCCCCCC;-3.64
3-methylaniline;carbontet;CC1=CC(=CC=C1)N;C(Cl)(Cl)(Cl)Cl;-7.23
toluene;isooctane;CC1=CC=CC=C1;CC(C)CC(C)(C)C;-4.68
propylamine;xylene;CCCN;CC1=CC(=CC=C1)C;-3.69
p-bromophenol;dichloroethane;C1=CC(=CC=C1O)Br;CC(Cl)Cl;-9.1
acetylsalicylicacid;water;CC(=O)OC1=CC=CC=C1C(=O)O;O;-9.94
propylacetate;chlorobenzene;CCCCC(=O)O;C1=CC=C(C=C1)Cl;-5.15
n-octane;dimethylsulfoxide;CCCCCCCC;CS(=O)C;-2.84
trimethylphosphate;water;COP(=O)(OC)OC;O;-8.7
O,O,O',O'-tetraethylS,S'-methylenebis(phosphorodithioate)(ethion);water;CCOP(=S)(OCC)SCSP(=S)(OCC)OCC;O;-6.1
butylnitrate;water;CCCCO[N+](=O)[O-];O;-2.1
methylpentanoate;hexane;CCCCC(=O)OC;CCCCCC;-4.94
dipropylamine;octanol;CCCNCCC;CCCCCCCCO;-6.02
p-cresol;decalin;CC1=CC=C(C=C1)O;C1CCC2CCCCC2C1;-5.68
triethylphosphate;heptane;CCOP(=O)(OCC)OCC;CCCCCCC;-6.67
methylacetate;octane;CC(=O)OC;CCCCCCCC;-3.06
2-butanone;chlorohexane;CCC(=O)C;CCCCCCCl;-4.1
pentanoicacid;water;CCCCC(=O)O;O;-6.16
butanal;hexadecane;CCCC=O;CCCCCCCCCCCCCCCC;-3.1
dimethylsulfide;water;CSC;O;-1.54
diethylamine;isobutanol;CCNCC;CC(C)CO;-4.86
benzaldehyde;diethylether;C1=CC=C(C=C1)C=O;CCOCC;-6.08
1,4-dioxane;tetrahydrothiophenedioxide;C1COCCO1;C1CCS(=O)(=O)C1;-4.9
methylhexanoate;trimethylbenzene;CCCCCC(=O)OC;CC1=C(C(=CC=C1)C)C;-6.16
o-cresol;carbontet;CC1=CC=CC=C1O;C(Cl)(Cl)(Cl)Cl;-6.51
pentylacetate;nonane;CCCCCOC(=O)C;CCCCCCCCC;-5.33
acetonitrile;heptane;CC#N;CCCCCCC;-2.06
3-t-butyl-5-chloro-6-methyluracil(terbacil);water;CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl;O;-11.1
nitrobenzene;benzene;C1=CC=C(C=C1)[N+](=O)[O-];C1=CC=CC=C1;-7.6
n-butane;octanol;CCCC;CCCCCCCCO;-1.86
nitromethane;chlorobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)Cl;-4.32
aceticacid;hexane;CC(=O)O;CCCCCC;-2.83
propanoicacid;toluene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC1=CC=CC=C1;-4.57
ammonia;chlorobenzene;N;C1=CC=C(C=C1)Cl;-1.22
butylamine;ethylbenzene;CCCCN;CCC1=CC=CC=C1;-4.43
2,4-dimethylpentane;water;CC(C)CC(C)C;O;2.88
2-butanone;tetrahydrofuran;CCC(=O)C;C1CCOC1;-4.54
methylamine;octanol;CN;CCCCCCCCO;-3.78
1-propanol;toluene;CCCO;CC1=CC=CC=C1;-3.71
cyanuricacid;octanol;C1(=O)NC(=O)NC(=O)N1;CCCCCCCCO;-18.89
methylpentanoate;water;CCCCC(=O)OC;O;-2.57
ethanol;mcresol;CCO;CC1=CC(=CC=C1)O;-5.58
dibromomethane;water;C(Br)Br;O;-2.11
m-cresol;octane;CC1=CC(=CC=C1)O;CCCCCCCC;-5.19
tetrahydropyran;octanol;C1CCOCC1;CCCCCCCCO;-4.21
butylamine;carbontet;CCCCN;C(Cl)(Cl)(Cl)Cl;-5.35
5-fluorouracil;octanol;C1=C(C(=O)NC(=O)N1)F;CCCCCCCCO;-15.71
1,1,1,3,3,3-hexafluoropropan-2-ol;water;C(C(F)(F)F)(C(F)(F)F)O;O;-3.77
2-butanone;tetralin;CCC(=O)C;C1CCC2=CC=CC=C2C1;-3.12
toluene;2methylpyridine;CC1=CC=CC=C1;CC1=CC=CC=N1;-5.06
2-heptanone;octanol;CCCCCC(=O)C;CCCCCCCCO;-5.65
bromoethane;bromoethane;CCBr;CCBr;-3.67
toluene;carbontet;CC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.12
naphthalene;octanol;C1=CC=C2C=CC=CC2=C1;CCCCCCCCO;-6.97
S-4-chlorophenylthiomethylO,O-diethylphosphorodithioate(carbophenothion);water;CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl;O;-6.5
hydrogenperoxide;toluene;OO;CC1=CC=CC=C1;-3.14
1-methylthymine;chloroform;CC1=CN(C(=O)NC1=O)C;C(Cl)(Cl)Cl;-9.71
ethanol;anisole;CCO;COC1=CC=CC=C1;-3.59
pentylamine;water;CCCCCN;O;-4.1
methylamine;benzene;CN;C1=CC=CC=C1;-2.66
trichloroethene;cyclohexane;C(=C(Cl)Cl)Cl;C1CCCCC1;-4.29
fluorobenzene;water;C1=CC=C(C=C1)F;O;-0.78
1-hexanol;ethylacetate;CCCCCCO;CCOC(=O)C;-6.92
1-nitrobutane;hexadecane;CCCC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-4.66
phenylformate;water;C1=CC=C(C=C1)C(=O)[O-];O;-3.82
acetone;octanol;CC(=O)C;CCCCCCCCO;-3.15
acetone;tetralin;CC(=O)C;C1CCC2=CC=CC=C2C1;-2.54
N,N-dimethylformamide;cyclohexane;CN(C)C=O;C1CCCCC1;-3.82
caffeine;water;CN1C=NC2=C1C(=O)N(C(=O)N2C)C;O;-12.64
ethanol;triethylamine;CCO;CCN(CC)CC;-4.02
1,2-ethanediol;hexadecane;C(CO)O;CCCCCCCCCCCCCCCC;-2.81
o-xylene;hexane;CC1=CC=CC=C1C;CCCCCC;-5.22
toluene;benzene;CC1=CC=CC=C1;C1=CC=CC=C1;-5.32
n-propane;water;CCC;O;1.96
pyridine;toluene;C1=CC=NC=C1;CC1=CC=CC=C1;-5.13
propanoicacid;dibutylether;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCOCCCC;-6.11
propylamine;carbontet;CCCN;C(Cl)(Cl)(Cl)Cl;-3.59
ethanol;methylenechloride;CCO;C(Cl)Cl;-3.82
2-butanone;mcresol;CCC(=O)C;CC1=CC(=CC=C1)O;-5.98
E-1,2-dichloroethene;octanol;C(=C/Cl)\Cl;CCCCCCCCO;-3.61
tetrachloroethene;undecane;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCCCC;-4.63
ethylamine;water;CCN;O;-4.5
toluene;chloroform;CC1=CC=CC=C1;C(Cl)(Cl)Cl;-5.48
1-pentanol;dichloroethane;CCCCCO;CC(Cl)Cl;-5.45
1-chloro-2,2,2-trifluoroethyldifluoromethylether;water;C(C(F)(F)F)(OC(F)F)Cl;O;0.11
cyclohexane;hexadecane;C1CCCCC1;CCCCCCCCCCCCCCCC;-4.04
acetophenone;acetophenone;CC(=O)C1=CC=CC=C1;CC(=O)C1=CC=CC=C1;-7.59
N-methylaniline;carbontet;CNC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-6.58
phenol;hexadecane;C1=CC=C(C=C1)O;CCCCCCCCCCCCCCCC;-5.14
aceticacid;tributylphosphate;CC(=O)O;CCCCOP(=O)(OCCCC)OCCCC;-7.11
benzene;benzene;C1=CC=CC=C1;C1=CC=CC=C1;-4.55
flurbiprofen(racemic);water;CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O;O;-8.42
benzonitrile;chloroform;C1=CC=C(C=C1)C#N;C(Cl)(Cl)Cl;-7.22
nitromethane;iodobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)I;-4.1
n-octane;isopropanol;CCCCCCCC;CC(C)O;-4.5
2-nitropropane;water;CC(C)[N+](=O)[O-];O;-3.14
nitromethane;methoxyethanol;C[N+](=O)[O-];COCCO;-5.06
phenol;hexane;C1=CC=C(C=C1)O;CCCCCC;-5.49
1-hexanol;octane;CCCCCCO;CCCCCCCC;-4.86
p-bromophenol;nitrobenzene;C1=CC(=CC=C1O)Br;C1=CC=C(C=C1)[N+](=O)[O-];-9.76
propylamine;bromobenzene;CCCN;C1=CC=C(C=C1)Br;-3.57
hydrogenperoxide;ethylacetate;OO;CCOC(=O)C;-7.6
ethanol;ethylbenzene;CCO;CCC1=CC=CC=C1;-2.49
N,N-dimethylformamide;octanol;CN(C)C=O;CCCCCCCCO;-6.14
p-bromophenol;onitrotoluene;C1=CC(=CC=C1O)Br;CC1=CC=CC=C1[N+](=O)[O-];-9.57
3-methylpyridine;cyclohexane;CC1=CN=CC=C1;C1CCCCC1;-5.14
1-hexanol;carbontet;CCCCCCO;C(Cl)(Cl)(Cl)Cl;-5.04
acetophenone;heptane;CC(=O)C1=CC=CC=C1;CCCCCCC;-6.14
p-cresol;methylenechloride;CC1=CC=C(C=C1)O;C(Cl)Cl;-7.71
methylacetate;hexane;CC(=O)OC;CCCCCC;-3.12
1-pentanol;heptane;CCCCCO;CCCCCCC;-4.09
trimethylamine;diisopropylether;CN(C)C;CC(C)OC(C)C;-2.74
methanol;benzene;CO;C1=CC=CC=C1;-2.58
nitromethane;cyclohexanone;C[N+](=O)[O-];C1CCC(=O)CC1;-5.09
ethanol;carbontet;CCO;C(Cl)(Cl)(Cl)Cl;-2.96
cyclopentane;hexadecane;C1CCCC1;CCCCCCCCCCCCCCCC;-3.38
butanoicacid;ethylacetate;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCOC(=O)C;-7.34
methylpropanoate;water;CCC(=O)OC;O;-2.93
1,1,1-trichloroethane;cyclohexane;CC(Cl)(Cl)Cl;C1CCCCC1;-4.08
tetrahydrofuran;water;C1CCOC1;O;-3.47
2-methylpyridine;2methylpyridine;CC1=CC=CC=N1;CC1=CC=CC=N1;-5.71
3,3-dimethylbutanone;mesitylene;CC(=O)C(C)(C)C;CC1=CC(=CC(=C1)C)C;-4.77
n-pentane;benzene;CCCCC;C1=CC=CC=C1;-2.99
N,N-dimethylaniline;water;CN(C)C1=CC=CC=C1;O;-3.58
methanol;bromobenzene;CO;C1=CC=C(C=C1)Br;-2.31
2-butanone;tetrahydrothiophenedioxide;CCC(=O)C;C1CCS(=O)(=O)C1;-4.09
5-bromouracil;diethylether;C1=C(C(=O)NC(=O)N1)Br;CCOCC;-17.01
3-methylaniline;heptane;CC1=CC(=CC=C1)N;CCCCCCC;-6.35
aniline;octane;C1=CC=C(C=C1)N;CCCCCCCC;-4.84
2-chlorobutane;water;CCC(C)Cl;O;0.07
2-heptanone;butylbenzene;CCCCCC(=O)C;CCCCC1=CC=CC=C1;-5.93
methylpropanoate;tbutylbenzene;CCC(=O)OC;CC(C)(C)C1=CC=CC=C1;-4.17
1-propanol;ethylacetate;CCCO;CCOC(=O)C;-4.9
piperidine;octanol;C1CCNCC1;CCCCCCCCO;-6.27
cyclohexane;benzene;C1CCCCC1;C1=CC=CC=C1;-4.05
1,4-dioxane;dimethylsulfoxide;C1COCCO1;CS(=O)C;-4.9
3-chloropropene;hexadecane;C=CCCl;CCCCCCCCCCCCCCCC;-2.88
p-cresol;water;CC1=CC=C(C=C1)O;O;-6.14
propanoicacid;diethylether;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCOCC;-6.75
aniline;hexane;C1=CC=C(C=C1)N;CCCCCC;-5.43
1-heptanol;toluene;CCCCCCCO;CC1=CC=CC=C1;-6.75
1-butanol;butanol;CCCCO;CCCCO;-6.03
tetralin;tetralin;C1CCC2=CC=CC=C2C1;C1CCC2=CC=CC=C2C1;-7.55
propylacetate;fluoroctane;CCCCC(=O)O;CCCCCCCCF;-4.65
butylamine;decanol;CCCCN;CCCCCCCCCCO;-5.22
2-butanone;decane;CCC(=O)C;CCCCCCCCCC;-3.3
dimethylsulfide;hexadecane;CSC;CCCCCCCCCCCCCCCC;-3.05
carbontet;carbontet;C(Cl)(Cl)(Cl)Cl;C(Cl)(Cl)(Cl)Cl;-4.35
aceticacid;water;CC(=O)O;O;-6.7
ethanol;benzonitrile;CCO;C1=CC=C(C=C1)C#N;-4.05
ethanol;fluorobenzene;CCO;C1=CC=C(C=C1)F;-3.45
2-pentanone;mesitylene;CCCC(=O)C;CC1=CC(=CC(=C1)C)C;-4.8
5-iodouracil;octanol;C1=C(C(=O)NC(=O)N1)I;CCCCCCCCO;-18.77
hydrazine;benzene;NN;C1=CC=CC=C1;-4.02
ethanol;xylene;CCO;CC1=CC(=CC=C1)C;-3.42
methanol;octanol;CO;CCCCCCCCO;-3.87
3,3-dimethylbutanone;isopropylbenzene;CC(=O)C(C)(C)C;CC(C)C1=CC=CC=C1;-4.81
ethanol;methoxyethanol;CCO;COCCO;-4.71
hexanoicacid;butanone;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCC(=O)C;-8.07
methylpropanoate;pentane;CCC(=O)OC;CCCCC;-3.69
toluene;hexadecane;CC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-4.54
1,4-dioxane;diisopropylether;C1COCCO1;CC(C)OC(C)C;-4.42
t-butanol;carbontet;CC(C)(C)O;C(Cl)(Cl)(Cl)Cl;-3.4
1,1-difluoroethane;octanol;CC(F)F;CCCCCCCCO;-1.13
methanol;butylacetate;CO;CCCCCC(=O)[O-];-3.04
dibutylether;dibutylether;CCCCOCCCC;CCCCOCCCC;-5.76
ethylacetate;tbutylbenzene;CCOC(=O)C;CC(C)(C)C1=CC=CC=C1;-4.22
2-pentanone;tetralin;CCCC(=O)C;C1CCC2=CC=CC=C2C1;-3.99
